Loading datasets...
Datasets loaded to GPU.
Worker 6/8: sweep 0acb79e7, 25/200 runs

[worker 6] Run 1/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 113, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[90 of 100],900000,0.000,1.000,1.000,0.684
[91 of 100],910000,0.000,1.000,1.000,0.671
[92 of 100],920000,0.000,1.000,1.000,0.654
[93 of 100],930000,0.000,1.000,1.000,0.638
[94 of 100],940000,0.000,1.000,1.000,0.618
[95 of 100],950000,0.000,1.000,1.000,0.600
[96 of 100],960000,0.000,1.000,1.000,0.580
[97 of 100],970000,0.000,1.000,1.000,0.559
[98 of 100],980000,0.000,1.000,1.000,0.554
[99 of 100],990000,0.000,1.000,1.000,0.546
[100 of 100],1000000,0.000,1.000,1.000,0.545

[worker 6] Run 2/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 277, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.120,0.958,0.956,0.566
[2 of 100],20000,0.022,0.995,1.000,0.831
[3 of 100],30000,0.030,0.992,0.971,0.762
[4 of 100],40000,0.022,0.994,1.000,0.798
[5 of 100],50000,0.005,0.999,1.000,0.757
[6 of 100],60000,0.000,1.000,1.000,0.731
[7 of 100],70000,0.000,1.000,1.000,0.728
[8 of 100],80000,0.000,1.000,1.000,0.723
[9 of 100],90000,0.000,1.000,1.000,0.720
[10 of 100],100000,0.018,0.995,0.998,0.730
[11 of 100],110000,0.001,1.000,1.000,0.740
[12 of 100],120000,0.008,0.998,1.000,0.421
[13 of 100],130000,0.005,0.999,1.000,0.755
[14 of 100],140000,0.000,1.000,1.000,0.750
[15 of 100],150000,0.000,1.000,1.000,0.685
[16 of 100],160000,0.001,1.000,1.000,0.809
[17 of 100],170000,0.003,0.999,1.000,0.382
[18 of 100],180000,0.003,0.999,1.000,0.611
[19 of 100],190000,0.000,1.000,1.000,0.558
[20 of 100],200000,0.000,1.000,1.000,0.560
[21 of 100],210000,0.000,1.000,1.000,0.559
[22 of 100],220000,0.000,1.000,1.000,0.548
[23 of 100],230000,0.000,1.000,1.000,0.518
[24 of 100],240000,0.000,1.000,1.000,0.519
[25 of 100],250000,0.000,1.000,1.000,0.519
[26 of 100],260000,0.000,1.000,1.000,0.515
[27 of 100],270000,0.000,1.000,1.000,0.504
[28 of 100],280000,0.000,1.000,1.000,0.499
[29 of 100],290000,0.000,1.000,1.000,0.497
[30 of 100],300000,0.000,1.000,1.000,0.492
[31 of 100],310000,0.000,1.000,1.000,0.488
[32 of 100],320000,0.000,1.000,1.000,0.481
[33 of 100],330000,0.000,1.000,1.000,0.528
[34 of 100],340000,0.000,1.000,1.000,0.527
[35 of 100],350000,0.000,1.000,1.000,0.524
[36 of 100],360000,0.000,1.000,1.000,0.518
[37 of 100],370000,0.000,1.000,1.000,0.515
[38 of 100],380000,0.000,1.000,1.000,0.510
[39 of 100],390000,0.000,1.000,1.000,0.508
[40 of 100],400000,0.000,1.000,1.000,0.506
[41 of 100],410000,0.000,1.000,1.000,0.503
[42 of 100],420000,0.000,1.000,1.000,0.502
[43 of 100],430000,0.000,1.000,1.000,0.501
[44 of 100],440000,0.000,1.000,1.000,0.507
[45 of 100],450000,0.000,1.000,1.000,0.509
[46 of 100],460000,0.000,1.000,1.000,0.507
[47 of 100],470000,0.000,1.000,1.000,0.511
[48 of 100],480000,0.000,1.000,1.000,0.504
[49 of 100],490000,0.000,1.000,1.000,0.502
[50 of 100],500000,0.000,1.000,1.000,0.500
[51 of 100],510000,0.000,1.000,1.000,0.505
[52 of 100],520000,0.000,1.000,1.000,0.502
[53 of 100],530000,0.000,1.000,1.000,0.509
[54 of 100],540000,0.000,1.000,1.000,0.509
[55 of 100],550000,0.000,1.000,1.000,0.500
[56 of 100],560000,0.000,1.000,1.000,0.502
[57 of 100],570000,0.000,1.000,1.000,0.508
[58 of 100],580000,0.000,1.000,1.000,0.501
[59 of 100],590000,0.000,1.000,1.000,0.503
[60 of 100],600000,0.000,1.000,1.000,0.500
[61 of 100],610000,0.000,1.000,1.000,0.504
[62 of 100],620000,0.000,1.000,1.000,0.509
[63 of 100],630000,0.000,1.000,1.000,0.509
[64 of 100],640000,0.000,1.000,1.000,0.501
[65 of 100],650000,0.000,1.000,1.000,0.504
[66 of 100],660000,0.000,1.000,1.000,0.500
[67 of 100],670000,0.000,1.000,1.000,0.506
[68 of 100],680000,0.000,1.000,1.000,0.503
[69 of 100],690000,0.000,1.000,1.000,0.503
[70 of 100],700000,0.000,1.000,1.000,0.506
[71 of 100],710000,0.000,1.000,1.000,0.503
[72 of 100],720000,0.000,1.000,1.000,0.502
[73 of 100],730000,0.000,1.000,1.000,0.504
[74 of 100],740000,0.000,1.000,1.000,0.503
[75 of 100],750000,0.000,1.000,1.000,0.504
[76 of 100],760000,0.000,1.000,1.000,0.503
[77 of 100],770000,0.000,1.000,1.000,0.503
[78 of 100],780000,0.000,1.000,1.000,0.503
[79 of 100],790000,0.000,1.000,1.000,0.503
[80 of 100],800000,0.000,1.000,1.000,0.503
[81 of 100],810000,0.000,1.000,1.000,0.503
[82 of 100],820000,0.000,1.000,1.000,0.503
[83 of 100],830000,0.000,1.000,1.000,0.502
[84 of 100],840000,0.000,1.000,1.000,0.503
[85 of 100],850000,0.000,1.000,1.000,0.504
[86 of 100],860000,0.000,1.000,1.000,0.502
[87 of 100],870000,0.000,1.000,1.000,0.501
[88 of 100],880000,0.000,1.000,1.000,0.501
[89 of 100],890000,0.000,1.000,1.000,0.505
[90 of 100],900000,0.000,1.000,1.000,0.507
[91 of 100],910000,0.000,1.000,1.000,0.509
[92 of 100],920000,0.000,1.000,1.000,0.509
[93 of 100],930000,0.000,1.000,1.000,0.511
[94 of 100],940000,0.000,1.000,1.000,0.509
[95 of 100],950000,0.000,1.000,1.000,0.508
[96 of 100],960000,0.000,1.000,1.000,0.507
[97 of 100],970000,0.000,1.000,1.000,0.505
[98 of 100],980000,0.000,1.000,1.000,0.504
[99 of 100],990000,0.000,1.000,1.000,0.508
[100 of 100],1000000,0.000,1.000,1.000,0.502

[worker 6] Run 3/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 443, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.126,0.957,0.999,0.882
[2 of 100],20000,0.006,0.999,1.000,0.837
[3 of 100],30000,0.022,0.994,1.000,0.808
[4 of 100],40000,0.001,1.000,1.000,0.751
[5 of 100],50000,0.017,0.996,1.000,0.755
[6 of 100],60000,0.006,0.998,1.000,0.620
[7 of 100],70000,0.000,1.000,1.000,0.640
[8 of 100],80000,0.000,1.000,1.000,0.680
[9 of 100],90000,0.000,1.000,1.000,0.680
[10 of 100],100000,0.000,1.000,1.000,0.708
[11 of 100],110000,0.000,1.000,1.000,0.562
[12 of 100],120000,0.000,1.000,1.000,0.585
[13 of 100],130000,0.000,1.000,1.000,0.593
[14 of 100],140000,0.000,1.000,1.000,0.604
[15 of 100],150000,0.007,0.999,1.000,0.724
[16 of 100],160000,0.001,1.000,1.000,0.652
[17 of 100],170000,0.000,1.000,1.000,0.647
[18 of 100],180000,0.000,1.000,1.000,0.705
[19 of 100],190000,0.000,1.000,1.000,0.670
[20 of 100],200000,0.000,1.000,1.000,0.666
[21 of 100],210000,0.000,1.000,1.000,0.676
[22 of 100],220000,0.000,1.000,1.000,0.679
[23 of 100],230000,0.025,0.993,1.000,0.638
[24 of 100],240000,0.001,1.000,1.000,0.535
[25 of 100],250000,0.000,1.000,1.000,0.525
[26 of 100],260000,0.000,1.000,1.000,0.530
[27 of 100],270000,0.000,1.000,1.000,0.537
[28 of 100],280000,0.000,1.000,1.000,0.522
[29 of 100],290000,0.007,0.998,1.000,0.508
[30 of 100],300000,0.005,0.998,1.000,0.352
[31 of 100],310000,0.002,0.999,1.000,0.260
[32 of 100],320000,0.000,1.000,1.000,0.261
[33 of 100],330000,0.000,1.000,1.000,0.265
[34 of 100],340000,0.004,0.999,1.000,0.397
[35 of 100],350000,0.000,1.000,1.000,0.322
[36 of 100],360000,0.000,1.000,1.000,0.318
[37 of 100],370000,0.000,1.000,1.000,0.319
[38 of 100],380000,0.000,1.000,1.000,0.306
[39 of 100],390000,0.000,1.000,1.000,0.312
[40 of 100],400000,0.000,1.000,1.000,0.314
[41 of 100],410000,0.000,1.000,1.000,0.308
[42 of 100],420000,0.008,0.998,1.000,0.327
[43 of 100],430000,0.000,1.000,1.000,0.297
[44 of 100],440000,0.000,1.000,1.000,0.316
[45 of 100],450000,0.000,1.000,1.000,0.327
[46 of 100],460000,0.000,1.000,1.000,0.350
[47 of 100],470000,0.000,1.000,1.000,0.358
[48 of 100],480000,0.000,1.000,1.000,0.355
[49 of 100],490000,0.000,1.000,1.000,0.365
[50 of 100],500000,0.006,0.998,1.000,0.181
[51 of 100],510000,0.000,1.000,1.000,0.144
[52 of 100],520000,0.000,1.000,1.000,0.188
[53 of 100],530000,0.000,1.000,1.000,0.176
[54 of 100],540000,0.000,1.000,1.000,0.170
[55 of 100],550000,0.000,1.000,1.000,0.220
[56 of 100],560000,0.002,0.999,1.000,0.001
[57 of 100],570000,0.000,1.000,1.000,0.001
[58 of 100],580000,0.000,1.000,1.000,0.000
[59 of 100],590000,0.005,0.999,1.000,0.325
[60 of 100],600000,0.000,1.000,1.000,0.326
[61 of 100],610000,0.000,1.000,1.000,0.339
[62 of 100],620000,0.000,1.000,1.000,0.345
[63 of 100],630000,0.000,1.000,1.000,0.344
[64 of 100],640000,0.000,1.000,1.000,0.349
[65 of 100],650000,0.000,1.000,1.000,0.348
[66 of 100],660000,0.000,1.000,1.000,0.352
[67 of 100],670000,0.000,1.000,1.000,0.352
[68 of 100],680000,0.000,1.000,1.000,0.350
[69 of 100],690000,0.000,1.000,1.000,0.349
[70 of 100],700000,0.000,1.000,1.000,0.345
[71 of 100],710000,0.008,0.999,1.000,0.037
[72 of 100],720000,0.000,1.000,1.000,0.140
[73 of 100],730000,0.000,1.000,1.000,0.096
[74 of 100],740000,0.000,1.000,1.000,0.354
[75 of 100],750000,0.000,1.000,1.000,0.328
[76 of 100],760000,0.000,1.000,1.000,0.317
[77 of 100],770000,0.006,0.999,1.000,0.271
[78 of 100],780000,0.000,1.000,1.000,0.246
[79 of 100],790000,0.000,1.000,1.000,0.222
[80 of 100],800000,0.000,1.000,1.000,0.218
[81 of 100],810000,0.000,1.000,1.000,0.213
[82 of 100],820000,0.000,1.000,1.000,0.210
[83 of 100],830000,0.000,1.000,1.000,0.206
[84 of 100],840000,0.000,1.000,1.000,0.205
[85 of 100],850000,0.000,1.000,1.000,0.205
[86 of 100],860000,0.000,1.000,1.000,0.206
[87 of 100],870000,0.000,1.000,1.000,0.206
[88 of 100],880000,0.000,1.000,1.000,0.205
[89 of 100],890000,0.000,1.000,1.000,0.201
[90 of 100],900000,0.000,1.000,1.000,0.200
[91 of 100],910000,0.000,1.000,1.000,0.200
[92 of 100],920000,0.000,1.000,1.000,0.199
[93 of 100],930000,0.000,1.000,1.000,0.198
[94 of 100],940000,0.000,1.000,1.000,0.193
[95 of 100],950000,0.000,1.000,1.000,0.194
[96 of 100],960000,0.000,1.000,1.000,0.194
[97 of 100],970000,0.000,1.000,1.000,0.193
[98 of 100],980000,0.000,1.000,1.000,0.193
[99 of 100],990000,0.013,0.999,1.000,0.593
[100 of 100],1000000,0.000,1.000,1.000,0.479

[worker 6] Run 4/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 631, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.130,0.957,1.000,0.834
[2 of 100],20000,0.004,1.000,1.000,0.844
[3 of 100],30000,0.054,0.985,1.000,0.896
[4 of 100],40000,0.002,1.000,1.000,0.917
[5 of 100],50000,0.014,0.997,1.000,0.811
[6 of 100],60000,0.007,0.999,0.984,0.535
[7 of 100],70000,0.010,0.997,0.990,0.948
[8 of 100],80000,0.001,1.000,1.000,0.683
[9 of 100],90000,0.000,1.000,1.000,0.673
[10 of 100],100000,0.000,1.000,1.000,0.680
[11 of 100],110000,0.000,1.000,1.000,0.680
[12 of 100],120000,0.000,1.000,1.000,0.672
[13 of 100],130000,0.000,1.000,1.000,0.670
[14 of 100],140000,0.000,1.000,1.000,0.672
[15 of 100],150000,0.000,1.000,1.000,0.671
[16 of 100],160000,0.017,0.996,1.000,0.445
[17 of 100],170000,0.000,1.000,1.000,0.471
[18 of 100],180000,0.000,1.000,1.000,0.455
[19 of 100],190000,0.000,1.000,1.000,0.457
[20 of 100],200000,0.000,1.000,1.000,0.410
[21 of 100],210000,0.000,1.000,1.000,0.401
[22 of 100],220000,0.000,1.000,1.000,0.402
[23 of 100],230000,0.017,0.996,1.000,0.782
[24 of 100],240000,0.000,1.000,1.000,0.772
[25 of 100],250000,0.006,0.999,1.000,0.776
[26 of 100],260000,0.000,1.000,1.000,0.774
[27 of 100],270000,0.000,1.000,1.000,0.790
[28 of 100],280000,0.000,1.000,1.000,0.789
[29 of 100],290000,0.000,1.000,1.000,0.809
[30 of 100],300000,0.000,1.000,1.000,0.760
[31 of 100],310000,0.000,1.000,1.000,0.775
[32 of 100],320000,0.000,1.000,1.000,0.782
[33 of 100],330000,0.000,1.000,1.000,0.784
[34 of 100],340000,0.006,0.999,1.000,0.923
[35 of 100],350000,0.001,1.000,1.000,0.973
[36 of 100],360000,0.002,0.999,1.000,0.846
[37 of 100],370000,0.000,1.000,1.000,0.840
[38 of 100],380000,0.003,0.999,0.994,0.668
[39 of 100],390000,0.005,0.999,0.981,0.859
[40 of 100],400000,0.001,1.000,1.000,0.883
[41 of 100],410000,0.000,1.000,1.000,0.905
[42 of 100],420000,0.000,1.000,1.000,0.933
[43 of 100],430000,0.005,0.998,1.000,0.976
[44 of 100],440000,0.003,0.999,1.000,0.943
[45 of 100],450000,0.000,1.000,1.000,0.990
[46 of 100],460000,0.000,1.000,1.000,0.989
[47 of 100],470000,0.000,1.000,1.000,0.990
[48 of 100],480000,0.000,1.000,1.000,0.990
[49 of 100],490000,0.000,1.000,1.000,0.925
[50 of 100],500000,0.000,1.000,1.000,0.938
[51 of 100],510000,0.000,1.000,1.000,0.945
[52 of 100],520000,0.010,0.999,1.000,0.937
[53 of 100],530000,0.003,0.999,1.000,0.921
[54 of 100],540000,0.000,1.000,1.000,0.921
[55 of 100],550000,0.000,1.000,1.000,0.922
[56 of 100],560000,0.000,1.000,1.000,0.923
[57 of 100],570000,0.000,1.000,1.000,0.923
[58 of 100],580000,0.000,1.000,1.000,0.923
[59 of 100],590000,0.000,1.000,1.000,0.926
[60 of 100],600000,0.000,1.000,1.000,0.924
[61 of 100],610000,0.000,1.000,1.000,0.924
[62 of 100],620000,0.000,1.000,1.000,0.924
[63 of 100],630000,0.000,1.000,1.000,0.924
[64 of 100],640000,0.000,1.000,1.000,0.924
[65 of 100],650000,0.000,1.000,1.000,0.924
[66 of 100],660000,0.000,1.000,1.000,0.924
[67 of 100],670000,0.000,1.000,1.000,0.924
[68 of 100],680000,0.000,1.000,1.000,0.924
[69 of 100],690000,0.000,1.000,1.000,0.924
[70 of 100],700000,0.000,1.000,1.000,0.924
[71 of 100],710000,0.000,1.000,1.000,0.924
[72 of 100],720000,0.000,1.000,1.000,0.924
[73 of 100],730000,0.000,1.000,1.000,0.924
[74 of 100],740000,0.000,1.000,1.000,0.924
[75 of 100],750000,0.000,1.000,1.000,0.924
[76 of 100],760000,0.009,0.999,1.000,0.951
[77 of 100],770000,0.000,1.000,1.000,0.948
[78 of 100],780000,0.000,1.000,1.000,0.945
[79 of 100],790000,0.000,1.000,1.000,0.936
[80 of 100],800000,0.000,1.000,1.000,0.949
[81 of 100],810000,0.000,1.000,1.000,0.947
[82 of 100],820000,0.000,1.000,1.000,0.947
[83 of 100],830000,0.000,1.000,1.000,0.947
[84 of 100],840000,0.000,1.000,1.000,0.947
[85 of 100],850000,0.000,1.000,1.000,0.947
[86 of 100],860000,0.000,1.000,1.000,0.947
[87 of 100],870000,0.000,1.000,1.000,0.947
[88 of 100],880000,0.000,1.000,1.000,0.947
[89 of 100],890000,0.000,1.000,1.000,0.942
[90 of 100],900000,0.000,1.000,1.000,0.944
[91 of 100],910000,0.000,1.000,1.000,0.944
[92 of 100],920000,0.000,1.000,1.000,0.945
[93 of 100],930000,0.000,1.000,1.000,0.950
[94 of 100],940000,0.000,1.000,1.000,0.951
[95 of 100],950000,0.000,1.000,1.000,0.952
[96 of 100],960000,0.000,1.000,1.000,0.949
[97 of 100],970000,0.000,1.000,1.000,0.950
[98 of 100],980000,0.000,1.000,1.000,0.950
[99 of 100],990000,0.000,1.000,1.000,0.955
[100 of 100],1000000,0.000,1.000,1.000,0.954

[worker 6] Run 5/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 821, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.139,0.953,1.000,0.867
[2 of 100],20000,0.010,0.998,1.000,0.810
[3 of 100],30000,0.031,0.992,0.999,0.755
[4 of 100],40000,0.012,0.996,1.000,0.777
[5 of 100],50000,0.005,0.999,1.000,0.665
[6 of 100],60000,0.003,0.999,1.000,0.563
[7 of 100],70000,0.000,1.000,1.000,0.597
[8 of 100],80000,0.000,1.000,1.000,0.604
[9 of 100],90000,0.000,1.000,1.000,0.611
[10 of 100],100000,0.000,1.000,1.000,0.616
[11 of 100],110000,0.000,1.000,1.000,0.619
[12 of 100],120000,0.000,1.000,1.000,0.619
[13 of 100],130000,0.000,1.000,1.000,0.621
[14 of 100],140000,0.000,1.000,1.000,0.623
[15 of 100],150000,0.000,1.000,1.000,0.623
[16 of 100],160000,0.000,1.000,1.000,0.623
[17 of 100],170000,0.000,1.000,1.000,0.623
[18 of 100],180000,0.000,1.000,1.000,0.622
[19 of 100],190000,0.000,1.000,1.000,0.623
[20 of 100],200000,0.000,1.000,1.000,0.623
[21 of 100],210000,0.000,1.000,1.000,0.622
[22 of 100],220000,0.000,1.000,1.000,0.623
[23 of 100],230000,0.000,1.000,1.000,0.624
[24 of 100],240000,0.000,1.000,1.000,0.624
[25 of 100],250000,0.000,1.000,1.000,0.623
[26 of 100],260000,0.000,1.000,1.000,0.623
[27 of 100],270000,0.000,1.000,1.000,0.625
[28 of 100],280000,0.000,1.000,1.000,0.625
[29 of 100],290000,0.000,1.000,1.000,0.625
[30 of 100],300000,0.000,1.000,1.000,0.625
[31 of 100],310000,0.000,1.000,1.000,0.625
[32 of 100],320000,0.000,1.000,1.000,0.624
[33 of 100],330000,0.000,1.000,1.000,0.624
[34 of 100],340000,0.042,0.996,0.989,0.825
[35 of 100],350000,0.006,0.999,1.000,0.804
[36 of 100],360000,0.000,1.000,1.000,0.809
[37 of 100],370000,0.000,1.000,1.000,0.800
[38 of 100],380000,0.000,1.000,1.000,0.797
[39 of 100],390000,0.009,0.998,1.000,0.797
[40 of 100],400000,0.005,0.999,1.000,0.650
[41 of 100],410000,0.001,1.000,1.000,0.648
[42 of 100],420000,0.000,1.000,1.000,0.651
[43 of 100],430000,0.000,1.000,1.000,0.629
[44 of 100],440000,0.000,1.000,1.000,0.636
[45 of 100],450000,0.000,1.000,1.000,0.627
[46 of 100],460000,0.000,1.000,1.000,0.632
[47 of 100],470000,0.000,1.000,1.000,0.636
[48 of 100],480000,0.000,1.000,1.000,0.644
[49 of 100],490000,0.000,1.000,1.000,0.630
[50 of 100],500000,0.000,1.000,1.000,0.636
[51 of 100],510000,0.000,1.000,1.000,0.636
[52 of 100],520000,0.011,0.998,1.000,0.861
[53 of 100],530000,0.001,1.000,1.000,0.812
[54 of 100],540000,0.000,1.000,1.000,0.810
[55 of 100],550000,0.000,1.000,1.000,0.782
[56 of 100],560000,0.000,1.000,1.000,0.793
[57 of 100],570000,0.000,1.000,1.000,0.784
[58 of 100],580000,0.000,1.000,1.000,0.781
[59 of 100],590000,0.000,1.000,1.000,0.778
[60 of 100],600000,0.000,1.000,1.000,0.771
[61 of 100],610000,0.010,0.998,1.000,0.816
[62 of 100],620000,0.000,1.000,1.000,0.769
[63 of 100],630000,0.000,1.000,1.000,0.753
[64 of 100],640000,0.000,1.000,1.000,0.759
[65 of 100],650000,0.002,1.000,0.992,0.685
[66 of 100],660000,0.006,0.998,1.000,0.840
[67 of 100],670000,0.000,1.000,1.000,0.817
[68 of 100],680000,0.000,1.000,1.000,0.806
[69 of 100],690000,0.000,1.000,1.000,0.800
[70 of 100],700000,0.000,1.000,1.000,0.800
[71 of 100],710000,0.008,0.998,1.000,0.611
[72 of 100],720000,0.000,1.000,1.000,0.615
[73 of 100],730000,0.000,1.000,1.000,0.593
[74 of 100],740000,0.000,1.000,1.000,0.585
[75 of 100],750000,0.000,1.000,1.000,0.577
[76 of 100],760000,0.002,1.000,1.000,0.467
[77 of 100],770000,0.000,1.000,1.000,0.467
[78 of 100],780000,0.000,1.000,1.000,0.472
[79 of 100],790000,0.000,1.000,1.000,0.476
[80 of 100],800000,0.000,1.000,1.000,0.475
[81 of 100],810000,0.000,1.000,1.000,0.475
[82 of 100],820000,0.000,1.000,1.000,0.479
[83 of 100],830000,0.000,1.000,1.000,0.484
[84 of 100],840000,0.005,0.999,1.000,0.552
[85 of 100],850000,0.000,1.000,1.000,0.552
[86 of 100],860000,0.000,1.000,1.000,0.533
[87 of 100],870000,0.000,1.000,1.000,0.564
[88 of 100],880000,0.003,0.999,1.000,0.522
[89 of 100],890000,0.000,1.000,1.000,0.522
[90 of 100],900000,0.000,1.000,1.000,0.511
[91 of 100],910000,0.000,1.000,1.000,0.511
[92 of 100],920000,0.000,1.000,1.000,0.514
[93 of 100],930000,0.000,1.000,1.000,0.515
[94 of 100],940000,0.000,1.000,1.000,0.515
[95 of 100],950000,0.008,0.999,1.000,0.036
