Loading datasets...
Datasets loaded to GPU.
Worker 3/8: sweep 0acb79e7, 25/200 runs

[worker 3] Run 1/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 53, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[12 of 100],120000,0.000,1.000,1.000,0.986
[13 of 100],130000,0.000,1.000,1.000,0.985
[14 of 100],140000,0.000,1.000,1.000,0.985
[15 of 100],150000,0.000,1.000,1.000,0.985
[16 of 100],160000,0.058,0.982,0.999,0.971
[17 of 100],170000,0.001,1.000,1.000,0.992
[18 of 100],180000,0.000,1.000,1.000,0.986
[19 of 100],190000,0.000,1.000,1.000,0.983
[20 of 100],200000,0.000,1.000,1.000,0.983
[21 of 100],210000,0.000,1.000,1.000,0.983
[22 of 100],220000,0.000,1.000,1.000,0.982
[23 of 100],230000,0.000,1.000,1.000,0.981
[24 of 100],240000,0.000,1.000,1.000,0.981
[25 of 100],250000,0.015,0.996,1.000,0.980
[26 of 100],260000,0.015,0.996,1.000,0.907
[27 of 100],270000,0.000,1.000,1.000,0.927
[28 of 100],280000,0.000,1.000,1.000,0.937
[29 of 100],290000,0.007,0.998,1.000,0.930
[30 of 100],300000,0.000,1.000,1.000,0.927
[31 of 100],310000,0.000,1.000,1.000,0.933
[32 of 100],320000,0.000,1.000,1.000,0.936
[33 of 100],330000,0.016,0.997,1.000,0.957
[34 of 100],340000,0.001,1.000,1.000,0.983
[35 of 100],350000,0.002,1.000,0.999,0.977
[36 of 100],360000,0.004,0.998,1.000,0.888
[37 of 100],370000,0.000,1.000,1.000,0.898
[38 of 100],380000,0.000,1.000,1.000,0.890
[39 of 100],390000,0.000,1.000,1.000,0.901
[40 of 100],400000,0.000,1.000,1.000,0.910
[41 of 100],410000,0.000,1.000,1.000,0.920
[42 of 100],420000,0.006,0.998,1.000,0.736
[43 of 100],430000,0.000,1.000,1.000,0.729
[44 of 100],440000,0.000,1.000,1.000,0.752
[45 of 100],450000,0.000,1.000,1.000,0.748
[46 of 100],460000,0.001,1.000,1.000,0.854
[47 of 100],470000,0.000,1.000,1.000,0.863
[48 of 100],480000,0.000,1.000,1.000,0.870
[49 of 100],490000,0.008,0.998,1.000,0.922
[50 of 100],500000,0.000,1.000,1.000,0.836
[51 of 100],510000,0.000,1.000,1.000,0.847
[52 of 100],520000,0.000,1.000,1.000,0.841
[53 of 100],530000,0.000,1.000,1.000,0.855
[54 of 100],540000,0.000,1.000,1.000,0.852
[55 of 100],550000,0.000,1.000,1.000,0.838
[56 of 100],560000,0.007,0.998,1.000,0.812
[57 of 100],570000,0.000,1.000,1.000,0.915
[58 of 100],580000,0.000,1.000,1.000,0.915
[59 of 100],590000,0.002,0.999,1.000,0.850
[60 of 100],600000,0.000,1.000,1.000,0.822
[61 of 100],610000,0.004,0.999,1.000,0.881
[62 of 100],620000,0.000,1.000,1.000,0.879
[63 of 100],630000,0.000,1.000,1.000,0.880
[64 of 100],640000,0.000,1.000,1.000,0.882
[65 of 100],650000,0.000,1.000,1.000,0.893
[66 of 100],660000,0.000,1.000,1.000,0.908
[67 of 100],670000,0.000,1.000,1.000,0.910
[68 of 100],680000,0.000,1.000,1.000,0.910
[69 of 100],690000,0.000,1.000,1.000,0.913
[70 of 100],700000,0.000,1.000,1.000,0.915
[71 of 100],710000,0.000,1.000,1.000,0.918
[72 of 100],720000,0.000,1.000,1.000,0.920
[73 of 100],730000,0.000,1.000,1.000,0.920
[74 of 100],740000,0.000,1.000,1.000,0.921
[75 of 100],750000,0.000,1.000,1.000,0.921
[76 of 100],760000,0.010,0.998,1.000,0.999
[77 of 100],770000,0.000,1.000,1.000,0.999
[78 of 100],780000,0.000,1.000,1.000,0.999
[79 of 100],790000,0.000,1.000,1.000,0.999
[80 of 100],800000,0.000,1.000,1.000,0.999
[81 of 100],810000,0.000,1.000,1.000,0.999
[82 of 100],820000,0.000,1.000,1.000,0.999
[83 of 100],830000,0.000,1.000,1.000,0.999
[84 of 100],840000,0.000,1.000,1.000,0.999
[85 of 100],850000,0.000,1.000,1.000,0.999
[86 of 100],860000,0.000,1.000,1.000,0.999
[87 of 100],870000,0.000,1.000,1.000,0.999
[88 of 100],880000,0.000,1.000,1.000,0.999
[89 of 100],890000,0.000,1.000,1.000,0.998
[90 of 100],900000,0.000,1.000,1.000,0.997
[91 of 100],910000,0.000,1.000,1.000,0.997
[92 of 100],920000,0.000,1.000,1.000,0.996
[93 of 100],930000,0.000,1.000,1.000,0.996
[94 of 100],940000,0.000,1.000,1.000,0.998
[95 of 100],950000,0.000,1.000,1.000,0.998
[96 of 100],960000,0.000,1.000,1.000,0.998
[97 of 100],970000,0.000,1.000,1.000,0.996
[98 of 100],980000,0.000,1.000,1.000,0.996
[99 of 100],990000,0.000,1.000,1.000,0.996
[100 of 100],1000000,0.000,1.000,1.000,0.996

[worker 3] Run 3/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 383, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.135,0.951,1.000,0.853
[2 of 100],20000,0.023,0.994,1.000,0.924
[3 of 100],30000,0.011,0.997,1.000,0.800
[4 of 100],40000,0.001,1.000,1.000,0.825
[5 of 100],50000,0.009,0.998,1.000,0.819
[6 of 100],60000,0.009,0.998,1.000,0.831
[7 of 100],70000,0.000,1.000,1.000,0.841
[8 of 100],80000,0.000,1.000,1.000,0.834
[9 of 100],90000,0.007,0.998,1.000,0.840
[10 of 100],100000,0.006,0.999,1.000,0.809
[11 of 100],110000,0.002,0.999,1.000,0.796
[12 of 100],120000,0.000,1.000,1.000,0.824
[13 of 100],130000,0.000,1.000,1.000,0.796
[14 of 100],140000,0.000,1.000,1.000,0.794
[15 of 100],150000,0.000,1.000,1.000,0.791
[16 of 100],160000,0.000,1.000,1.000,0.786
[17 of 100],170000,0.000,1.000,1.000,0.795
[18 of 100],180000,0.000,1.000,1.000,0.795
[19 of 100],190000,0.000,1.000,1.000,0.792
[20 of 100],200000,0.000,1.000,1.000,0.788
[21 of 100],210000,0.000,1.000,1.000,0.788
[22 of 100],220000,0.000,1.000,1.000,0.784
[23 of 100],230000,0.000,1.000,1.000,0.779
[24 of 100],240000,0.000,1.000,1.000,0.779
[25 of 100],250000,0.000,1.000,1.000,0.779
[26 of 100],260000,0.000,1.000,1.000,0.776
[27 of 100],270000,0.000,1.000,1.000,0.775
[28 of 100],280000,0.000,1.000,1.000,0.829
[29 of 100],290000,0.000,1.000,1.000,0.808
[30 of 100],300000,0.000,1.000,1.000,0.803
[31 of 100],310000,0.000,1.000,1.000,0.800
[32 of 100],320000,0.000,1.000,1.000,0.797
[33 of 100],330000,0.000,1.000,1.000,0.792
[34 of 100],340000,0.024,0.998,0.987,0.695
[35 of 100],350000,0.003,0.999,1.000,0.511
[36 of 100],360000,0.000,1.000,1.000,0.545
[37 of 100],370000,0.000,1.000,1.000,0.524
[38 of 100],380000,0.009,0.998,1.000,0.759
[39 of 100],390000,0.003,0.999,1.000,0.640
[40 of 100],400000,0.000,1.000,1.000,0.643
[41 of 100],410000,0.000,1.000,1.000,0.642
[42 of 100],420000,0.000,1.000,1.000,0.737
[43 of 100],430000,0.000,1.000,1.000,0.641
[44 of 100],440000,0.000,1.000,1.000,0.665
[45 of 100],450000,0.003,0.999,1.000,0.481
[46 of 100],460000,0.000,1.000,1.000,0.438
[47 of 100],470000,0.000,1.000,1.000,0.418
[48 of 100],480000,0.000,1.000,1.000,0.393
[49 of 100],490000,0.005,0.999,0.999,0.688
[50 of 100],500000,0.000,1.000,1.000,0.687
[51 of 100],510000,0.000,1.000,1.000,0.683
[52 of 100],520000,0.006,0.999,0.995,0.822
[53 of 100],530000,0.001,1.000,1.000,0.800
[54 of 100],540000,0.000,1.000,1.000,0.804
[55 of 100],550000,0.000,1.000,1.000,0.740
[56 of 100],560000,0.001,1.000,1.000,0.820
[57 of 100],570000,0.000,1.000,1.000,0.829
[58 of 100],580000,0.000,1.000,1.000,0.836
[59 of 100],590000,0.011,0.998,1.000,0.664
[60 of 100],600000,0.000,1.000,1.000,0.665
[61 of 100],610000,0.003,0.999,1.000,0.538
[62 of 100],620000,0.000,1.000,1.000,0.528
[63 of 100],630000,0.000,1.000,1.000,0.507
[64 of 100],640000,0.000,1.000,1.000,0.494
[65 of 100],650000,0.000,1.000,1.000,0.489
[66 of 100],660000,0.000,1.000,1.000,0.476
[67 of 100],670000,0.000,1.000,1.000,0.473
[68 of 100],680000,0.000,1.000,1.000,0.460
[69 of 100],690000,0.000,1.000,1.000,0.456
[70 of 100],700000,0.000,1.000,1.000,0.453
[71 of 100],710000,0.000,1.000,1.000,0.447
[72 of 100],720000,0.000,1.000,1.000,0.450
[73 of 100],730000,0.002,1.000,0.998,0.542
[74 of 100],740000,0.001,1.000,1.000,0.493
[75 of 100],750000,0.000,1.000,1.000,0.482
[76 of 100],760000,0.000,1.000,1.000,0.476
[77 of 100],770000,0.000,1.000,1.000,0.447
[78 of 100],780000,0.000,1.000,1.000,0.441
[79 of 100],790000,0.000,1.000,1.000,0.439
[80 of 100],800000,0.000,1.000,1.000,0.436
[81 of 100],810000,0.000,1.000,1.000,0.434
[82 of 100],820000,0.000,1.000,1.000,0.429
[83 of 100],830000,0.000,1.000,1.000,0.431
[84 of 100],840000,0.000,1.000,1.000,0.428
[85 of 100],850000,0.000,1.000,1.000,0.430
[86 of 100],860000,0.000,1.000,1.000,0.429
[87 of 100],870000,0.000,1.000,1.000,0.428
[88 of 100],880000,0.000,1.000,1.000,0.427
[89 of 100],890000,0.000,1.000,1.000,0.422
[90 of 100],900000,0.000,1.000,1.000,0.422
[91 of 100],910000,0.012,0.998,1.000,0.500
[92 of 100],920000,0.000,1.000,1.000,0.509
[93 of 100],930000,0.000,1.000,1.000,0.501
[94 of 100],940000,0.006,0.998,1.000,0.766
[95 of 100],950000,0.000,1.000,1.000,0.696
[96 of 100],960000,0.000,1.000,1.000,0.655
[97 of 100],970000,0.000,1.000,1.000,0.671
[98 of 100],980000,0.000,1.000,1.000,0.643
[99 of 100],990000,0.001,1.000,1.000,0.733
[100 of 100],1000000,0.000,1.000,1.000,0.706

[worker 3] Run 4/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 563, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.137,0.955,1.000,0.951
[2 of 100],20000,0.047,0.987,1.000,0.946
[3 of 100],30000,0.004,1.000,1.000,0.975
[4 of 100],40000,0.001,1.000,1.000,0.960
[5 of 100],50000,0.021,0.995,1.000,0.878
[6 of 100],60000,0.010,0.998,1.000,0.909
[7 of 100],70000,0.001,1.000,1.000,0.785
[8 of 100],80000,0.000,1.000,1.000,0.799
[9 of 100],90000,0.000,1.000,1.000,0.797
[10 of 100],100000,0.000,1.000,1.000,0.795
[11 of 100],110000,0.010,0.998,1.000,0.828
[12 of 100],120000,0.004,0.999,0.992,0.877
[13 of 100],130000,0.004,0.999,1.000,0.722
[14 of 100],140000,0.000,1.000,1.000,0.724
[15 of 100],150000,0.000,1.000,1.000,0.749
[16 of 100],160000,0.007,0.998,1.000,0.529
[17 of 100],170000,0.003,0.999,1.000,0.470
[18 of 100],180000,0.000,1.000,1.000,0.443
[19 of 100],190000,0.002,0.999,1.000,0.509
[20 of 100],200000,0.002,0.999,1.000,0.527
[21 of 100],210000,0.000,1.000,1.000,0.585
[22 of 100],220000,0.000,1.000,1.000,0.589
[23 of 100],230000,0.000,1.000,1.000,0.585
[24 of 100],240000,0.000,1.000,1.000,0.582
[25 of 100],250000,0.006,0.999,1.000,0.366
[26 of 100],260000,0.000,1.000,1.000,0.358
[27 of 100],270000,0.000,1.000,1.000,0.334
[28 of 100],280000,0.000,1.000,1.000,0.323
[29 of 100],290000,0.000,1.000,1.000,0.316
[30 of 100],300000,0.000,1.000,1.000,0.305
[31 of 100],310000,0.000,1.000,1.000,0.296
[32 of 100],320000,0.000,1.000,1.000,0.289
[33 of 100],330000,0.000,1.000,1.000,0.280
[34 of 100],340000,0.014,0.997,0.996,0.158
[35 of 100],350000,0.001,1.000,1.000,0.269
[36 of 100],360000,0.000,1.000,1.000,0.253
[37 of 100],370000,0.000,1.000,1.000,0.258
[38 of 100],380000,0.000,1.000,1.000,0.273
[39 of 100],390000,0.000,1.000,1.000,0.281
[40 of 100],400000,0.000,1.000,1.000,0.287
[41 of 100],410000,0.000,1.000,1.000,0.288
[42 of 100],420000,0.000,1.000,1.000,0.285
[43 of 100],430000,0.000,1.000,1.000,0.284
[44 of 100],440000,0.000,1.000,1.000,0.280
[45 of 100],450000,0.000,1.000,1.000,0.269
[46 of 100],460000,0.000,1.000,1.000,0.257
[47 of 100],470000,0.000,1.000,1.000,0.249
[48 of 100],480000,0.000,1.000,1.000,0.241
[49 of 100],490000,0.000,1.000,1.000,0.236
[50 of 100],500000,0.000,1.000,1.000,0.230
[51 of 100],510000,0.000,1.000,1.000,0.228
[52 of 100],520000,0.000,1.000,1.000,0.226
[53 of 100],530000,0.000,1.000,1.000,0.222
[54 of 100],540000,0.000,1.000,1.000,0.222
[55 of 100],550000,0.000,1.000,1.000,0.220
[56 of 100],560000,0.000,1.000,1.000,0.219
[57 of 100],570000,0.000,1.000,1.000,0.218
[58 of 100],580000,0.000,1.000,1.000,0.217
[59 of 100],590000,0.000,1.000,1.000,0.217
[60 of 100],600000,0.000,1.000,1.000,0.217
[61 of 100],610000,0.000,1.000,1.000,0.217
[62 of 100],620000,0.000,1.000,1.000,0.217
[63 of 100],630000,0.000,1.000,1.000,0.217
[64 of 100],640000,0.000,1.000,1.000,0.217
[65 of 100],650000,0.000,1.000,1.000,0.217
[66 of 100],660000,0.000,1.000,1.000,0.217
[67 of 100],670000,0.000,1.000,1.000,0.217
[68 of 100],680000,0.000,1.000,1.000,0.216
[69 of 100],690000,0.000,1.000,1.000,0.216
[70 of 100],700000,0.000,1.000,1.000,0.216
[71 of 100],710000,0.000,1.000,1.000,0.216
[72 of 100],720000,0.000,1.000,1.000,0.216
[73 of 100],730000,0.000,1.000,1.000,0.216
[74 of 100],740000,0.000,1.000,1.000,0.216
[75 of 100],750000,0.000,1.000,1.000,0.216
[76 of 100],760000,0.000,1.000,1.000,0.216
[77 of 100],770000,0.000,1.000,1.000,0.216
[78 of 100],780000,0.000,1.000,1.000,0.216
[79 of 100],790000,0.000,1.000,1.000,0.216
[80 of 100],800000,0.000,1.000,1.000,0.216
[81 of 100],810000,0.000,1.000,1.000,0.216
[82 of 100],820000,0.000,1.000,1.000,0.216
[83 of 100],830000,0.000,1.000,1.000,0.216
[84 of 100],840000,0.000,1.000,1.000,0.216
[85 of 100],850000,0.000,1.000,1.000,0.216
[86 of 100],860000,0.000,1.000,1.000,0.216
[87 of 100],870000,0.000,1.000,1.000,0.216
[88 of 100],880000,0.000,1.000,1.000,0.216
[89 of 100],890000,0.000,1.000,1.000,0.216
[90 of 100],900000,0.000,1.000,1.000,0.216
[91 of 100],910000,0.000,1.000,1.000,0.216
[92 of 100],920000,0.000,1.000,1.000,0.216
[93 of 100],930000,0.000,1.000,1.000,0.216
[94 of 100],940000,0.000,1.000,1.000,0.216
[95 of 100],950000,0.000,1.000,1.000,0.216
[96 of 100],960000,0.000,1.000,1.000,0.216
[97 of 100],970000,0.000,1.000,1.000,0.216
[98 of 100],980000,0.000,1.000,1.000,0.216
[99 of 100],990000,0.000,1.000,1.000,0.216
[100 of 100],1000000,0.000,1.000,1.000,0.215

[worker 3] Run 5/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 751, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.137,0.954,1.000,0.791
[2 of 100],20000,0.004,1.000,1.000,0.783
[3 of 100],30000,0.028,0.993,1.000,0.676
[4 of 100],40000,0.001,1.000,1.000,0.689
[5 of 100],50000,0.032,0.990,1.000,0.787
[6 of 100],60000,0.009,0.998,1.000,0.735
[7 of 100],70000,0.003,0.999,1.000,0.768
[8 of 100],80000,0.008,0.998,0.991,0.734
[9 of 100],90000,0.001,1.000,1.000,0.768
[10 of 100],100000,0.000,1.000,1.000,0.760
[11 of 100],110000,0.000,1.000,1.000,0.768
[12 of 100],120000,0.000,1.000,1.000,0.759
[13 of 100],130000,0.000,1.000,1.000,0.756
[14 of 100],140000,0.000,1.000,1.000,0.758
[15 of 100],150000,0.000,1.000,1.000,0.758
[16 of 100],160000,0.028,0.992,0.998,0.738
[17 of 100],170000,0.000,1.000,1.000,0.886
[18 of 100],180000,0.000,1.000,1.000,0.878
[19 of 100],190000,0.000,1.000,1.000,0.887
[20 of 100],200000,0.000,1.000,1.000,0.894
[21 of 100],210000,0.012,0.997,1.000,0.953
[22 of 100],220000,0.005,0.999,1.000,0.654
[23 of 100],230000,0.005,0.999,1.000,0.753
[24 of 100],240000,0.002,0.999,1.000,0.653
[25 of 100],250000,0.004,0.999,1.000,0.616
[26 of 100],260000,0.000,1.000,1.000,0.611
[27 of 100],270000,0.000,1.000,1.000,0.611
[28 of 100],280000,0.000,1.000,1.000,0.611
[29 of 100],290000,0.000,1.000,1.000,0.605
[30 of 100],300000,0.000,1.000,1.000,0.604
[31 of 100],310000,0.000,1.000,1.000,0.598
[32 of 100],320000,0.000,1.000,1.000,0.598
[33 of 100],330000,0.000,1.000,1.000,0.598
[34 of 100],340000,0.000,1.000,1.000,0.598
[35 of 100],350000,0.000,1.000,1.000,0.598
[36 of 100],360000,0.005,0.999,1.000,0.804
[37 of 100],370000,0.002,0.999,1.000,0.742
[38 of 100],380000,0.000,1.000,1.000,0.718
[39 of 100],390000,0.006,0.999,1.000,0.730
[40 of 100],400000,0.000,1.000,1.000,0.708
[41 of 100],410000,0.002,0.999,1.000,0.695
[42 of 100],420000,0.000,1.000,1.000,0.693
[43 of 100],430000,0.000,1.000,1.000,0.685
[44 of 100],440000,0.000,1.000,1.000,0.691
[45 of 100],450000,0.000,1.000,1.000,0.689
[46 of 100],460000,0.003,0.999,1.000,0.487
[47 of 100],470000,0.001,1.000,1.000,0.510
[48 of 100],480000,0.003,0.999,1.000,0.652
[49 of 100],490000,0.001,1.000,1.000,0.583
[50 of 100],500000,0.000,1.000,1.000,0.541
[51 of 100],510000,0.000,1.000,1.000,0.561
[52 of 100],520000,0.000,1.000,1.000,0.568
[53 of 100],530000,0.000,1.000,1.000,0.568
[54 of 100],540000,0.000,1.000,1.000,0.575
[55 of 100],550000,0.000,1.000,1.000,0.576
[56 of 100],560000,0.000,1.000,1.000,0.519
[57 of 100],570000,0.000,1.000,1.000,0.507
[58 of 100],580000,0.000,1.000,1.000,0.501
[59 of 100],590000,0.000,1.000,1.000,0.500
[60 of 100],600000,0.000,1.000,1.000,0.494
[61 of 100],610000,0.003,0.999,0.999,0.459
[62 of 100],620000,0.001,1.000,1.000,0.428
[63 of 100],630000,0.000,1.000,1.000,0.314
[64 of 100],640000,0.003,0.999,1.000,0.464
[65 of 100],650000,0.001,1.000,1.000,0.458
[66 of 100],660000,0.000,1.000,1.000,0.452
[67 of 100],670000,0.002,0.999,1.000,0.778
[68 of 100],680000,0.000,1.000,1.000,0.771
[69 of 100],690000,0.000,1.000,1.000,0.780
[70 of 100],700000,0.000,1.000,1.000,0.787
[71 of 100],710000,0.006,0.999,1.000,0.674
[72 of 100],720000,0.000,1.000,1.000,0.674
[73 of 100],730000,0.000,1.000,1.000,0.668
[74 of 100],740000,0.000,1.000,1.000,0.633
[75 of 100],750000,0.000,1.000,1.000,0.606
[76 of 100],760000,0.002,0.999,1.000,0.788
[77 of 100],770000,0.000,1.000,1.000,0.663
[78 of 100],780000,0.003,0.999,1.000,0.663
[79 of 100],790000,0.000,1.000,1.000,0.640
[80 of 100],800000,0.000,1.000,1.000,0.644
[81 of 100],810000,0.000,1.000,1.000,0.645
[82 of 100],820000,0.000,1.000,1.000,0.629
[83 of 100],830000,0.000,1.000,1.000,0.630
[84 of 100],840000,0.000,1.000,1.000,0.629
[85 of 100],850000,0.000,1.000,1.000,0.624
[86 of 100],860000,0.000,1.000,1.000,0.619
[87 of 100],870000,0.000,1.000,1.000,0.616
[88 of 100],880000,0.000,1.000,1.000,0.613
[89 of 100],890000,0.000,1.000,1.000,0.610
[90 of 100],900000,0.000,1.000,1.000,0.606
[91 of 100],910000,0.000,1.000,1.000,0.600
[92 of 100],920000,0.000,1.000,1.000,0.592
[93 of 100],930000,0.000,1.000,1.000,0.548
[94 of 100],940000,0.000,1.000,1.000,0.549
[95 of 100],950000,0.000,1.000,1.000,0.548
