Loading datasets...
Datasets loaded to GPU.
Worker 1/8: sweep 0acb79e7, 25/200 runs

[worker 1] Run 1/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 19, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[54 of 100],540000,0.000,1.000,1.000,0.534
[55 of 100],550000,0.000,1.000,1.000,0.528
[56 of 100],560000,0.011,0.998,1.000,0.563
[57 of 100],570000,0.001,1.000,1.000,0.426
[58 of 100],580000,0.000,1.000,1.000,0.444
[59 of 100],590000,0.000,1.000,1.000,0.451
[60 of 100],600000,0.000,1.000,1.000,0.449
[61 of 100],610000,0.000,1.000,1.000,0.456
[62 of 100],620000,0.000,1.000,1.000,0.456
[63 of 100],630000,0.000,1.000,1.000,0.439
[64 of 100],640000,0.000,1.000,1.000,0.442
[65 of 100],650000,0.000,1.000,1.000,0.442
[66 of 100],660000,0.000,1.000,1.000,0.439
[67 of 100],670000,0.000,1.000,1.000,0.439
[68 of 100],680000,0.000,1.000,1.000,0.439
[69 of 100],690000,0.000,1.000,1.000,0.432
[70 of 100],700000,0.000,1.000,1.000,0.430
[71 of 100],710000,0.000,1.000,1.000,0.422
[72 of 100],720000,0.000,1.000,1.000,0.422
[73 of 100],730000,0.000,1.000,1.000,0.418
[74 of 100],740000,0.000,1.000,1.000,0.418
[75 of 100],750000,0.000,1.000,1.000,0.418
[76 of 100],760000,0.000,1.000,1.000,0.414
[77 of 100],770000,0.000,1.000,1.000,0.412
[78 of 100],780000,0.000,1.000,1.000,0.413
[79 of 100],790000,0.000,1.000,1.000,0.413
[80 of 100],800000,0.000,1.000,1.000,0.412
[81 of 100],810000,0.000,1.000,1.000,0.412
[82 of 100],820000,0.000,1.000,1.000,0.412
[83 of 100],830000,0.000,1.000,1.000,0.412
[84 of 100],840000,0.000,1.000,1.000,0.409
[85 of 100],850000,0.000,1.000,1.000,0.411
[86 of 100],860000,0.000,1.000,1.000,0.411
[87 of 100],870000,0.000,1.000,1.000,0.415
[88 of 100],880000,0.000,1.000,1.000,0.411
[89 of 100],890000,0.000,1.000,1.000,0.412
[90 of 100],900000,0.000,1.000,1.000,0.409
[91 of 100],910000,0.000,1.000,1.000,0.414
[92 of 100],920000,0.000,1.000,1.000,0.413
[93 of 100],930000,0.000,1.000,1.000,0.412
[94 of 100],940000,0.000,1.000,1.000,0.413
[95 of 100],950000,0.000,1.000,1.000,0.413
[96 of 100],960000,0.000,1.000,1.000,0.414
[97 of 100],970000,0.000,1.000,1.000,0.411
[98 of 100],980000,0.000,1.000,1.000,0.410
[99 of 100],990000,0.000,1.000,1.000,0.414
[100 of 100],1000000,0.000,1.000,1.000,0.412

[worker 1] Run 3/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 337, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.139,0.950,0.998,0.809
[2 of 100],20000,0.029,0.993,1.000,0.816
[3 of 100],30000,0.019,0.995,1.000,0.853
[4 of 100],40000,0.001,1.000,1.000,0.861
[5 of 100],50000,0.000,1.000,1.000,0.868
[6 of 100],60000,0.035,0.991,0.991,0.799
[7 of 100],70000,0.002,1.000,1.000,0.809
[8 of 100],80000,0.000,1.000,1.000,0.760
[9 of 100],90000,0.000,1.000,1.000,0.758
[10 of 100],100000,0.000,1.000,1.000,0.749
[11 of 100],110000,0.000,1.000,1.000,0.746
[12 of 100],120000,0.000,1.000,1.000,0.743
[13 of 100],130000,0.000,1.000,1.000,0.743
[14 of 100],140000,0.000,1.000,1.000,0.741
[15 of 100],150000,0.000,1.000,1.000,0.739
[16 of 100],160000,0.017,0.996,1.000,0.748
[17 of 100],170000,0.000,1.000,1.000,0.747
[18 of 100],180000,0.000,1.000,1.000,0.727
[19 of 100],190000,0.008,0.998,1.000,0.828
[20 of 100],200000,0.000,1.000,1.000,0.805
[21 of 100],210000,0.000,1.000,1.000,0.765
[22 of 100],220000,0.003,0.999,1.000,0.800
[23 of 100],230000,0.000,1.000,1.000,0.796
[24 of 100],240000,0.000,1.000,1.000,0.805
[25 of 100],250000,0.000,1.000,1.000,0.796
[26 of 100],260000,0.000,1.000,1.000,0.786
[27 of 100],270000,0.000,1.000,1.000,0.770
[28 of 100],280000,0.000,1.000,1.000,0.760
[29 of 100],290000,0.000,1.000,1.000,0.750
[30 of 100],300000,0.000,1.000,1.000,0.746
[31 of 100],310000,0.000,1.000,1.000,0.744
[32 of 100],320000,0.031,0.993,1.000,0.917
[33 of 100],330000,0.002,1.000,1.000,0.850
[34 of 100],340000,0.003,0.999,1.000,0.905
[35 of 100],350000,0.000,1.000,1.000,0.925
[36 of 100],360000,0.000,1.000,1.000,0.911
[37 of 100],370000,0.000,1.000,1.000,0.915
[38 of 100],380000,0.000,1.000,1.000,0.911
[39 of 100],390000,0.008,0.999,1.000,0.777
[40 of 100],400000,0.000,1.000,0.999,0.778
[41 of 100],410000,0.006,0.999,1.000,0.862
[42 of 100],420000,0.001,1.000,1.000,0.906
[43 of 100],430000,0.000,1.000,1.000,0.890
[44 of 100],440000,0.004,0.999,1.000,0.770
[45 of 100],450000,0.002,0.999,1.000,0.841
[46 of 100],460000,0.002,1.000,1.000,0.828
[47 of 100],470000,0.000,1.000,1.000,0.815
[48 of 100],480000,0.005,0.998,1.000,0.888
[49 of 100],490000,0.000,1.000,1.000,0.741
[50 of 100],500000,0.000,1.000,1.000,0.763
[51 of 100],510000,0.000,1.000,1.000,0.775
[52 of 100],520000,0.000,1.000,1.000,0.776
[53 of 100],530000,0.000,1.000,1.000,0.778
[54 of 100],540000,0.000,1.000,1.000,0.778
[55 of 100],550000,0.000,1.000,1.000,0.778
[56 of 100],560000,0.000,1.000,1.000,0.778
[57 of 100],570000,0.000,1.000,1.000,0.778
[58 of 100],580000,0.000,1.000,1.000,0.777
[59 of 100],590000,0.000,1.000,1.000,0.776
[60 of 100],600000,0.000,1.000,1.000,0.774
[61 of 100],610000,0.000,1.000,1.000,0.774
[62 of 100],620000,0.000,1.000,1.000,0.773
[63 of 100],630000,0.000,1.000,1.000,0.774
[64 of 100],640000,0.000,1.000,1.000,0.774
[65 of 100],650000,0.000,1.000,1.000,0.774
[66 of 100],660000,0.000,1.000,1.000,0.773
[67 of 100],670000,0.000,1.000,1.000,0.774
[68 of 100],680000,0.000,1.000,1.000,0.775
[69 of 100],690000,0.000,1.000,1.000,0.769
[70 of 100],700000,0.000,1.000,1.000,0.769
[71 of 100],710000,0.000,1.000,1.000,0.770
[72 of 100],720000,0.000,1.000,1.000,0.772
[73 of 100],730000,0.000,1.000,1.000,0.775
[74 of 100],740000,0.000,1.000,1.000,0.776
[75 of 100],750000,0.000,1.000,1.000,0.776
[76 of 100],760000,0.008,0.999,1.000,0.881
[77 of 100],770000,0.000,1.000,1.000,0.874
[78 of 100],780000,0.000,1.000,1.000,0.869
[79 of 100],790000,0.000,1.000,1.000,0.859
[80 of 100],800000,0.000,1.000,1.000,0.861
[81 of 100],810000,0.000,1.000,1.000,0.851
[82 of 100],820000,0.000,1.000,1.000,0.853
[83 of 100],830000,0.003,0.999,1.000,0.766
[84 of 100],840000,0.000,1.000,1.000,0.758
[85 of 100],850000,0.000,1.000,1.000,0.746
[86 of 100],860000,0.000,1.000,1.000,0.735
[87 of 100],870000,0.000,1.000,1.000,0.731
[88 of 100],880000,0.000,1.000,1.000,0.728
[89 of 100],890000,0.000,1.000,1.000,0.720
[90 of 100],900000,0.000,1.000,1.000,0.710
[91 of 100],910000,0.000,1.000,1.000,0.706
[92 of 100],920000,0.000,1.000,1.000,0.700
[93 of 100],930000,0.000,1.000,1.000,0.700
[94 of 100],940000,0.004,0.999,0.999,0.522
[95 of 100],950000,0.000,1.000,1.000,0.507
[96 of 100],960000,0.000,1.000,1.000,0.493
[97 of 100],970000,0.007,0.998,1.000,0.850
[98 of 100],980000,0.000,1.000,1.000,0.832
[99 of 100],990000,0.000,1.000,1.000,0.815
[100 of 100],1000000,0.000,1.000,1.000,0.798

[worker 1] Run 4/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 509, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.142,0.950,0.944,0.776
[2 of 100],20000,0.034,0.992,1.000,0.969
[3 of 100],30000,0.010,0.998,0.998,0.935
[4 of 100],40000,0.001,1.000,1.000,0.971
[5 of 100],50000,0.019,0.995,1.000,0.987
[6 of 100],60000,0.010,0.998,1.000,0.911
[7 of 100],70000,0.000,1.000,1.000,0.967
[8 of 100],80000,0.009,0.998,0.992,1.000
[9 of 100],90000,0.006,0.999,1.000,0.998
[10 of 100],100000,0.000,1.000,1.000,0.999
[11 of 100],110000,0.000,1.000,1.000,0.999
[12 of 100],120000,0.000,1.000,1.000,0.999
[13 of 100],130000,0.000,1.000,1.000,0.999
[14 of 100],140000,0.000,1.000,1.000,0.999
[15 of 100],150000,0.000,1.000,1.000,0.999
[16 of 100],160000,0.014,0.997,1.000,0.999
[17 of 100],170000,0.008,0.998,0.999,0.850
[18 of 100],180000,0.002,1.000,1.000,0.889
[19 of 100],190000,0.000,1.000,1.000,0.888
[20 of 100],200000,0.000,1.000,1.000,0.883
[21 of 100],210000,0.000,1.000,1.000,0.882
[22 of 100],220000,0.000,1.000,1.000,0.882
[23 of 100],230000,0.000,1.000,1.000,0.882
[24 of 100],240000,0.000,1.000,1.000,0.883
[25 of 100],250000,0.000,1.000,1.000,0.883
[26 of 100],260000,0.000,1.000,1.000,0.883
[27 of 100],270000,0.025,0.995,1.000,0.957
[28 of 100],280000,0.000,1.000,1.000,0.985
[29 of 100],290000,0.007,0.999,1.000,0.972
[30 of 100],300000,0.000,1.000,1.000,0.976
[31 of 100],310000,0.000,1.000,1.000,0.991
[32 of 100],320000,0.007,0.999,1.000,0.877
[33 of 100],330000,0.000,1.000,1.000,0.897
[34 of 100],340000,0.000,1.000,1.000,0.901
[35 of 100],350000,0.000,1.000,1.000,0.894
[36 of 100],360000,0.000,1.000,1.000,0.893
[37 of 100],370000,0.000,1.000,1.000,0.892
[38 of 100],380000,0.000,1.000,1.000,0.891
[39 of 100],390000,0.000,1.000,1.000,0.883
[40 of 100],400000,0.000,1.000,1.000,0.888
[41 of 100],410000,0.000,1.000,1.000,0.885
[42 of 100],420000,0.000,1.000,1.000,0.882
[43 of 100],430000,0.000,1.000,1.000,0.881
[44 of 100],440000,0.000,1.000,1.000,0.879
[45 of 100],450000,0.000,1.000,1.000,0.877
[46 of 100],460000,0.000,1.000,1.000,0.874
[47 of 100],470000,0.000,1.000,1.000,0.875
[48 of 100],480000,0.000,1.000,1.000,0.875
[49 of 100],490000,0.000,1.000,1.000,0.874
[50 of 100],500000,0.000,1.000,1.000,0.874
[51 of 100],510000,0.000,1.000,1.000,0.873
[52 of 100],520000,0.000,1.000,1.000,0.873
[53 of 100],530000,0.000,1.000,1.000,0.872
[54 of 100],540000,0.000,1.000,1.000,0.872
[55 of 100],550000,0.000,1.000,1.000,0.872
[56 of 100],560000,0.000,1.000,1.000,0.871
[57 of 100],570000,0.000,1.000,1.000,0.871
[58 of 100],580000,0.000,1.000,1.000,0.870
[59 of 100],590000,0.000,1.000,1.000,0.869
[60 of 100],600000,0.000,1.000,1.000,0.868
[61 of 100],610000,0.000,1.000,1.000,0.868
[62 of 100],620000,0.000,1.000,1.000,0.868
[63 of 100],630000,0.000,1.000,1.000,0.868
[64 of 100],640000,0.000,1.000,1.000,0.868
[65 of 100],650000,0.000,1.000,1.000,0.867
[66 of 100],660000,0.000,1.000,1.000,0.867
[67 of 100],670000,0.000,1.000,1.000,0.867
[68 of 100],680000,0.000,1.000,1.000,0.867
[69 of 100],690000,0.000,1.000,1.000,0.867
[70 of 100],700000,0.000,1.000,1.000,0.867
[71 of 100],710000,0.000,1.000,1.000,0.866
[72 of 100],720000,0.000,1.000,1.000,0.867
[73 of 100],730000,0.000,1.000,1.000,0.866
[74 of 100],740000,0.000,1.000,1.000,0.866
[75 of 100],750000,0.000,1.000,1.000,0.866
[76 of 100],760000,0.000,1.000,1.000,0.866
[77 of 100],770000,0.000,1.000,1.000,0.866
[78 of 100],780000,0.000,1.000,1.000,0.866
[79 of 100],790000,0.000,1.000,1.000,0.866
[80 of 100],800000,0.000,1.000,1.000,0.866
[81 of 100],810000,0.000,1.000,1.000,0.866
[82 of 100],820000,0.000,1.000,1.000,0.866
[83 of 100],830000,0.000,1.000,1.000,0.866
[84 of 100],840000,0.000,1.000,1.000,0.866
[85 of 100],850000,0.000,1.000,1.000,0.866
[86 of 100],860000,0.000,1.000,1.000,0.866
[87 of 100],870000,0.000,1.000,1.000,0.866
[88 of 100],880000,0.000,1.000,1.000,0.866
[89 of 100],890000,0.000,1.000,1.000,0.866
[90 of 100],900000,0.000,1.000,1.000,0.866
[91 of 100],910000,0.000,1.000,1.000,0.866
[92 of 100],920000,0.000,1.000,1.000,0.866
[93 of 100],930000,0.000,1.000,1.000,0.866
[94 of 100],940000,0.000,1.000,1.000,0.866
[95 of 100],950000,0.000,1.000,1.000,0.866
[96 of 100],960000,0.000,1.000,1.000,0.866
[97 of 100],970000,0.000,1.000,1.000,0.866
[98 of 100],980000,0.000,1.000,1.000,0.866
[99 of 100],990000,0.000,1.000,1.000,0.866
[100 of 100],1000000,0.000,1.000,1.000,0.866

[worker 1] Run 5/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 701, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.105,0.962,1.000,0.843
[2 of 100],20000,0.003,1.000,1.000,0.836
[3 of 100],30000,0.025,0.993,1.000,0.750
[4 of 100],40000,0.001,1.000,1.000,0.733
[5 of 100],50000,0.005,0.999,1.000,0.565
[6 of 100],60000,0.009,0.998,1.000,0.824
[7 of 100],70000,0.002,0.999,1.000,0.642
[8 of 100],80000,0.003,0.999,1.000,0.687
[9 of 100],90000,0.000,1.000,1.000,0.673
[10 of 100],100000,0.000,1.000,1.000,0.659
[11 of 100],110000,0.000,1.000,1.000,0.653
[12 of 100],120000,0.000,1.000,1.000,0.647
[13 of 100],130000,0.000,1.000,1.000,0.638
[14 of 100],140000,0.000,1.000,1.000,0.636
[15 of 100],150000,0.006,0.999,1.000,0.518
[16 of 100],160000,0.001,1.000,1.000,0.483
[17 of 100],170000,0.000,1.000,1.000,0.463
[18 of 100],180000,0.000,1.000,1.000,0.453
[19 of 100],190000,0.000,1.000,1.000,0.451
[20 of 100],200000,0.000,1.000,1.000,0.446
[21 of 100],210000,0.000,1.000,1.000,0.442
[22 of 100],220000,0.000,1.000,1.000,0.438
[23 of 100],230000,0.000,1.000,1.000,0.428
[24 of 100],240000,0.000,1.000,1.000,0.415
[25 of 100],250000,0.000,1.000,1.000,0.413
[26 of 100],260000,0.000,1.000,1.000,0.402
[27 of 100],270000,0.000,1.000,1.000,0.401
[28 of 100],280000,0.000,1.000,1.000,0.394
[29 of 100],290000,0.000,1.000,1.000,0.387
[30 of 100],300000,0.000,1.000,1.000,0.384
[31 of 100],310000,0.000,1.000,1.000,0.382
[32 of 100],320000,0.000,1.000,1.000,0.380
[33 of 100],330000,0.000,1.000,1.000,0.371
[34 of 100],340000,0.007,0.999,1.000,0.814
[35 of 100],350000,0.002,1.000,1.000,0.415
[36 of 100],360000,0.000,1.000,1.000,0.423
[37 of 100],370000,0.000,1.000,1.000,0.427
[38 of 100],380000,0.018,0.998,1.000,0.503
[39 of 100],390000,0.000,1.000,1.000,0.491
[40 of 100],400000,0.000,1.000,1.000,0.467
[41 of 100],410000,0.000,1.000,1.000,0.474
[42 of 100],420000,0.008,0.999,1.000,0.410
[43 of 100],430000,0.000,1.000,1.000,0.425
[44 of 100],440000,0.000,1.000,1.000,0.437
[45 of 100],450000,0.000,1.000,1.000,0.437
[46 of 100],460000,0.003,0.999,1.000,0.066
[47 of 100],470000,0.000,1.000,1.000,0.046
[48 of 100],480000,0.001,1.000,1.000,0.035
[49 of 100],490000,0.002,1.000,1.000,0.023
[50 of 100],500000,0.002,1.000,1.000,0.403
[51 of 100],510000,0.000,1.000,1.000,0.364
[52 of 100],520000,0.000,1.000,1.000,0.185
[53 of 100],530000,0.000,1.000,1.000,0.184
[54 of 100],540000,0.000,1.000,1.000,0.183
[55 of 100],550000,0.000,1.000,1.000,0.182
[56 of 100],560000,0.000,1.000,1.000,0.182
[57 of 100],570000,0.000,1.000,1.000,0.181
[58 of 100],580000,0.000,1.000,1.000,0.180
[59 of 100],590000,0.000,1.000,1.000,0.178
[60 of 100],600000,0.000,1.000,1.000,0.178
[61 of 100],610000,0.000,1.000,1.000,0.177
[62 of 100],620000,0.000,1.000,1.000,0.175
[63 of 100],630000,0.000,1.000,1.000,0.174
[64 of 100],640000,0.000,1.000,1.000,0.173
[65 of 100],650000,0.000,1.000,1.000,0.237
[66 of 100],660000,0.005,0.999,1.000,0.205
[67 of 100],670000,0.003,0.999,1.000,0.218
[68 of 100],680000,0.000,1.000,1.000,0.217
[69 of 100],690000,0.000,1.000,1.000,0.216
[70 of 100],700000,0.000,1.000,1.000,0.215
[71 of 100],710000,0.004,0.999,1.000,0.000
[72 of 100],720000,0.000,1.000,1.000,0.002
[73 of 100],730000,0.000,1.000,1.000,0.002
[74 of 100],740000,0.000,1.000,1.000,0.002
[75 of 100],750000,0.000,1.000,1.000,0.002
[76 of 100],760000,0.001,1.000,1.000,0.001
[77 of 100],770000,0.000,1.000,1.000,0.000
[78 of 100],780000,0.000,1.000,1.000,0.001
[79 of 100],790000,0.000,1.000,1.000,0.001
[80 of 100],800000,0.000,1.000,1.000,0.006
[81 of 100],810000,0.000,1.000,1.000,0.014
[82 of 100],820000,0.000,1.000,1.000,0.020
[83 of 100],830000,0.000,1.000,1.000,0.020
[84 of 100],840000,0.000,1.000,1.000,0.000
[85 of 100],850000,0.000,1.000,1.000,0.001
[86 of 100],860000,0.000,1.000,1.000,0.001
[87 of 100],870000,0.000,1.000,1.000,0.001
[88 of 100],880000,0.000,1.000,1.000,0.001
[89 of 100],890000,0.000,1.000,1.000,0.001
[90 of 100],900000,0.000,1.000,1.000,0.001
[91 of 100],910000,0.000,1.000,1.000,0.001
[92 of 100],920000,0.000,1.000,1.000,0.001
[93 of 100],930000,0.000,1.000,1.000,0.001
[94 of 100],940000,0.005,0.999,0.999,0.000
[95 of 100],950000,0.000,1.000,1.000,0.000
