Loading datasets...
Datasets loaded to GPU.
Worker 0/8: sweep 0acb79e7, 25/200 runs

[worker 0] Run 1/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 7, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[97 of 100],970000,0.000,1.000,1.000,0.297
[98 of 100],980000,0.000,1.000,1.000,0.297
[99 of 100],990000,0.000,1.000,1.000,0.298
[100 of 100],1000000,0.000,1.000,1.000,0.297

[worker 0] Run 2/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 149, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.120,0.957,0.998,0.908
[2 of 100],20000,0.012,0.997,1.000,0.815
[3 of 100],30000,0.034,0.992,1.000,0.864
[4 of 100],40000,0.006,0.998,0.998,0.763
[5 of 100],50000,0.015,0.996,1.000,0.871
[6 of 100],60000,0.005,0.999,0.999,0.857
[7 of 100],70000,0.001,1.000,1.000,0.827
[8 of 100],80000,0.000,1.000,1.000,0.835
[9 of 100],90000,0.004,0.999,1.000,0.776
[10 of 100],100000,0.000,1.000,1.000,0.758
[11 of 100],110000,0.006,0.998,1.000,0.653
[12 of 100],120000,0.001,1.000,0.982,0.629
[13 of 100],130000,0.003,0.999,1.000,0.532
[14 of 100],140000,0.000,1.000,1.000,0.530
[15 of 100],150000,0.000,1.000,1.000,0.528
[16 of 100],160000,0.003,0.999,1.000,0.423
[17 of 100],170000,0.000,1.000,1.000,0.432
[18 of 100],180000,0.000,1.000,1.000,0.447
[19 of 100],190000,0.000,1.000,1.000,0.449
[20 of 100],200000,0.000,1.000,1.000,0.453
[21 of 100],210000,0.000,1.000,1.000,0.454
[22 of 100],220000,0.000,1.000,1.000,0.460
[23 of 100],230000,0.012,0.997,1.000,0.527
[24 of 100],240000,0.001,1.000,1.000,0.080
[25 of 100],250000,0.000,1.000,1.000,0.097
[26 of 100],260000,0.000,1.000,1.000,0.114
[27 of 100],270000,0.000,1.000,1.000,0.126
[28 of 100],280000,0.000,1.000,1.000,0.147
[29 of 100],290000,0.000,1.000,1.000,0.177
[30 of 100],300000,0.000,1.000,1.000,0.200
[31 of 100],310000,0.000,1.000,1.000,0.217
[32 of 100],320000,0.000,1.000,1.000,0.224
[33 of 100],330000,0.000,1.000,1.000,0.231
[34 of 100],340000,0.006,0.998,1.000,0.664
[35 of 100],350000,0.000,1.000,1.000,0.574
[36 of 100],360000,0.000,1.000,1.000,0.554
[37 of 100],370000,0.000,1.000,1.000,0.538
[38 of 100],380000,0.000,1.000,1.000,0.528
[39 of 100],390000,0.000,1.000,1.000,0.523
[40 of 100],400000,0.000,1.000,1.000,0.502
[41 of 100],410000,0.000,1.000,1.000,0.487
[42 of 100],420000,0.000,1.000,1.000,0.299
[43 of 100],430000,0.000,1.000,1.000,0.285
[44 of 100],440000,0.000,1.000,1.000,0.289
[45 of 100],450000,0.000,1.000,1.000,0.291
[46 of 100],460000,0.000,1.000,1.000,0.300
[47 of 100],470000,0.000,1.000,1.000,0.303
[48 of 100],480000,0.000,1.000,1.000,0.307
[49 of 100],490000,0.009,0.998,1.000,0.558
[50 of 100],500000,0.002,0.999,1.000,0.477
[51 of 100],510000,0.000,1.000,1.000,0.442
[52 of 100],520000,0.000,1.000,1.000,0.430
[53 of 100],530000,0.000,1.000,1.000,0.413
[54 of 100],540000,0.000,1.000,1.000,0.404
[55 of 100],550000,0.000,1.000,1.000,0.387
[56 of 100],560000,0.000,1.000,1.000,0.371
[57 of 100],570000,0.000,1.000,1.000,0.365
[58 of 100],580000,0.000,1.000,1.000,0.359
[59 of 100],590000,0.000,1.000,1.000,0.354
[60 of 100],600000,0.000,1.000,1.000,0.349
[61 of 100],610000,0.000,1.000,1.000,0.346
[62 of 100],620000,0.000,1.000,1.000,0.336
[63 of 100],630000,0.000,1.000,1.000,0.334
[64 of 100],640000,0.000,1.000,1.000,0.327
[65 of 100],650000,0.003,1.000,1.000,0.777
[66 of 100],660000,0.002,0.999,1.000,0.439
[67 of 100],670000,0.000,1.000,1.000,0.425
[68 of 100],680000,0.000,1.000,1.000,0.415
[69 of 100],690000,0.000,1.000,1.000,0.408
[70 of 100],700000,0.000,1.000,1.000,0.403
[71 of 100],710000,0.000,1.000,1.000,0.226
[72 of 100],720000,0.000,1.000,1.000,0.227
[73 of 100],730000,0.000,1.000,1.000,0.240
[74 of 100],740000,0.000,1.000,1.000,0.264
[75 of 100],750000,0.000,1.000,1.000,0.271
[76 of 100],760000,0.000,1.000,1.000,0.254
[77 of 100],770000,0.000,1.000,1.000,0.261
[78 of 100],780000,0.000,1.000,1.000,0.266
[79 of 100],790000,0.000,1.000,1.000,0.269
[80 of 100],800000,0.000,1.000,1.000,0.273
[81 of 100],810000,0.000,1.000,1.000,0.295
[82 of 100],820000,0.000,1.000,1.000,0.291
[83 of 100],830000,0.000,1.000,1.000,0.292
[84 of 100],840000,0.000,1.000,1.000,0.287
[85 of 100],850000,0.000,1.000,1.000,0.283
[86 of 100],860000,0.000,1.000,1.000,0.283
[87 of 100],870000,0.000,1.000,1.000,0.283
[88 of 100],880000,0.000,1.000,1.000,0.278
[89 of 100],890000,0.000,1.000,1.000,0.278
[90 of 100],900000,0.000,1.000,1.000,0.278
[91 of 100],910000,0.000,1.000,1.000,0.278
[92 of 100],920000,0.000,1.000,1.000,0.278
[93 of 100],930000,0.000,1.000,1.000,0.278
[94 of 100],940000,0.000,1.000,1.000,0.277
[95 of 100],950000,0.000,1.000,1.000,0.277
[96 of 100],960000,0.000,1.000,1.000,0.276
[97 of 100],970000,0.000,1.000,1.000,0.273
[98 of 100],980000,0.000,1.000,1.000,0.273
[99 of 100],990000,0.000,1.000,1.000,0.243
[100 of 100],1000000,0.000,1.000,1.000,0.232

[worker 0] Run 3/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 311, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.122,0.958,1.000,0.792
[2 of 100],20000,0.006,0.999,1.000,0.629
[3 of 100],30000,0.001,1.000,1.000,0.670
[4 of 100],40000,0.000,1.000,1.000,0.634
[5 of 100],50000,0.022,0.994,0.987,0.941
[6 of 100],60000,0.026,0.993,1.000,0.824
[7 of 100],70000,0.004,0.999,1.000,0.798
[8 of 100],80000,0.002,1.000,1.000,0.819
[9 of 100],90000,0.001,1.000,1.000,0.836
[10 of 100],100000,0.000,1.000,1.000,0.845
[11 of 100],110000,0.000,1.000,1.000,0.871
[12 of 100],120000,0.000,1.000,1.000,0.866
[13 of 100],130000,0.000,1.000,1.000,0.867
[14 of 100],140000,0.000,1.000,1.000,0.867
[15 of 100],150000,0.000,1.000,1.000,0.868
[16 of 100],160000,0.028,0.991,0.998,0.973
[17 of 100],170000,0.006,0.999,1.000,0.991
[18 of 100],180000,0.000,1.000,1.000,0.994
[19 of 100],190000,0.006,0.998,1.000,0.838
[20 of 100],200000,0.001,1.000,1.000,0.782
[21 of 100],210000,0.006,0.999,1.000,0.732
[22 of 100],220000,0.001,1.000,1.000,0.753
[23 of 100],230000,0.011,0.998,1.000,0.954
[24 of 100],240000,0.001,1.000,1.000,0.996
[25 of 100],250000,0.001,1.000,1.000,0.996
[26 of 100],260000,0.000,1.000,1.000,0.997
[27 of 100],270000,0.000,1.000,1.000,0.997
[28 of 100],280000,0.000,1.000,1.000,0.997
[29 of 100],290000,0.000,1.000,1.000,0.997
[30 of 100],300000,0.000,1.000,1.000,0.997
[31 of 100],310000,0.007,0.998,1.000,0.673
[32 of 100],320000,0.001,1.000,1.000,0.585
[33 of 100],330000,0.014,0.998,1.000,0.973
[34 of 100],340000,0.002,1.000,1.000,0.961
[35 of 100],350000,0.001,1.000,1.000,0.954
[36 of 100],360000,0.005,0.999,1.000,0.860
[37 of 100],370000,0.000,1.000,1.000,0.863
[38 of 100],380000,0.001,1.000,1.000,0.847
[39 of 100],390000,0.002,0.999,1.000,0.849
[40 of 100],400000,0.000,1.000,1.000,0.849
[41 of 100],410000,0.000,1.000,1.000,0.847
[42 of 100],420000,0.004,0.999,1.000,0.619
[43 of 100],430000,0.000,1.000,1.000,0.660
[44 of 100],440000,0.000,1.000,1.000,0.701
[45 of 100],450000,0.000,1.000,1.000,0.723
[46 of 100],460000,0.000,1.000,1.000,0.765
[47 of 100],470000,0.000,1.000,1.000,0.784
[48 of 100],480000,0.000,1.000,1.000,0.741
[49 of 100],490000,0.004,0.999,1.000,0.807
[50 of 100],500000,0.041,0.988,1.000,1.000
[51 of 100],510000,0.000,1.000,1.000,1.000
[52 of 100],520000,0.010,0.998,1.000,0.981
[53 of 100],530000,0.000,1.000,1.000,0.950
[54 of 100],540000,0.000,1.000,1.000,0.950
[55 of 100],550000,0.000,1.000,1.000,0.947
[56 of 100],560000,0.000,1.000,1.000,0.947
[57 of 100],570000,0.000,1.000,1.000,0.944
[58 of 100],580000,0.000,1.000,1.000,0.944
[59 of 100],590000,0.000,1.000,1.000,0.945
[60 of 100],600000,0.000,1.000,1.000,0.944
[61 of 100],610000,0.000,1.000,1.000,0.944
[62 of 100],620000,0.000,1.000,1.000,0.944
[63 of 100],630000,0.000,1.000,1.000,0.943
[64 of 100],640000,0.000,1.000,1.000,0.942
[65 of 100],650000,0.006,0.999,0.973,0.646
[66 of 100],660000,0.004,0.999,1.000,0.968
[67 of 100],670000,0.000,1.000,1.000,0.971
[68 of 100],680000,0.000,1.000,1.000,0.977
[69 of 100],690000,0.000,1.000,1.000,0.979
[70 of 100],700000,0.000,1.000,1.000,0.979
[71 of 100],710000,0.000,1.000,1.000,0.980
[72 of 100],720000,0.000,1.000,1.000,0.980
[73 of 100],730000,0.000,1.000,1.000,0.977
[74 of 100],740000,0.000,1.000,1.000,0.977
[75 of 100],750000,0.000,1.000,1.000,0.975
[76 of 100],760000,0.005,0.999,1.000,0.956
[77 of 100],770000,0.000,1.000,1.000,0.958
[78 of 100],780000,0.000,1.000,1.000,0.975
[79 of 100],790000,0.002,1.000,1.000,0.984
[80 of 100],800000,0.001,1.000,1.000,0.993
[81 of 100],810000,0.000,1.000,1.000,0.993
[82 of 100],820000,0.000,1.000,1.000,0.993
[83 of 100],830000,0.000,1.000,1.000,0.993
[84 of 100],840000,0.000,1.000,1.000,0.992
[85 of 100],850000,0.000,1.000,1.000,0.989
[86 of 100],860000,0.000,1.000,1.000,0.989
[87 of 100],870000,0.000,1.000,1.000,0.986
[88 of 100],880000,0.000,1.000,1.000,0.985
[89 of 100],890000,0.000,1.000,1.000,0.983
[90 of 100],900000,0.000,1.000,1.000,0.983
[91 of 100],910000,0.000,1.000,1.000,0.983
[92 of 100],920000,0.000,1.000,1.000,0.981
[93 of 100],930000,0.000,1.000,1.000,0.980
[94 of 100],940000,0.008,0.999,1.000,0.835
[95 of 100],950000,0.000,1.000,1.000,0.845
[96 of 100],960000,0.000,1.000,1.000,0.869
[97 of 100],970000,0.001,1.000,1.000,0.881
[98 of 100],980000,0.000,1.000,1.000,0.878
[99 of 100],990000,0.002,0.999,1.000,0.912
[100 of 100],1000000,0.001,0.999,1.000,0.870

[worker 0] Run 4/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 491, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.124,0.960,1.000,0.788
[2 of 100],20000,0.017,0.996,1.000,0.762
[3 of 100],30000,0.028,0.992,0.967,0.730
[4 of 100],40000,0.002,1.000,1.000,0.694
[5 of 100],50000,0.010,0.997,1.000,0.803
[6 of 100],60000,0.002,1.000,1.000,0.626
[7 of 100],70000,0.000,1.000,1.000,0.636
[8 of 100],80000,0.008,0.998,0.988,0.844
[9 of 100],90000,0.004,0.999,1.000,0.649
[10 of 100],100000,0.000,1.000,1.000,0.671
[11 of 100],110000,0.013,0.996,1.000,0.868
[12 of 100],120000,0.005,0.999,1.000,0.743
[13 of 100],130000,0.000,1.000,1.000,0.703
[14 of 100],140000,0.000,1.000,1.000,0.688
[15 of 100],150000,0.000,1.000,1.000,0.675
[16 of 100],160000,0.001,1.000,1.000,0.681
[17 of 100],170000,0.000,1.000,1.000,0.678
[18 of 100],180000,0.000,1.000,1.000,0.669
[19 of 100],190000,0.000,1.000,1.000,0.664
[20 of 100],200000,0.000,1.000,1.000,0.659
[21 of 100],210000,0.000,1.000,1.000,0.649
[22 of 100],220000,0.000,1.000,1.000,0.640
[23 of 100],230000,0.000,1.000,1.000,0.643
[24 of 100],240000,0.000,1.000,1.000,0.630
[25 of 100],250000,0.024,0.995,1.000,0.459
[26 of 100],260000,0.000,1.000,1.000,0.443
[27 of 100],270000,0.000,1.000,1.000,0.419
[28 of 100],280000,0.000,1.000,1.000,0.405
[29 of 100],290000,0.012,0.998,1.000,0.670
[30 of 100],300000,0.000,1.000,1.000,0.604
[31 of 100],310000,0.000,1.000,1.000,0.548
[32 of 100],320000,0.000,1.000,1.000,0.562
[33 of 100],330000,0.005,0.999,1.000,0.302
[34 of 100],340000,0.001,1.000,1.000,0.236
[35 of 100],350000,0.000,1.000,1.000,0.307
[36 of 100],360000,0.000,1.000,1.000,0.313
[37 of 100],370000,0.000,1.000,1.000,0.310
[38 of 100],380000,0.000,1.000,1.000,0.299
[39 of 100],390000,0.000,1.000,1.000,0.307
[40 of 100],400000,0.000,1.000,1.000,0.319
[41 of 100],410000,0.000,1.000,1.000,0.325
[42 of 100],420000,0.000,1.000,1.000,0.319
[43 of 100],430000,0.000,1.000,1.000,0.308
[44 of 100],440000,0.000,1.000,1.000,0.298
[45 of 100],450000,0.000,1.000,1.000,0.286
[46 of 100],460000,0.000,1.000,1.000,0.279
[47 of 100],470000,0.000,1.000,1.000,0.262
[48 of 100],480000,0.000,1.000,1.000,0.254
[49 of 100],490000,0.007,0.999,1.000,0.115
[50 of 100],500000,0.000,1.000,1.000,0.046
[51 of 100],510000,0.000,1.000,1.000,0.043
[52 of 100],520000,0.003,0.999,1.000,0.258
[53 of 100],530000,0.000,1.000,1.000,0.250
[54 of 100],540000,0.000,1.000,1.000,0.229
[55 of 100],550000,0.000,1.000,1.000,0.219
[56 of 100],560000,0.004,0.999,1.000,0.084
[57 of 100],570000,0.000,1.000,1.000,0.062
[58 of 100],580000,0.000,1.000,1.000,0.065
[59 of 100],590000,0.000,1.000,1.000,0.059
[60 of 100],600000,0.000,1.000,1.000,0.043
[61 of 100],610000,0.000,1.000,1.000,0.040
[62 of 100],620000,0.000,1.000,1.000,0.035
[63 of 100],630000,0.000,1.000,1.000,0.029
[64 of 100],640000,0.000,1.000,1.000,0.029
[65 of 100],650000,0.001,1.000,0.998,0.091
[66 of 100],660000,0.003,0.999,1.000,0.046
[67 of 100],670000,0.000,1.000,1.000,0.042
[68 of 100],680000,0.002,1.000,1.000,0.023
[69 of 100],690000,0.000,1.000,1.000,0.020
[70 of 100],700000,0.004,0.999,1.000,0.213
[71 of 100],710000,0.000,1.000,1.000,0.203
[72 of 100],720000,0.000,1.000,1.000,0.016
[73 of 100],730000,0.000,1.000,1.000,0.014
[74 of 100],740000,0.000,1.000,1.000,0.009
[75 of 100],750000,0.000,1.000,1.000,0.007
[76 of 100],760000,0.000,1.000,1.000,0.009
[77 of 100],770000,0.000,1.000,1.000,0.005
[78 of 100],780000,0.000,1.000,1.000,0.005
[79 of 100],790000,0.000,1.000,1.000,0.005
[80 of 100],800000,0.000,1.000,1.000,0.007
[81 of 100],810000,0.000,1.000,1.000,0.007
[82 of 100],820000,0.000,1.000,1.000,0.008
[83 of 100],830000,0.000,1.000,1.000,0.008
[84 of 100],840000,0.000,1.000,1.000,0.009
[85 of 100],850000,0.000,1.000,1.000,0.009
[86 of 100],860000,0.000,1.000,1.000,0.009
[87 of 100],870000,0.000,1.000,1.000,0.011
[88 of 100],880000,0.000,1.000,1.000,0.011
[89 of 100],890000,0.000,1.000,1.000,0.011
[90 of 100],900000,0.000,1.000,1.000,0.012
[91 of 100],910000,0.000,1.000,1.000,0.012
[92 of 100],920000,0.000,1.000,1.000,0.012
[93 of 100],930000,0.000,1.000,1.000,0.012
[94 of 100],940000,0.000,1.000,1.000,0.012
[95 of 100],950000,0.000,1.000,1.000,0.012
[96 of 100],960000,0.000,1.000,1.000,0.012
[97 of 100],970000,0.000,1.000,1.000,0.012
[98 of 100],980000,0.000,1.000,1.000,0.012
[99 of 100],990000,0.017,0.998,1.000,0.595
[100 of 100],1000000,0.001,0.999,1.000,0.554

[worker 0] Run 5/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 677, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.112,0.962,0.946,0.994
[2 of 100],20000,0.007,0.999,1.000,0.913
[3 of 100],30000,0.020,0.995,1.000,0.959
[4 of 100],40000,0.011,0.997,1.000,0.947
[5 of 100],50000,0.001,1.000,1.000,0.957
[6 of 100],60000,0.009,0.997,1.000,0.904
[7 of 100],70000,0.001,1.000,1.000,0.950
[8 of 100],80000,0.007,0.998,1.000,0.895
[9 of 100],90000,0.000,1.000,1.000,0.887
[10 of 100],100000,0.006,0.999,1.000,0.943
[11 of 100],110000,0.003,0.999,1.000,0.923
[12 of 100],120000,0.000,1.000,1.000,0.916
[13 of 100],130000,0.000,1.000,1.000,0.928
[14 of 100],140000,0.000,1.000,1.000,0.915
[15 of 100],150000,0.005,0.999,1.000,0.912
[16 of 100],160000,0.001,1.000,1.000,0.912
[17 of 100],170000,0.000,1.000,1.000,0.928
[18 of 100],180000,0.009,0.998,1.000,0.894
[19 of 100],190000,0.000,1.000,1.000,0.889
[20 of 100],200000,0.000,1.000,1.000,0.891
[21 of 100],210000,0.000,1.000,1.000,0.899
[22 of 100],220000,0.000,1.000,1.000,0.900
[23 of 100],230000,0.000,1.000,1.000,0.904
[24 of 100],240000,0.000,1.000,1.000,0.906
[25 of 100],250000,0.000,1.000,1.000,0.959
[26 of 100],260000,0.000,1.000,1.000,0.971
[27 of 100],270000,0.000,1.000,1.000,0.966
[28 of 100],280000,0.000,1.000,1.000,0.964
[29 of 100],290000,0.000,1.000,1.000,0.963
[30 of 100],300000,0.000,1.000,1.000,0.963
[31 of 100],310000,0.000,1.000,1.000,0.963
[32 of 100],320000,0.000,1.000,1.000,0.961
[33 of 100],330000,0.000,1.000,1.000,0.961
[34 of 100],340000,0.000,1.000,1.000,0.962
[35 of 100],350000,0.000,1.000,1.000,0.962
[36 of 100],360000,0.000,1.000,1.000,0.961
[37 of 100],370000,0.000,1.000,1.000,0.961
[38 of 100],380000,0.000,1.000,1.000,0.961
[39 of 100],390000,0.000,1.000,1.000,0.961
[40 of 100],400000,0.000,1.000,1.000,0.961
[41 of 100],410000,0.000,1.000,1.000,0.961
[42 of 100],420000,0.000,1.000,1.000,0.961
[43 of 100],430000,0.000,1.000,1.000,0.961
[44 of 100],440000,0.000,1.000,1.000,0.961
[45 of 100],450000,0.000,1.000,1.000,0.961
[46 of 100],460000,0.000,1.000,1.000,0.961
[47 of 100],470000,0.000,1.000,1.000,0.961
[48 of 100],480000,0.000,1.000,1.000,0.961
[49 of 100],490000,0.000,1.000,1.000,0.961
[50 of 100],500000,0.000,1.000,1.000,0.960
[51 of 100],510000,0.000,1.000,1.000,0.962
[52 of 100],520000,0.000,1.000,1.000,0.963
[53 of 100],530000,0.000,1.000,1.000,0.963
[54 of 100],540000,0.000,1.000,1.000,0.963
[55 of 100],550000,0.000,1.000,1.000,0.963
[56 of 100],560000,0.000,1.000,1.000,0.963
[57 of 100],570000,0.000,1.000,1.000,0.963
[58 of 100],580000,0.000,1.000,1.000,0.963
[59 of 100],590000,0.000,1.000,1.000,0.963
[60 of 100],600000,0.000,1.000,1.000,0.962
[61 of 100],610000,0.000,1.000,1.000,0.962
[62 of 100],620000,0.000,1.000,1.000,0.962
[63 of 100],630000,0.000,1.000,1.000,0.962
[64 of 100],640000,0.000,1.000,1.000,0.962
[65 of 100],650000,0.000,1.000,1.000,0.962
[66 of 100],660000,0.000,1.000,1.000,0.962
[67 of 100],670000,0.000,1.000,1.000,0.962
[68 of 100],680000,0.000,1.000,1.000,0.962
[69 of 100],690000,0.000,1.000,1.000,0.963
[70 of 100],700000,0.000,1.000,1.000,0.963
[71 of 100],710000,0.000,1.000,1.000,0.963
[72 of 100],720000,0.000,1.000,1.000,0.963
[73 of 100],730000,0.000,1.000,1.000,0.963
[74 of 100],740000,0.000,1.000,1.000,0.963
[75 of 100],750000,0.000,1.000,1.000,0.963
[76 of 100],760000,0.000,1.000,1.000,0.963
[77 of 100],770000,0.000,1.000,1.000,0.963
[78 of 100],780000,0.000,1.000,1.000,0.963
[79 of 100],790000,0.000,1.000,1.000,0.963
[80 of 100],800000,0.000,1.000,1.000,0.963
[81 of 100],810000,0.000,1.000,1.000,0.963
[82 of 100],820000,0.000,1.000,1.000,0.963
[83 of 100],830000,0.000,1.000,1.000,0.963
[84 of 100],840000,0.000,1.000,1.000,0.963
[85 of 100],850000,0.000,1.000,1.000,0.963
[86 of 100],860000,0.000,1.000,1.000,0.963
[87 of 100],870000,0.000,1.000,1.000,0.963
[88 of 100],880000,0.000,1.000,1.000,0.963
[89 of 100],890000,0.000,1.000,1.000,0.963
[90 of 100],900000,0.000,1.000,1.000,0.963
[91 of 100],910000,0.000,1.000,1.000,0.963
[92 of 100],920000,0.000,1.000,1.000,0.963
[93 of 100],930000,0.000,1.000,1.000,0.963
[94 of 100],940000,0.000,1.000,1.000,0.963
[95 of 100],950000,0.000,1.000,1.000,0.963
