Loading datasets...
Datasets loaded to GPU.
Worker 4/8: sweep 0acb79e7, 25/200 runs

[worker 4] Run 1/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 71, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[71 of 100],710000,0.000,1.000,1.000,0.627
[72 of 100],720000,0.000,1.000,1.000,0.632
[73 of 100],730000,0.000,1.000,1.000,0.640
[74 of 100],740000,0.000,1.000,1.000,0.644
[75 of 100],750000,0.000,1.000,1.000,0.657
[76 of 100],760000,0.006,0.999,1.000,0.943
[77 of 100],770000,0.000,1.000,1.000,0.967
[78 of 100],780000,0.000,1.000,1.000,0.969
[79 of 100],790000,0.000,1.000,1.000,0.973
[80 of 100],800000,0.000,1.000,1.000,0.979
[81 of 100],810000,0.000,1.000,1.000,0.988
[82 of 100],820000,0.000,1.000,1.000,0.996
[83 of 100],830000,0.000,1.000,1.000,0.998
[84 of 100],840000,0.011,0.998,1.000,0.572
[85 of 100],850000,0.000,1.000,1.000,0.559
[86 of 100],860000,0.000,1.000,1.000,0.520
[87 of 100],870000,0.001,1.000,1.000,0.511
[88 of 100],880000,0.000,1.000,1.000,0.513
[89 of 100],890000,0.000,1.000,1.000,0.503
[90 of 100],900000,0.000,1.000,1.000,0.480
[91 of 100],910000,0.000,1.000,1.000,0.484
[92 of 100],920000,0.000,1.000,1.000,0.497
[93 of 100],930000,0.000,1.000,1.000,0.519
[94 of 100],940000,0.000,1.000,1.000,0.550
[95 of 100],950000,0.000,1.000,1.000,0.583
[96 of 100],960000,0.000,1.000,1.000,0.630
[97 of 100],970000,0.000,1.000,1.000,0.700
[98 of 100],980000,0.000,1.000,1.000,0.725
[99 of 100],990000,0.000,1.000,1.000,0.744
[100 of 100],1000000,0.000,1.000,1.000,0.752

[worker 4] Run 6/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 953, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.147,0.948,1.000,0.889
[2 of 100],20000,0.004,1.000,1.000,0.868
[3 of 100],30000,0.032,0.993,1.000,0.645
[4 of 100],40000,0.001,1.000,1.000,0.599
[5 of 100],50000,0.020,0.995,0.996,0.656
[6 of 100],60000,0.012,0.997,1.000,0.601
[7 of 100],70000,0.005,0.998,1.000,0.573
[8 of 100],80000,0.007,0.998,1.000,0.590
[9 of 100],90000,0.003,0.999,1.000,0.447
[10 of 100],100000,0.000,1.000,1.000,0.455
[11 of 100],110000,0.000,1.000,1.000,0.448
[12 of 100],120000,0.000,1.000,1.000,0.452
[13 of 100],130000,0.000,1.000,1.000,0.456
[14 of 100],140000,0.000,1.000,1.000,0.462
[15 of 100],150000,0.000,1.000,1.000,0.460
[16 of 100],160000,0.014,0.997,1.000,0.737
[17 of 100],170000,0.003,0.999,1.000,0.689
[18 of 100],180000,0.000,1.000,1.000,0.671
[19 of 100],190000,0.000,1.000,1.000,0.656
[20 of 100],200000,0.000,1.000,1.000,0.636
[21 of 100],210000,0.000,1.000,1.000,0.625
[22 of 100],220000,0.000,1.000,1.000,0.619
[23 of 100],230000,0.000,1.000,1.000,0.612
[24 of 100],240000,0.010,0.998,1.000,0.795
[25 of 100],250000,0.001,1.000,1.000,0.737
[26 of 100],260000,0.000,1.000,1.000,0.711
[27 of 100],270000,0.008,0.998,1.000,0.392
[28 of 100],280000,0.000,1.000,1.000,0.350
[29 of 100],290000,0.003,0.999,1.000,0.421
[30 of 100],300000,0.000,1.000,1.000,0.361
[31 of 100],310000,0.000,1.000,1.000,0.354
[32 of 100],320000,0.000,1.000,1.000,0.323
[33 of 100],330000,0.005,0.999,1.000,0.385
[34 of 100],340000,0.002,1.000,1.000,0.501
[35 of 100],350000,0.000,1.000,1.000,0.321
[36 of 100],360000,0.000,1.000,1.000,0.299
[37 of 100],370000,0.000,1.000,1.000,0.277
[38 of 100],380000,0.000,1.000,1.000,0.264
[39 of 100],390000,0.000,1.000,1.000,0.260
[40 of 100],400000,0.000,1.000,1.000,0.247
[41 of 100],410000,0.000,1.000,1.000,0.244
[42 of 100],420000,0.000,1.000,1.000,0.237
[43 of 100],430000,0.000,1.000,1.000,0.233
[44 of 100],440000,0.000,1.000,1.000,0.228
[45 of 100],450000,0.000,1.000,1.000,0.221
[46 of 100],460000,0.000,1.000,1.000,0.219
[47 of 100],470000,0.000,1.000,1.000,0.218
[48 of 100],480000,0.000,1.000,1.000,0.217
[49 of 100],490000,0.007,0.999,1.000,0.259
[50 of 100],500000,0.001,1.000,1.000,0.140
[51 of 100],510000,0.000,1.000,1.000,0.162
[52 of 100],520000,0.004,0.999,1.000,0.159
[53 of 100],530000,0.000,1.000,1.000,0.091
[54 of 100],540000,0.000,1.000,1.000,0.050
[55 of 100],550000,0.000,1.000,1.000,0.049
[56 of 100],560000,0.000,1.000,1.000,0.050
[57 of 100],570000,0.000,1.000,1.000,0.046
[58 of 100],580000,0.000,1.000,1.000,0.040
[59 of 100],590000,0.000,1.000,1.000,0.035
[60 of 100],600000,0.000,1.000,1.000,0.032
[61 of 100],610000,0.000,1.000,1.000,0.038
[62 of 100],620000,0.000,1.000,1.000,0.030
[63 of 100],630000,0.000,1.000,1.000,0.027
[64 of 100],640000,0.000,1.000,1.000,0.026
[65 of 100],650000,0.000,1.000,1.000,0.026
[66 of 100],660000,0.000,1.000,1.000,0.026
[67 of 100],670000,0.000,1.000,1.000,0.025
[68 of 100],680000,0.000,1.000,1.000,0.022
[69 of 100],690000,0.000,1.000,1.000,0.020
[70 of 100],700000,0.000,1.000,1.000,0.019
[71 of 100],710000,0.000,1.000,1.000,0.019
[72 of 100],720000,0.000,1.000,1.000,0.018
[73 of 100],730000,0.000,1.000,1.000,0.018
[74 of 100],740000,0.000,1.000,1.000,0.017
[75 of 100],750000,0.000,1.000,1.000,0.017
[76 of 100],760000,0.000,1.000,1.000,0.017
[77 of 100],770000,0.000,1.000,1.000,0.017
[78 of 100],780000,0.000,1.000,1.000,0.018
[79 of 100],790000,0.000,1.000,1.000,0.018
[80 of 100],800000,0.000,1.000,1.000,0.018
[81 of 100],810000,0.000,1.000,1.000,0.018
[82 of 100],820000,0.000,1.000,1.000,0.017
[83 of 100],830000,0.000,1.000,1.000,0.017
[84 of 100],840000,0.000,1.000,1.000,0.016
[85 of 100],850000,0.000,1.000,1.000,0.014
[86 of 100],860000,0.000,1.000,1.000,0.015
[87 of 100],870000,0.000,1.000,1.000,0.016
[88 of 100],880000,0.000,1.000,1.000,0.013
[89 of 100],890000,0.000,1.000,1.000,0.013
[90 of 100],900000,0.000,1.000,1.000,0.013
[91 of 100],910000,0.000,1.000,1.000,0.011
[92 of 100],920000,0.000,1.000,1.000,0.011
[93 of 100],930000,0.000,1.000,1.000,0.011
[94 of 100],940000,0.000,1.000,1.000,0.011
[95 of 100],950000,0.000,1.000,1.000,0.011
[96 of 100],960000,0.000,1.000,1.000,0.011
[97 of 100],970000,0.000,1.000,1.000,0.011
[98 of 100],980000,0.000,1.000,1.000,0.011
[99 of 100],990000,0.000,1.000,1.000,0.011
[100 of 100],1000000,0.000,1.000,1.000,0.011

[worker 4] Run 7/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 37, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.192,0.926,0.997,0.801
[2 of 100],20000,0.033,0.989,1.000,0.748
[3 of 100],30000,0.144,0.949,0.997,0.858
[4 of 100],40000,0.019,0.995,1.000,0.930
[5 of 100],50000,0.005,0.999,1.000,0.906
[6 of 100],60000,0.027,0.992,0.989,0.845
[7 of 100],70000,0.009,0.998,1.000,0.906
[8 of 100],80000,0.035,0.988,0.956,0.941
[9 of 100],90000,0.023,0.993,0.950,0.669
[10 of 100],100000,0.021,0.994,0.993,0.994
[11 of 100],110000,0.000,1.000,1.000,0.947
[12 of 100],120000,0.000,1.000,1.000,0.948
[13 of 100],130000,0.000,1.000,1.000,0.956
[14 of 100],140000,0.000,1.000,1.000,0.956
[15 of 100],150000,0.000,1.000,1.000,0.959
[16 of 100],160000,0.000,1.000,1.000,0.960
[17 of 100],170000,0.000,1.000,1.000,0.968
[18 of 100],180000,0.000,1.000,1.000,0.957
[19 of 100],190000,0.000,1.000,1.000,0.947
[20 of 100],200000,0.000,1.000,1.000,0.941
[21 of 100],210000,0.000,1.000,1.000,0.941
[22 of 100],220000,0.000,1.000,1.000,0.940
[23 of 100],230000,0.000,1.000,1.000,0.939
[24 of 100],240000,0.000,1.000,1.000,0.939
[25 of 100],250000,0.000,1.000,1.000,0.939
[26 of 100],260000,0.000,1.000,1.000,0.939
[27 of 100],270000,0.000,1.000,1.000,0.940
[28 of 100],280000,0.000,1.000,1.000,0.940
[29 of 100],290000,0.000,1.000,1.000,0.940
[30 of 100],300000,0.000,1.000,1.000,0.940
[31 of 100],310000,0.000,1.000,1.000,0.940
[32 of 100],320000,0.000,1.000,1.000,0.941
[33 of 100],330000,0.000,1.000,1.000,0.942
[34 of 100],340000,0.000,1.000,1.000,0.944
[35 of 100],350000,0.000,1.000,1.000,0.946
[36 of 100],360000,0.000,1.000,1.000,0.946
[37 of 100],370000,0.000,1.000,1.000,0.948
[38 of 100],380000,0.000,1.000,1.000,0.950
[39 of 100],390000,0.000,1.000,1.000,0.946
[40 of 100],400000,0.000,1.000,1.000,0.946
[41 of 100],410000,0.000,1.000,1.000,0.949
[42 of 100],420000,0.000,1.000,1.000,0.948
[43 of 100],430000,0.000,1.000,1.000,0.949
[44 of 100],440000,0.000,1.000,1.000,0.950
[45 of 100],450000,0.000,1.000,1.000,0.950
[46 of 100],460000,0.000,1.000,1.000,0.950
[47 of 100],470000,0.000,1.000,1.000,0.950
[48 of 100],480000,0.000,1.000,1.000,0.950
[49 of 100],490000,0.000,1.000,1.000,0.950
[50 of 100],500000,0.000,1.000,1.000,0.950
[51 of 100],510000,0.000,1.000,1.000,0.950
[52 of 100],520000,0.000,1.000,1.000,0.951
[53 of 100],530000,0.000,1.000,1.000,0.950
[54 of 100],540000,0.000,1.000,1.000,0.950
[55 of 100],550000,0.000,1.000,1.000,0.950
[56 of 100],560000,0.000,1.000,1.000,0.951
[57 of 100],570000,0.000,1.000,1.000,0.950
[58 of 100],580000,0.000,1.000,1.000,0.950
[59 of 100],590000,0.000,1.000,1.000,0.950
[60 of 100],600000,0.000,1.000,1.000,0.950
[61 of 100],610000,0.000,1.000,1.000,0.950
[62 of 100],620000,0.000,1.000,1.000,0.950
[63 of 100],630000,0.000,1.000,1.000,0.950
[64 of 100],640000,0.000,1.000,1.000,0.950
[65 of 100],650000,0.000,1.000,1.000,0.950
[66 of 100],660000,0.000,1.000,1.000,0.950
[67 of 100],670000,0.000,1.000,1.000,0.950
[68 of 100],680000,0.000,1.000,1.000,0.950
[69 of 100],690000,0.000,1.000,1.000,0.950
[70 of 100],700000,0.000,1.000,1.000,0.950
[71 of 100],710000,0.000,1.000,1.000,0.950
[72 of 100],720000,0.000,1.000,1.000,0.950
[73 of 100],730000,0.000,1.000,1.000,0.950
[74 of 100],740000,0.000,1.000,1.000,0.950
[75 of 100],750000,0.000,1.000,1.000,0.950
[76 of 100],760000,0.000,1.000,1.000,0.950
[77 of 100],770000,0.000,1.000,1.000,0.950
[78 of 100],780000,0.000,1.000,1.000,0.950
[79 of 100],790000,0.000,1.000,1.000,0.950
[80 of 100],800000,0.000,1.000,1.000,0.950
[81 of 100],810000,0.000,1.000,1.000,0.950
[82 of 100],820000,0.000,1.000,1.000,0.950
[83 of 100],830000,0.000,1.000,1.000,0.950
[84 of 100],840000,0.000,1.000,1.000,0.950
[85 of 100],850000,0.000,1.000,1.000,0.950
[86 of 100],860000,0.000,1.000,1.000,0.950
[87 of 100],870000,0.000,1.000,1.000,0.950
[88 of 100],880000,0.000,1.000,1.000,0.950
[89 of 100],890000,0.000,1.000,1.000,0.951
[90 of 100],900000,0.000,1.000,1.000,0.951
[91 of 100],910000,0.000,1.000,1.000,0.951
[92 of 100],920000,0.000,1.000,1.000,0.951
[93 of 100],930000,0.000,1.000,1.000,0.951
[94 of 100],940000,0.000,1.000,1.000,0.950
[95 of 100],950000,0.000,1.000,1.000,0.950
[96 of 100],960000,0.000,1.000,1.000,0.950
[97 of 100],970000,0.000,1.000,1.000,0.950
[98 of 100],980000,0.000,1.000,1.000,0.950
[99 of 100],990000,0.000,1.000,1.000,0.950
[100 of 100],1000000,0.000,1.000,1.000,0.950

[worker 4] Run 8/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 191, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.249,0.885,0.981,0.752
[2 of 100],20000,0.049,0.984,1.000,0.945
[3 of 100],30000,0.022,0.994,1.000,0.939
[4 of 100],40000,0.001,1.000,1.000,0.935
[5 of 100],50000,0.000,1.000,1.000,0.936
[6 of 100],60000,0.000,1.000,1.000,0.937
[7 of 100],70000,0.000,1.000,1.000,0.937
[8 of 100],80000,0.000,1.000,1.000,0.943
[9 of 100],90000,0.022,0.996,0.759,0.534
[10 of 100],100000,0.082,0.971,0.993,0.908
[11 of 100],110000,0.018,0.995,1.000,0.876
[12 of 100],120000,0.000,1.000,1.000,0.907
[13 of 100],130000,0.000,1.000,1.000,0.907
[14 of 100],140000,0.000,1.000,1.000,0.908
[15 of 100],150000,0.000,1.000,1.000,0.910
[16 of 100],160000,0.032,0.990,1.000,0.230
[17 of 100],170000,0.004,0.999,1.000,0.085
[18 of 100],180000,0.000,1.000,1.000,0.155
[19 of 100],190000,0.023,0.992,1.000,0.872
[20 of 100],200000,0.000,1.000,1.000,0.863
[21 of 100],210000,0.000,1.000,1.000,0.863
[22 of 100],220000,0.000,1.000,1.000,0.941
[23 of 100],230000,0.015,0.997,1.000,0.752
[24 of 100],240000,0.000,1.000,1.000,0.741
[25 of 100],250000,0.034,0.991,1.000,0.737
[26 of 100],260000,0.012,0.997,1.000,0.894
[27 of 100],270000,0.001,1.000,1.000,0.722
[28 of 100],280000,0.000,1.000,1.000,0.720
[29 of 100],290000,0.000,1.000,1.000,0.711
[30 of 100],300000,0.000,1.000,1.000,0.699
[31 of 100],310000,0.014,0.996,1.000,0.905
[32 of 100],320000,0.001,1.000,1.000,0.897
[33 of 100],330000,0.000,1.000,1.000,0.914
[34 of 100],340000,0.009,0.997,0.975,0.754
[35 of 100],350000,0.010,0.997,1.000,0.771
[36 of 100],360000,0.003,0.999,1.000,0.000
[37 of 100],370000,0.000,1.000,1.000,0.000
[38 of 100],380000,0.000,1.000,1.000,0.000
[39 of 100],390000,0.000,1.000,1.000,0.000
[40 of 100],400000,0.000,1.000,1.000,0.000
[41 of 100],410000,0.000,1.000,1.000,0.000
[42 of 100],420000,0.014,0.996,0.999,0.584
[43 of 100],430000,0.000,1.000,1.000,0.205
[44 of 100],440000,0.000,1.000,1.000,0.318
[45 of 100],450000,0.000,1.000,1.000,0.208
[46 of 100],460000,0.000,1.000,1.000,0.291
[47 of 100],470000,0.000,1.000,1.000,0.333
[48 of 100],480000,0.000,1.000,1.000,0.316
[49 of 100],490000,0.005,0.999,1.000,0.083
[50 of 100],500000,0.002,0.999,1.000,0.787
[51 of 100],510000,0.000,1.000,1.000,0.802
[52 of 100],520000,0.001,1.000,1.000,0.017
[53 of 100],530000,0.001,1.000,1.000,0.004
[54 of 100],540000,0.000,1.000,1.000,0.004
[55 of 100],550000,0.000,1.000,1.000,0.001
[56 of 100],560000,0.000,1.000,1.000,0.001
[57 of 100],570000,0.000,1.000,1.000,0.001
[58 of 100],580000,0.000,1.000,1.000,0.001
[59 of 100],590000,0.000,1.000,1.000,0.001
[60 of 100],600000,0.000,1.000,1.000,0.001
[61 of 100],610000,0.000,1.000,1.000,0.000
[62 of 100],620000,0.000,1.000,1.000,0.000
[63 of 100],630000,0.000,1.000,1.000,0.000
[64 of 100],640000,0.000,1.000,1.000,0.000
[65 of 100],650000,0.002,0.999,0.997,0.454
[66 of 100],660000,0.000,1.000,1.000,0.760
[67 of 100],670000,0.000,1.000,1.000,0.768
[68 of 100],680000,0.000,1.000,1.000,0.766
[69 of 100],690000,0.004,0.999,1.000,0.896
[70 of 100],700000,0.000,1.000,1.000,0.917
[71 of 100],710000,0.000,1.000,1.000,0.933
[72 of 100],720000,0.004,0.999,1.000,0.002
[73 of 100],730000,0.000,1.000,1.000,0.002
[74 of 100],740000,0.000,1.000,1.000,0.000
[75 of 100],750000,0.000,1.000,1.000,0.000
[76 of 100],760000,0.003,0.999,1.000,0.759
[77 of 100],770000,0.000,1.000,1.000,0.757
[78 of 100],780000,0.000,1.000,1.000,0.775
[79 of 100],790000,0.000,1.000,1.000,0.777
[80 of 100],800000,0.000,1.000,1.000,0.780
[81 of 100],810000,0.000,1.000,1.000,0.791
[82 of 100],820000,0.000,1.000,1.000,0.791
[83 of 100],830000,0.000,1.000,1.000,0.799
[84 of 100],840000,0.000,1.000,1.000,0.794
[85 of 100],850000,0.000,1.000,1.000,0.789
[86 of 100],860000,0.000,1.000,1.000,0.788
[87 of 100],870000,0.000,1.000,1.000,0.790
[88 of 100],880000,0.000,1.000,1.000,0.791
[89 of 100],890000,0.000,1.000,1.000,0.793
[90 of 100],900000,0.000,1.000,1.000,0.793
[91 of 100],910000,0.000,1.000,1.000,0.793
[92 of 100],920000,0.000,1.000,1.000,0.794
[93 of 100],930000,0.000,1.000,1.000,0.794
[94 of 100],940000,0.011,0.998,1.000,0.889
[95 of 100],950000,0.000,1.000,1.000,0.919
[96 of 100],960000,0.000,1.000,1.000,0.906
[97 of 100],970000,0.000,1.000,1.000,0.911
[98 of 100],980000,0.000,1.000,1.000,0.905
[99 of 100],990000,0.000,1.000,1.000,0.915
[100 of 100],1000000,0.000,1.000,1.000,0.924

[worker 4] Run 9/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 359, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.337,0.859,0.921,0.719
[2 of 100],20000,0.208,0.921,0.935,0.944
[3 of 100],30000,0.037,0.989,1.000,0.941
[4 of 100],40000,0.000,1.000,1.000,0.936
[5 of 100],50000,0.055,0.979,0.821,0.965
[6 of 100],60000,0.087,0.970,0.999,0.907
[7 of 100],70000,0.032,0.991,1.000,0.926
[8 of 100],80000,0.000,1.000,1.000,0.928
[9 of 100],90000,0.010,0.998,0.844,0.240
[10 of 100],100000,0.027,0.992,1.000,0.897
[11 of 100],110000,0.030,0.991,0.999,0.852
[12 of 100],120000,0.001,1.000,0.996,0.893
[13 of 100],130000,0.008,0.998,1.000,0.932
[14 of 100],140000,0.000,1.000,1.000,0.915
[15 of 100],150000,0.000,1.000,1.000,0.916
[16 of 100],160000,0.018,0.996,1.000,0.672
[17 of 100],170000,0.000,1.000,1.000,0.650
[18 of 100],180000,0.000,1.000,1.000,0.649
[19 of 100],190000,0.000,1.000,1.000,0.649
[20 of 100],200000,0.000,1.000,1.000,0.648
[21 of 100],210000,0.000,1.000,1.000,0.648
[22 of 100],220000,0.000,1.000,1.000,0.647
[23 of 100],230000,0.000,1.000,1.000,0.647
[24 of 100],240000,0.000,1.000,1.000,0.647
[25 of 100],250000,0.000,1.000,1.000,0.647
[26 of 100],260000,0.000,1.000,1.000,0.644
[27 of 100],270000,0.000,1.000,1.000,0.645
[28 of 100],280000,0.000,1.000,1.000,0.645
[29 of 100],290000,0.000,1.000,1.000,0.645
[30 of 100],300000,0.000,1.000,1.000,0.644
[31 of 100],310000,0.000,1.000,1.000,0.644
[32 of 100],320000,0.000,1.000,1.000,0.643
[33 of 100],330000,0.000,1.000,1.000,0.643
[34 of 100],340000,0.021,0.996,0.944,0.818
[35 of 100],350000,0.013,0.996,1.000,0.789
[36 of 100],360000,0.000,1.000,1.000,0.808
[37 of 100],370000,0.000,1.000,1.000,0.816
[38 of 100],380000,0.000,1.000,1.000,0.813
[39 of 100],390000,0.000,1.000,1.000,0.834
[40 of 100],400000,0.000,1.000,1.000,0.847
[41 of 100],410000,0.000,1.000,1.000,0.847
[42 of 100],420000,0.000,1.000,1.000,0.847
[43 of 100],430000,0.000,1.000,1.000,0.848
[44 of 100],440000,0.000,1.000,1.000,0.850
[45 of 100],450000,0.000,1.000,1.000,0.854
[46 of 100],460000,0.000,1.000,1.000,0.854
[47 of 100],470000,0.000,1.000,1.000,0.854
[48 of 100],480000,0.000,1.000,1.000,0.854
[49 of 100],490000,0.000,1.000,1.000,0.854
[50 of 100],500000,0.000,1.000,1.000,0.854
[51 of 100],510000,0.000,1.000,1.000,0.854
[52 of 100],520000,0.000,1.000,1.000,0.854
[53 of 100],530000,0.000,1.000,1.000,0.854
[54 of 100],540000,0.000,1.000,1.000,0.854
[55 of 100],550000,0.000,1.000,1.000,0.854
[56 of 100],560000,0.000,1.000,1.000,0.854
[57 of 100],570000,0.000,1.000,1.000,0.854
[58 of 100],580000,0.000,1.000,1.000,0.853
[59 of 100],590000,0.000,1.000,1.000,0.853
[60 of 100],600000,0.000,1.000,1.000,0.851
[61 of 100],610000,0.000,1.000,1.000,0.854
[62 of 100],620000,0.000,1.000,1.000,0.851
[63 of 100],630000,0.000,1.000,1.000,0.851
[64 of 100],640000,0.000,1.000,1.000,0.851
[65 of 100],650000,0.000,1.000,1.000,0.853
[66 of 100],660000,0.000,1.000,1.000,0.852
[67 of 100],670000,0.000,1.000,1.000,0.851
[68 of 100],680000,0.000,1.000,1.000,0.851
[69 of 100],690000,0.000,1.000,1.000,0.851
[70 of 100],700000,0.000,1.000,1.000,0.851
[71 of 100],710000,0.000,1.000,1.000,0.850
[72 of 100],720000,0.000,1.000,1.000,0.850
[73 of 100],730000,0.000,1.000,1.000,0.850
[74 of 100],740000,0.000,1.000,1.000,0.850
[75 of 100],750000,0.000,1.000,1.000,0.850
[76 of 100],760000,0.000,1.000,1.000,0.850
[77 of 100],770000,0.000,1.000,1.000,0.851
[78 of 100],780000,0.000,1.000,1.000,0.850
[79 of 100],790000,0.000,1.000,1.000,0.850
[80 of 100],800000,0.000,1.000,1.000,0.850
[81 of 100],810000,0.000,1.000,1.000,0.850
[82 of 100],820000,0.000,1.000,1.000,0.850
[83 of 100],830000,0.000,1.000,1.000,0.850
[84 of 100],840000,0.000,1.000,1.000,0.850
[85 of 100],850000,0.000,1.000,1.000,0.849
[86 of 100],860000,0.000,1.000,1.000,0.849
[87 of 100],870000,0.000,1.000,1.000,0.849
[88 of 100],880000,0.000,1.000,1.000,0.849
[89 of 100],890000,0.000,1.000,1.000,0.849
[90 of 100],900000,0.000,1.000,1.000,0.849
[91 of 100],910000,0.000,1.000,1.000,0.849
[92 of 100],920000,0.000,1.000,1.000,0.849
[93 of 100],930000,0.000,1.000,1.000,0.850
[94 of 100],940000,0.000,1.000,1.000,0.850
[95 of 100],950000,0.000,1.000,1.000,0.851
[96 of 100],960000,0.000,1.000,1.000,0.851
[97 of 100],970000,0.000,1.000,1.000,0.850
[98 of 100],980000,0.000,1.000,1.000,0.850
[99 of 100],990000,0.000,1.000,1.000,0.851
[100 of 100],1000000,0.000,1.000,1.000,0.849

[worker 4] Run 10/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 541, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.178,0.933,0.721,0.960
[2 of 100],20000,0.135,0.954,0.989,0.799
[3 of 100],30000,0.023,0.993,1.000,0.872
[4 of 100],40000,0.000,1.000,1.000,0.889
[5 of 100],50000,0.063,0.981,1.000,0.971
[6 of 100],60000,0.007,0.998,1.000,0.916
[7 of 100],70000,0.000,1.000,1.000,0.914
[8 of 100],80000,0.000,1.000,1.000,0.913
[9 of 100],90000,0.033,0.991,1.000,0.878
[10 of 100],100000,0.000,1.000,1.000,0.941
[11 of 100],110000,0.000,1.000,1.000,0.932
[12 of 100],120000,0.042,0.989,0.993,0.886
[13 of 100],130000,0.015,0.996,1.000,0.908
[14 of 100],140000,0.011,0.997,1.000,0.917
[15 of 100],150000,0.008,0.998,1.000,0.909
[16 of 100],160000,0.007,0.998,1.000,0.829
[17 of 100],170000,0.000,1.000,1.000,0.833
[18 of 100],180000,0.000,1.000,1.000,0.834
[19 of 100],190000,0.000,1.000,1.000,0.835
[20 of 100],200000,0.000,1.000,1.000,0.841
[21 of 100],210000,0.000,1.000,1.000,0.842
[22 of 100],220000,0.000,1.000,1.000,0.844
[23 of 100],230000,0.000,1.000,1.000,0.845
[24 of 100],240000,0.000,1.000,1.000,0.850
[25 of 100],250000,0.017,0.996,1.000,0.873
[26 of 100],260000,0.000,1.000,1.000,0.880
[27 of 100],270000,0.000,1.000,1.000,0.890
[28 of 100],280000,0.000,1.000,1.000,0.893
[29 of 100],290000,0.000,1.000,1.000,0.886
[30 of 100],300000,0.000,1.000,1.000,0.891
[31 of 100],310000,0.000,1.000,1.000,0.916
[32 of 100],320000,0.000,1.000,1.000,0.910
[33 of 100],330000,0.000,1.000,1.000,0.909
[34 of 100],340000,0.000,1.000,1.000,0.909
[35 of 100],350000,0.000,1.000,1.000,0.909
[36 of 100],360000,0.000,1.000,1.000,0.909
[37 of 100],370000,0.000,1.000,1.000,0.908
[38 of 100],380000,0.016,0.997,1.000,0.879
[39 of 100],390000,0.000,1.000,1.000,0.904
[40 of 100],400000,0.000,1.000,1.000,0.910
[41 of 100],410000,0.000,1.000,1.000,0.914
[42 of 100],420000,0.000,1.000,1.000,0.914
[43 of 100],430000,0.000,1.000,1.000,0.915
[44 of 100],440000,0.000,1.000,1.000,0.915
[45 of 100],450000,0.000,1.000,1.000,0.916
[46 of 100],460000,0.000,1.000,1.000,0.919
[47 of 100],470000,0.000,1.000,1.000,0.920
[48 of 100],480000,0.000,1.000,1.000,0.921
[49 of 100],490000,0.000,1.000,1.000,0.922
[50 of 100],500000,0.000,1.000,1.000,0.922
[51 of 100],510000,0.000,1.000,1.000,0.924
[52 of 100],520000,0.000,1.000,1.000,0.924
[53 of 100],530000,0.000,1.000,1.000,0.926
[54 of 100],540000,0.000,1.000,1.000,0.926
[55 of 100],550000,0.000,1.000,1.000,0.928
[56 of 100],560000,0.000,1.000,1.000,0.928
[57 of 100],570000,0.000,1.000,1.000,0.928
[58 of 100],580000,0.000,1.000,1.000,0.928
[59 of 100],590000,0.000,1.000,1.000,0.929
[60 of 100],600000,0.000,1.000,1.000,0.930
[61 of 100],610000,0.000,1.000,1.000,0.930
[62 of 100],620000,0.000,1.000,1.000,0.931
[63 of 100],630000,0.000,1.000,1.000,0.932
[64 of 100],640000,0.000,1.000,1.000,0.931
[65 of 100],650000,0.000,1.000,1.000,0.931
[66 of 100],660000,0.000,1.000,1.000,0.931
[67 of 100],670000,0.000,1.000,1.000,0.932
