Loading datasets...
Datasets loaded to GPU.
Worker 7/8: sweep 0acb79e7, 25/200 runs

[worker 7] Run 1/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 131, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[78 of 100],780000,0.000,1.000,1.000,0.928
[79 of 100],790000,0.004,0.999,1.000,0.903
[80 of 100],800000,0.000,1.000,1.000,0.874
[81 of 100],810000,0.000,1.000,1.000,0.861
[82 of 100],820000,0.000,1.000,1.000,0.854
[83 of 100],830000,0.000,1.000,1.000,0.853
[84 of 100],840000,0.000,1.000,1.000,0.853
[85 of 100],850000,0.000,1.000,1.000,0.844
[86 of 100],860000,0.000,1.000,1.000,0.845
[87 of 100],870000,0.000,1.000,1.000,0.841
[88 of 100],880000,0.000,1.000,1.000,0.847
[89 of 100],890000,0.000,1.000,1.000,0.850
[90 of 100],900000,0.000,1.000,1.000,0.853
[91 of 100],910000,0.000,1.000,1.000,0.862
[92 of 100],920000,0.002,1.000,1.000,0.856
[93 of 100],930000,0.000,1.000,1.000,0.853
[94 of 100],940000,0.002,0.999,1.000,0.964
[95 of 100],950000,0.000,1.000,1.000,0.962
[96 of 100],960000,0.000,1.000,1.000,0.958
[97 of 100],970000,0.000,1.000,1.000,0.955
[98 of 100],980000,0.000,1.000,0.998,0.823
[99 of 100],990000,0.004,0.999,1.000,0.939
[100 of 100],1000000,0.001,1.000,1.000,0.954

[worker 7] Run 2/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 293, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.128,0.956,1.000,0.920
[2 of 100],20000,0.016,0.997,1.000,0.983
[3 of 100],30000,0.002,1.000,1.000,0.981
[4 of 100],40000,0.000,1.000,1.000,0.981
[5 of 100],50000,0.000,1.000,1.000,0.981
[6 of 100],60000,0.008,0.998,0.996,0.640
[7 of 100],70000,0.002,1.000,1.000,0.740
[8 of 100],80000,0.007,0.998,1.000,0.658
[9 of 100],90000,0.000,1.000,1.000,0.669
[10 of 100],100000,0.000,1.000,1.000,0.671
[11 of 100],110000,0.000,1.000,1.000,0.676
[12 of 100],120000,0.000,1.000,1.000,0.682
[13 of 100],130000,0.000,1.000,1.000,0.685
[14 of 100],140000,0.000,1.000,1.000,0.684
[15 of 100],150000,0.000,1.000,1.000,0.684
[16 of 100],160000,0.000,1.000,1.000,0.683
[17 of 100],170000,0.000,1.000,1.000,0.681
[18 of 100],180000,0.000,1.000,1.000,0.682
[19 of 100],190000,0.000,1.000,1.000,0.684
[20 of 100],200000,0.000,1.000,1.000,0.684
[21 of 100],210000,0.000,1.000,1.000,0.684
[22 of 100],220000,0.000,1.000,1.000,0.683
[23 of 100],230000,0.000,1.000,1.000,0.685
[24 of 100],240000,0.000,1.000,1.000,0.690
[25 of 100],250000,0.005,0.999,1.000,0.715
[26 of 100],260000,0.000,1.000,1.000,0.703
[27 of 100],270000,0.000,1.000,1.000,0.700
[28 of 100],280000,0.000,1.000,1.000,0.700
[29 of 100],290000,0.000,1.000,1.000,0.699
[30 of 100],300000,0.010,0.997,1.000,0.886
[31 of 100],310000,0.000,1.000,1.000,0.884
[32 of 100],320000,0.000,1.000,1.000,0.880
[33 of 100],330000,0.000,1.000,1.000,0.874
[34 of 100],340000,0.000,1.000,1.000,0.870
[35 of 100],350000,0.000,1.000,1.000,0.863
[36 of 100],360000,0.000,1.000,1.000,0.850
[37 of 100],370000,0.000,1.000,1.000,0.846
[38 of 100],380000,0.000,1.000,1.000,0.839
[39 of 100],390000,0.000,1.000,1.000,0.838
[40 of 100],400000,0.000,1.000,1.000,0.834
[41 of 100],410000,0.000,1.000,1.000,0.826
[42 of 100],420000,0.000,1.000,1.000,0.824
[43 of 100],430000,0.000,1.000,1.000,0.825
[44 of 100],440000,0.000,1.000,1.000,0.826
[45 of 100],450000,0.000,1.000,1.000,0.827
[46 of 100],460000,0.000,1.000,1.000,0.826
[47 of 100],470000,0.000,1.000,1.000,0.831
[48 of 100],480000,0.000,1.000,1.000,0.834
[49 of 100],490000,0.008,0.999,1.000,0.866
[50 of 100],500000,0.000,1.000,1.000,0.853
[51 of 100],510000,0.000,1.000,1.000,0.846
[52 of 100],520000,0.000,1.000,1.000,0.851
[53 of 100],530000,0.000,1.000,1.000,0.841
[54 of 100],540000,0.000,1.000,1.000,0.835
[55 of 100],550000,0.000,1.000,1.000,0.833
[56 of 100],560000,0.000,1.000,1.000,0.829
[57 of 100],570000,0.000,1.000,1.000,0.827
[58 of 100],580000,0.000,1.000,1.000,0.826
[59 of 100],590000,0.000,1.000,1.000,0.827
[60 of 100],600000,0.000,1.000,1.000,0.827
[61 of 100],610000,0.000,1.000,1.000,0.828
[62 of 100],620000,0.000,1.000,1.000,0.829
[63 of 100],630000,0.000,1.000,1.000,0.829
[64 of 100],640000,0.000,1.000,1.000,0.832
[65 of 100],650000,0.002,1.000,1.000,0.880
[66 of 100],660000,0.000,1.000,1.000,0.847
[67 of 100],670000,0.000,1.000,1.000,0.851
[68 of 100],680000,0.000,1.000,1.000,0.853
[69 of 100],690000,0.000,1.000,1.000,0.856
[70 of 100],700000,0.000,1.000,1.000,0.860
[71 of 100],710000,0.018,0.997,1.000,0.907
[72 of 100],720000,0.000,1.000,1.000,0.903
[73 of 100],730000,0.000,1.000,1.000,0.902
[74 of 100],740000,0.000,1.000,1.000,0.906
[75 of 100],750000,0.000,1.000,1.000,0.912
[76 of 100],760000,0.000,1.000,1.000,0.915
[77 of 100],770000,0.000,1.000,1.000,0.917
[78 of 100],780000,0.000,1.000,1.000,0.924
[79 of 100],790000,0.000,1.000,1.000,0.933
[80 of 100],800000,0.000,1.000,1.000,0.940
[81 of 100],810000,0.000,1.000,1.000,0.944
[82 of 100],820000,0.000,1.000,1.000,0.948
[83 of 100],830000,0.000,1.000,1.000,0.949
[84 of 100],840000,0.000,1.000,1.000,0.951
[85 of 100],850000,0.000,1.000,1.000,0.959
[86 of 100],860000,0.000,1.000,1.000,0.962
[87 of 100],870000,0.000,1.000,1.000,0.958
[88 of 100],880000,0.000,1.000,1.000,0.966
[89 of 100],890000,0.000,1.000,1.000,0.969
[90 of 100],900000,0.000,1.000,1.000,0.972
[91 of 100],910000,0.000,1.000,1.000,0.967
[92 of 100],920000,0.000,1.000,1.000,0.962
[93 of 100],930000,0.000,1.000,1.000,0.963
[94 of 100],940000,0.012,0.998,1.000,0.926
[95 of 100],950000,0.000,1.000,1.000,0.899
[96 of 100],960000,0.000,1.000,1.000,0.890
[97 of 100],970000,0.000,1.000,1.000,0.887
[98 of 100],980000,0.000,1.000,1.000,0.885
[99 of 100],990000,0.000,1.000,1.000,0.882
[100 of 100],1000000,0.000,1.000,1.000,0.881

[worker 7] Run 3/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 467, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.122,0.959,0.999,0.831
[2 of 100],20000,0.016,0.996,1.000,0.786
[3 of 100],30000,0.010,0.998,1.000,0.801
[4 of 100],40000,0.004,0.999,1.000,0.762
[5 of 100],50000,0.012,0.997,1.000,0.661
[6 of 100],60000,0.016,0.995,1.000,0.876
[7 of 100],70000,0.001,1.000,1.000,0.835
[8 of 100],80000,0.014,0.997,1.000,0.677
[9 of 100],90000,0.002,1.000,1.000,0.706
[10 of 100],100000,0.000,1.000,1.000,0.706
[11 of 100],110000,0.000,1.000,1.000,0.724
[12 of 100],120000,0.000,1.000,1.000,0.705
[13 of 100],130000,0.000,1.000,1.000,0.695
[14 of 100],140000,0.000,1.000,1.000,0.696
[15 of 100],150000,0.000,1.000,1.000,0.694
[16 of 100],160000,0.014,0.997,1.000,0.794
[17 of 100],170000,0.003,0.999,1.000,0.561
[18 of 100],180000,0.000,1.000,1.000,0.530
[19 of 100],190000,0.000,1.000,1.000,0.523
[20 of 100],200000,0.000,1.000,1.000,0.523
[21 of 100],210000,0.000,1.000,1.000,0.502
[22 of 100],220000,0.000,1.000,1.000,0.502
[23 of 100],230000,0.000,1.000,1.000,0.498
[24 of 100],240000,0.011,0.997,1.000,0.605
[25 of 100],250000,0.003,0.999,1.000,0.543
[26 of 100],260000,0.000,1.000,1.000,0.521
[27 of 100],270000,0.001,1.000,1.000,0.674
[28 of 100],280000,0.000,1.000,1.000,0.657
[29 of 100],290000,0.004,0.999,1.000,0.799
[30 of 100],300000,0.000,1.000,1.000,0.761
[31 of 100],310000,0.000,1.000,1.000,0.723
[32 of 100],320000,0.000,1.000,1.000,0.731
[33 of 100],330000,0.000,1.000,1.000,0.709
[34 of 100],340000,0.001,1.000,1.000,0.602
[35 of 100],350000,0.006,0.999,1.000,0.850
[36 of 100],360000,0.000,1.000,1.000,0.850
[37 of 100],370000,0.004,0.999,1.000,0.925
[38 of 100],380000,0.000,1.000,1.000,0.923
[39 of 100],390000,0.003,0.999,1.000,0.643
[40 of 100],400000,0.002,0.999,1.000,0.756
[41 of 100],410000,0.001,1.000,1.000,0.686
[42 of 100],420000,0.001,1.000,1.000,0.530
[43 of 100],430000,0.000,1.000,1.000,0.476
[44 of 100],440000,0.000,1.000,1.000,0.490
[45 of 100],450000,0.000,1.000,1.000,0.496
[46 of 100],460000,0.005,0.999,1.000,0.620
[47 of 100],470000,0.001,1.000,1.000,0.716
[48 of 100],480000,0.000,1.000,1.000,0.704
[49 of 100],490000,0.001,1.000,1.000,0.612
[50 of 100],500000,0.000,1.000,1.000,0.610
[51 of 100],510000,0.000,1.000,1.000,0.613
[52 of 100],520000,0.000,1.000,1.000,0.599
[53 of 100],530000,0.000,1.000,1.000,0.594
[54 of 100],540000,0.005,0.999,1.000,0.408
[55 of 100],550000,0.000,1.000,1.000,0.401
[56 of 100],560000,0.000,1.000,1.000,0.402
[57 of 100],570000,0.000,1.000,1.000,0.400
[58 of 100],580000,0.000,1.000,1.000,0.401
[59 of 100],590000,0.000,1.000,1.000,0.406
[60 of 100],600000,0.000,1.000,1.000,0.413
[61 of 100],610000,0.000,1.000,1.000,0.421
[62 of 100],620000,0.000,1.000,1.000,0.426
[63 of 100],630000,0.000,1.000,1.000,0.426
[64 of 100],640000,0.000,1.000,1.000,0.432
[65 of 100],650000,0.000,1.000,1.000,0.430
[66 of 100],660000,0.000,1.000,1.000,0.434
[67 of 100],670000,0.000,1.000,1.000,0.442
[68 of 100],680000,0.000,1.000,1.000,0.442
[69 of 100],690000,0.000,1.000,1.000,0.444
[70 of 100],700000,0.000,1.000,1.000,0.443
[71 of 100],710000,0.000,1.000,1.000,0.443
[72 of 100],720000,0.000,1.000,1.000,0.444
[73 of 100],730000,0.000,1.000,1.000,0.445
[74 of 100],740000,0.000,1.000,1.000,0.446
[75 of 100],750000,0.000,1.000,1.000,0.448
[76 of 100],760000,0.008,0.999,1.000,0.831
[77 of 100],770000,0.000,1.000,1.000,0.812
[78 of 100],780000,0.000,1.000,1.000,0.779
[79 of 100],790000,0.004,0.999,1.000,0.763
[80 of 100],800000,0.000,1.000,1.000,0.709
[81 of 100],810000,0.000,1.000,1.000,0.709
[82 of 100],820000,0.000,1.000,1.000,0.726
[83 of 100],830000,0.000,1.000,1.000,0.713
[84 of 100],840000,0.000,1.000,1.000,0.699
[85 of 100],850000,0.000,1.000,1.000,0.681
[86 of 100],860000,0.000,1.000,1.000,0.678
[87 of 100],870000,0.000,1.000,1.000,0.672
[88 of 100],880000,0.000,1.000,1.000,0.670
[89 of 100],890000,0.000,1.000,1.000,0.669
[90 of 100],900000,0.000,1.000,1.000,0.664
[91 of 100],910000,0.000,1.000,1.000,0.670
[92 of 100],920000,0.000,1.000,1.000,0.667
[93 of 100],930000,0.013,0.998,1.000,0.485
[94 of 100],940000,0.002,1.000,1.000,0.387
[95 of 100],950000,0.000,1.000,1.000,0.367
[96 of 100],960000,0.000,1.000,1.000,0.358
[97 of 100],970000,0.002,0.999,1.000,0.600
[98 of 100],980000,0.001,1.000,1.000,0.525
[99 of 100],990000,0.000,1.000,1.000,0.518
[100 of 100],1000000,0.000,1.000,1.000,0.531

[worker 7] Run 4/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 653, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.143,0.951,0.998,0.750
[2 of 100],20000,0.017,0.996,1.000,0.761
[3 of 100],30000,0.014,0.996,1.000,0.616
[4 of 100],40000,0.004,0.999,1.000,0.745
[5 of 100],50000,0.013,0.996,1.000,0.619
[6 of 100],60000,0.006,0.998,1.000,0.671
[7 of 100],70000,0.009,0.998,1.000,0.663
[8 of 100],80000,0.001,1.000,1.000,0.637
[9 of 100],90000,0.001,1.000,1.000,0.610
[10 of 100],100000,0.000,1.000,1.000,0.609
[11 of 100],110000,0.000,1.000,1.000,0.608
[12 of 100],120000,0.000,1.000,1.000,0.602
[13 of 100],130000,0.000,1.000,1.000,0.605
[14 of 100],140000,0.000,1.000,1.000,0.602
[15 of 100],150000,0.000,1.000,1.000,0.605
[16 of 100],160000,0.014,0.997,1.000,0.839
[17 of 100],170000,0.000,1.000,1.000,0.843
[18 of 100],180000,0.000,1.000,1.000,0.827
[19 of 100],190000,0.000,1.000,1.000,0.834
[20 of 100],200000,0.000,1.000,1.000,0.832
[21 of 100],210000,0.000,1.000,1.000,0.826
[22 of 100],220000,0.000,1.000,1.000,0.824
[23 of 100],230000,0.011,0.997,1.000,0.489
[24 of 100],240000,0.001,1.000,1.000,0.406
[25 of 100],250000,0.008,0.998,1.000,0.624
[26 of 100],260000,0.000,1.000,1.000,0.580
[27 of 100],270000,0.000,1.000,1.000,0.570
[28 of 100],280000,0.000,1.000,1.000,0.557
[29 of 100],290000,0.009,0.998,0.999,0.637
[30 of 100],300000,0.000,1.000,1.000,0.260
[31 of 100],310000,0.000,1.000,1.000,0.257
[32 of 100],320000,0.000,1.000,1.000,0.259
[33 of 100],330000,0.000,1.000,1.000,0.285
[34 of 100],340000,0.008,0.998,0.998,0.818
[35 of 100],350000,0.003,0.999,0.999,0.767
[36 of 100],360000,0.000,1.000,1.000,0.669
[37 of 100],370000,0.000,1.000,1.000,0.608
[38 of 100],380000,0.000,1.000,1.000,0.608
[39 of 100],390000,0.000,1.000,1.000,0.623
[40 of 100],400000,0.000,1.000,1.000,0.592
[41 of 100],410000,0.000,1.000,1.000,0.576
[42 of 100],420000,0.008,0.998,1.000,0.793
[43 of 100],430000,0.000,1.000,0.998,0.976
[44 of 100],440000,0.003,0.999,1.000,0.577
[45 of 100],450000,0.000,1.000,1.000,0.532
[46 of 100],460000,0.000,1.000,1.000,0.432
[47 of 100],470000,0.000,1.000,1.000,0.450
[48 of 100],480000,0.000,1.000,1.000,0.447
[49 of 100],490000,0.003,1.000,1.000,0.467
[50 of 100],500000,0.000,1.000,1.000,0.518
[51 of 100],510000,0.000,1.000,1.000,0.528
[52 of 100],520000,0.000,1.000,1.000,0.527
[53 of 100],530000,0.000,1.000,1.000,0.521
[54 of 100],540000,0.000,1.000,1.000,0.513
[55 of 100],550000,0.000,1.000,1.000,0.506
[56 of 100],560000,0.008,0.998,1.000,0.511
[57 of 100],570000,0.000,1.000,1.000,0.468
[58 of 100],580000,0.000,1.000,1.000,0.361
[59 of 100],590000,0.000,1.000,1.000,0.503
[60 of 100],600000,0.000,1.000,1.000,0.383
[61 of 100],610000,0.000,1.000,1.000,0.359
[62 of 100],620000,0.000,1.000,1.000,0.345
[63 of 100],630000,0.000,1.000,1.000,0.325
[64 of 100],640000,0.000,1.000,1.000,0.314
[65 of 100],650000,0.000,1.000,1.000,0.306
[66 of 100],660000,0.000,1.000,1.000,0.292
[67 of 100],670000,0.000,1.000,1.000,0.285
[68 of 100],680000,0.000,1.000,1.000,0.279
[69 of 100],690000,0.000,1.000,1.000,0.270
[70 of 100],700000,0.000,1.000,1.000,0.261
[71 of 100],710000,0.000,1.000,1.000,0.253
[72 of 100],720000,0.000,1.000,1.000,0.250
[73 of 100],730000,0.000,1.000,1.000,0.245
[74 of 100],740000,0.000,1.000,1.000,0.245
[75 of 100],750000,0.000,1.000,1.000,0.242
[76 of 100],760000,0.000,1.000,1.000,0.237
[77 of 100],770000,0.000,1.000,1.000,0.236
[78 of 100],780000,0.000,1.000,1.000,0.235
[79 of 100],790000,0.000,1.000,1.000,0.233
[80 of 100],800000,0.000,1.000,1.000,0.233
[81 of 100],810000,0.000,1.000,1.000,0.231
[82 of 100],820000,0.000,1.000,1.000,0.231
[83 of 100],830000,0.000,1.000,1.000,0.233
[84 of 100],840000,0.000,1.000,1.000,0.232
[85 of 100],850000,0.000,1.000,1.000,0.232
[86 of 100],860000,0.000,1.000,1.000,0.230
[87 of 100],870000,0.000,1.000,1.000,0.228
[88 of 100],880000,0.000,1.000,1.000,0.232
[89 of 100],890000,0.000,1.000,1.000,0.228
[90 of 100],900000,0.000,1.000,1.000,0.230
[91 of 100],910000,0.000,1.000,1.000,0.231
[92 of 100],920000,0.000,1.000,1.000,0.231
[93 of 100],930000,0.000,1.000,1.000,0.232
[94 of 100],940000,0.000,1.000,1.000,0.231
[95 of 100],950000,0.000,1.000,1.000,0.232
[96 of 100],960000,0.000,1.000,1.000,0.232
[97 of 100],970000,0.000,1.000,1.000,0.232
[98 of 100],980000,0.000,1.000,1.000,0.233
[99 of 100],990000,0.000,1.000,1.000,0.233
[100 of 100],1000000,0.000,1.000,1.000,0.234

[worker 7] Run 5/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 839, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.123,0.957,0.995,0.705
[2 of 100],20000,0.016,0.996,1.000,0.702
[3 of 100],30000,0.023,0.994,0.995,0.921
[4 of 100],40000,0.006,0.998,1.000,0.799
[5 of 100],50000,0.016,0.996,1.000,0.781
[6 of 100],60000,0.001,1.000,1.000,0.636
[7 of 100],70000,0.000,1.000,1.000,0.704
[8 of 100],80000,0.000,1.000,1.000,0.710
[9 of 100],90000,0.000,1.000,1.000,0.717
[10 of 100],100000,0.000,1.000,1.000,0.721
[11 of 100],110000,0.000,1.000,1.000,0.731
[12 of 100],120000,0.000,1.000,1.000,0.738
[13 of 100],130000,0.000,1.000,1.000,0.746
[14 of 100],140000,0.000,1.000,1.000,0.747
[15 of 100],150000,0.000,1.000,1.000,0.750
[16 of 100],160000,0.028,0.994,1.000,0.647
[17 of 100],170000,0.006,0.998,0.999,0.729
[18 of 100],180000,0.003,0.999,0.995,0.790
[19 of 100],190000,0.002,0.999,1.000,0.720
[20 of 100],200000,0.000,1.000,1.000,0.713
[21 of 100],210000,0.000,1.000,1.000,0.714
[22 of 100],220000,0.000,1.000,1.000,0.713
[23 of 100],230000,0.007,0.998,1.000,0.911
[24 of 100],240000,0.001,0.999,1.000,0.859
[25 of 100],250000,0.001,1.000,1.000,0.598
[26 of 100],260000,0.000,1.000,1.000,0.604
[27 of 100],270000,0.000,1.000,1.000,0.607
[28 of 100],280000,0.000,1.000,1.000,0.611
[29 of 100],290000,0.000,1.000,1.000,0.651
[30 of 100],300000,0.000,1.000,1.000,0.648
[31 of 100],310000,0.000,1.000,1.000,0.645
[32 of 100],320000,0.000,1.000,1.000,0.653
[33 of 100],330000,0.012,0.998,1.000,0.913
[34 of 100],340000,0.001,1.000,0.999,0.716
[35 of 100],350000,0.000,1.000,1.000,0.839
[36 of 100],360000,0.000,1.000,1.000,0.811
[37 of 100],370000,0.004,0.999,1.000,0.483
[38 of 100],380000,0.000,1.000,1.000,0.520
[39 of 100],390000,0.000,1.000,1.000,0.524
[40 of 100],400000,0.000,1.000,1.000,0.520
[41 of 100],410000,0.000,1.000,1.000,0.526
[42 of 100],420000,0.007,0.998,1.000,0.647
[43 of 100],430000,0.000,1.000,1.000,0.669
[44 of 100],440000,0.000,1.000,1.000,0.677
[45 of 100],450000,0.000,1.000,1.000,0.675
[46 of 100],460000,0.000,1.000,1.000,0.670
[47 of 100],470000,0.000,1.000,1.000,0.658
[48 of 100],480000,0.000,1.000,1.000,0.658
[49 of 100],490000,0.015,0.996,1.000,0.940
[50 of 100],500000,0.001,1.000,1.000,0.924
[51 of 100],510000,0.000,1.000,1.000,0.933
[52 of 100],520000,0.003,0.999,1.000,0.855
[53 of 100],530000,0.000,1.000,1.000,0.855
[54 of 100],540000,0.000,1.000,1.000,0.865
[55 of 100],550000,0.000,1.000,1.000,0.866
[56 of 100],560000,0.000,1.000,1.000,0.866
[57 of 100],570000,0.000,1.000,1.000,0.877
[58 of 100],580000,0.000,1.000,1.000,0.869
[59 of 100],590000,0.000,1.000,1.000,0.866
[60 of 100],600000,0.000,1.000,1.000,0.862
[61 of 100],610000,0.000,1.000,1.000,0.862
[62 of 100],620000,0.000,1.000,1.000,0.858
[63 of 100],630000,0.000,1.000,1.000,0.857
[64 of 100],640000,0.000,1.000,1.000,0.855
[65 of 100],650000,0.003,0.999,0.977,0.403
[66 of 100],660000,0.002,0.999,1.000,0.627
[67 of 100],670000,0.000,1.000,1.000,0.631
[68 of 100],680000,0.000,1.000,1.000,0.677
[69 of 100],690000,0.000,1.000,1.000,0.708
[70 of 100],700000,0.000,1.000,1.000,0.699
[71 of 100],710000,0.000,1.000,1.000,0.691
[72 of 100],720000,0.000,1.000,1.000,0.689
[73 of 100],730000,0.000,1.000,1.000,0.692
[74 of 100],740000,0.000,1.000,1.000,0.699
[75 of 100],750000,0.000,1.000,1.000,0.696
[76 of 100],760000,0.003,0.999,1.000,0.870
[77 of 100],770000,0.000,1.000,1.000,0.873
[78 of 100],780000,0.000,1.000,1.000,0.875
[79 of 100],790000,0.000,1.000,1.000,0.877
[80 of 100],800000,0.000,1.000,1.000,0.878
[81 of 100],810000,0.000,1.000,1.000,0.877
[82 of 100],820000,0.000,1.000,1.000,0.885
[83 of 100],830000,0.000,1.000,1.000,0.879
[84 of 100],840000,0.019,0.997,1.000,0.997
[85 of 100],850000,0.000,1.000,1.000,0.996
[86 of 100],860000,0.000,1.000,1.000,0.996
[87 of 100],870000,0.000,1.000,1.000,0.996
[88 of 100],880000,0.000,1.000,1.000,0.996
[89 of 100],890000,0.000,1.000,1.000,0.996
[90 of 100],900000,0.000,1.000,1.000,0.996
[91 of 100],910000,0.000,1.000,1.000,0.996
[92 of 100],920000,0.000,1.000,1.000,0.996
[93 of 100],930000,0.007,0.998,1.000,0.835
[94 of 100],940000,0.001,0.999,1.000,0.861
[95 of 100],950000,0.002,0.999,1.000,0.808
