Loading datasets...
Datasets loaded to GPU.
Worker 7/8: sweep 0acb79e7, 25/200 runs

[worker 7] Run 1/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 131, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[96 of 100],960000,0.000,1.000,1.000,0.843
[97 of 100],970000,0.000,1.000,1.000,0.836
[98 of 100],980000,0.000,1.000,1.000,0.846
[99 of 100],990000,0.000,1.000,1.000,0.849
[100 of 100],1000000,0.000,1.000,1.000,0.705

[worker 7] Run 6/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 1013, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.111,0.964,1.000,0.803
[2 of 100],20000,0.003,1.000,1.000,0.787
[3 of 100],30000,0.001,1.000,1.000,0.720
[4 of 100],40000,0.000,1.000,1.000,0.725
[5 of 100],50000,0.024,0.994,0.986,0.884
[6 of 100],60000,0.014,0.996,1.000,0.642
[7 of 100],70000,0.002,1.000,1.000,0.602
[8 of 100],80000,0.001,1.000,1.000,0.758
[9 of 100],90000,0.012,0.997,1.000,0.787
[10 of 100],100000,0.000,1.000,1.000,0.863
[11 of 100],110000,0.000,1.000,1.000,0.845
[12 of 100],120000,0.006,0.999,1.000,0.794
[13 of 100],130000,0.008,0.997,1.000,0.805
[14 of 100],140000,0.000,1.000,1.000,0.790
[15 of 100],150000,0.000,1.000,1.000,0.797
[16 of 100],160000,0.005,0.999,1.000,0.798
[17 of 100],170000,0.000,1.000,1.000,0.775
[18 of 100],180000,0.000,1.000,1.000,0.784
[19 of 100],190000,0.007,0.998,0.999,0.923
[20 of 100],200000,0.000,1.000,1.000,0.886
[21 of 100],210000,0.005,0.999,1.000,0.923
[22 of 100],220000,0.000,1.000,1.000,0.916
[23 of 100],230000,0.006,0.999,1.000,0.899
[24 of 100],240000,0.000,1.000,1.000,0.903
[25 of 100],250000,0.000,1.000,1.000,0.917
[26 of 100],260000,0.000,1.000,1.000,0.925
[27 of 100],270000,0.000,1.000,1.000,0.921
[28 of 100],280000,0.000,1.000,1.000,0.918
[29 of 100],290000,0.000,1.000,1.000,0.915
[30 of 100],300000,0.000,1.000,1.000,0.913
[31 of 100],310000,0.000,1.000,1.000,0.913
[32 of 100],320000,0.000,1.000,1.000,0.911
[33 of 100],330000,0.000,1.000,1.000,0.900
[34 of 100],340000,0.006,0.999,0.998,0.908
[35 of 100],350000,0.001,1.000,1.000,0.873
[36 of 100],360000,0.000,1.000,1.000,0.866
[37 of 100],370000,0.000,1.000,1.000,0.872
[38 of 100],380000,0.000,1.000,1.000,0.863
[39 of 100],390000,0.008,0.999,0.999,0.881
[40 of 100],400000,0.000,1.000,1.000,0.933
[41 of 100],410000,0.000,1.000,1.000,0.931
[42 of 100],420000,0.000,1.000,1.000,0.909
[43 of 100],430000,0.000,1.000,1.000,0.917
[44 of 100],440000,0.000,1.000,1.000,0.927
[45 of 100],450000,0.000,1.000,1.000,0.880
[46 of 100],460000,0.009,0.998,1.000,0.969
[47 of 100],470000,0.001,1.000,1.000,0.958
[48 of 100],480000,0.000,1.000,1.000,0.958
[49 of 100],490000,0.000,1.000,1.000,0.959
[50 of 100],500000,0.000,1.000,1.000,0.960
[51 of 100],510000,0.000,1.000,1.000,0.961
[52 of 100],520000,0.000,1.000,1.000,0.962
[53 of 100],530000,0.000,1.000,1.000,0.964
[54 of 100],540000,0.000,1.000,1.000,0.966
[55 of 100],550000,0.000,1.000,1.000,0.968
[56 of 100],560000,0.000,1.000,1.000,0.972
[57 of 100],570000,0.000,1.000,1.000,0.972
[58 of 100],580000,0.000,1.000,1.000,0.972
[59 of 100],590000,0.000,1.000,1.000,0.972
[60 of 100],600000,0.000,1.000,1.000,0.972
[61 of 100],610000,0.000,1.000,1.000,0.972
[62 of 100],620000,0.000,1.000,1.000,0.972
[63 of 100],630000,0.000,1.000,1.000,0.971
[64 of 100],640000,0.000,1.000,1.000,0.971
[65 of 100],650000,0.003,0.999,1.000,0.976
[66 of 100],660000,0.001,1.000,1.000,0.657
[67 of 100],670000,0.000,1.000,1.000,0.752
[68 of 100],680000,0.006,0.999,1.000,0.868
[69 of 100],690000,0.000,1.000,1.000,0.852
[70 of 100],700000,0.000,1.000,1.000,0.862
[71 of 100],710000,0.001,1.000,1.000,0.940
[72 of 100],720000,0.000,1.000,1.000,0.936
[73 of 100],730000,0.000,1.000,1.000,0.936
[74 of 100],740000,0.000,1.000,1.000,0.934
[75 of 100],750000,0.000,1.000,1.000,0.934
[76 of 100],760000,0.000,1.000,1.000,0.932
[77 of 100],770000,0.000,1.000,1.000,0.931
[78 of 100],780000,0.000,1.000,1.000,0.931
[79 of 100],790000,0.000,1.000,1.000,0.933
[80 of 100],800000,0.000,1.000,1.000,0.932
[81 of 100],810000,0.000,1.000,1.000,0.931
[82 of 100],820000,0.000,1.000,1.000,0.932
[83 of 100],830000,0.000,1.000,1.000,0.932
[84 of 100],840000,0.000,1.000,1.000,0.931
[85 of 100],850000,0.000,1.000,1.000,0.931
[86 of 100],860000,0.000,1.000,1.000,0.930
[87 of 100],870000,0.000,1.000,1.000,0.928
[88 of 100],880000,0.000,1.000,1.000,0.927
[89 of 100],890000,0.000,1.000,1.000,0.927
[90 of 100],900000,0.000,1.000,1.000,0.925
[91 of 100],910000,0.000,1.000,1.000,0.925
[92 of 100],920000,0.000,1.000,1.000,0.921
[93 of 100],930000,0.000,1.000,1.000,0.920
[94 of 100],940000,0.000,1.000,1.000,0.919
[95 of 100],950000,0.000,1.000,1.000,0.919
[96 of 100],960000,0.000,1.000,1.000,0.919
[97 of 100],970000,0.000,1.000,1.000,0.918
[98 of 100],980000,0.000,1.000,1.000,0.918
[99 of 100],990000,0.000,1.000,1.000,0.910
[100 of 100],1000000,0.000,1.000,1.000,0.916

[worker 7] Run 7/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 97, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.141,0.951,1.000,0.744
[2 of 100],20000,0.088,0.970,0.994,0.707
[3 of 100],30000,0.013,0.997,1.000,0.770
[4 of 100],40000,0.004,0.999,1.000,0.634
[5 of 100],50000,0.000,1.000,1.000,0.663
[6 of 100],60000,0.000,1.000,1.000,0.651
[7 of 100],70000,0.041,0.985,0.953,0.569
[8 of 100],80000,0.013,0.997,1.000,0.868
[9 of 100],90000,0.000,1.000,1.000,0.868
[10 of 100],100000,0.000,1.000,1.000,0.871
[11 of 100],110000,0.000,1.000,1.000,0.868
[12 of 100],120000,0.000,1.000,1.000,0.873
[13 of 100],130000,0.000,1.000,1.000,0.879
[14 of 100],140000,0.000,1.000,1.000,0.879
[15 of 100],150000,0.000,1.000,1.000,0.882
[16 of 100],160000,0.000,1.000,1.000,0.885
[17 of 100],170000,0.000,1.000,1.000,0.888
[18 of 100],180000,0.000,1.000,1.000,0.888
[19 of 100],190000,0.000,1.000,1.000,0.889
[20 of 100],200000,0.000,1.000,1.000,0.890
[21 of 100],210000,0.000,1.000,1.000,0.891
[22 of 100],220000,0.000,1.000,1.000,0.892
[23 of 100],230000,0.000,1.000,1.000,0.893
[24 of 100],240000,0.000,1.000,1.000,0.892
[25 of 100],250000,0.000,1.000,1.000,0.892
[26 of 100],260000,0.000,1.000,1.000,0.892
[27 of 100],270000,0.000,1.000,1.000,0.892
[28 of 100],280000,0.000,1.000,1.000,0.892
[29 of 100],290000,0.000,1.000,1.000,0.892
[30 of 100],300000,0.000,1.000,1.000,0.892
[31 of 100],310000,0.000,1.000,1.000,0.892
[32 of 100],320000,0.000,1.000,1.000,0.893
[33 of 100],330000,0.000,1.000,1.000,0.894
[34 of 100],340000,0.000,1.000,1.000,0.894
[35 of 100],350000,0.000,1.000,1.000,0.894
[36 of 100],360000,0.000,1.000,1.000,0.895
[37 of 100],370000,0.000,1.000,1.000,0.896
[38 of 100],380000,0.000,1.000,1.000,0.896
[39 of 100],390000,0.000,1.000,1.000,0.904
[40 of 100],400000,0.000,1.000,1.000,0.908
[41 of 100],410000,0.000,1.000,1.000,0.907
[42 of 100],420000,0.000,1.000,1.000,0.907
[43 of 100],430000,0.000,1.000,1.000,0.907
[44 of 100],440000,0.000,1.000,1.000,0.905
[45 of 100],450000,0.000,1.000,1.000,0.904
[46 of 100],460000,0.000,1.000,1.000,0.904
[47 of 100],470000,0.000,1.000,1.000,0.903
[48 of 100],480000,0.000,1.000,1.000,0.903
[49 of 100],490000,0.000,1.000,1.000,0.903
[50 of 100],500000,0.000,1.000,1.000,0.903
[51 of 100],510000,0.000,1.000,1.000,0.903
[52 of 100],520000,0.000,1.000,1.000,0.903
[53 of 100],530000,0.000,1.000,1.000,0.903
[54 of 100],540000,0.000,1.000,1.000,0.903
[55 of 100],550000,0.000,1.000,1.000,0.903
[56 of 100],560000,0.000,1.000,1.000,0.903
[57 of 100],570000,0.000,1.000,1.000,0.903
[58 of 100],580000,0.000,1.000,1.000,0.903
[59 of 100],590000,0.000,1.000,1.000,0.904
[60 of 100],600000,0.000,1.000,1.000,0.904
[61 of 100],610000,0.000,1.000,1.000,0.904
[62 of 100],620000,0.000,1.000,1.000,0.904
[63 of 100],630000,0.000,1.000,1.000,0.904
[64 of 100],640000,0.000,1.000,1.000,0.904
[65 of 100],650000,0.000,1.000,1.000,0.904
[66 of 100],660000,0.000,1.000,1.000,0.904
[67 of 100],670000,0.000,1.000,1.000,0.904
[68 of 100],680000,0.000,1.000,1.000,0.904
[69 of 100],690000,0.000,1.000,1.000,0.904
[70 of 100],700000,0.000,1.000,1.000,0.904
[71 of 100],710000,0.000,1.000,1.000,0.904
[72 of 100],720000,0.000,1.000,1.000,0.904
[73 of 100],730000,0.000,1.000,1.000,0.905
[74 of 100],740000,0.000,1.000,1.000,0.904
[75 of 100],750000,0.000,1.000,1.000,0.904
[76 of 100],760000,0.000,1.000,1.000,0.904
[77 of 100],770000,0.000,1.000,1.000,0.904
[78 of 100],780000,0.000,1.000,1.000,0.904
[79 of 100],790000,0.000,1.000,1.000,0.904
[80 of 100],800000,0.000,1.000,1.000,0.904
[81 of 100],810000,0.000,1.000,1.000,0.904
[82 of 100],820000,0.000,1.000,1.000,0.904
[83 of 100],830000,0.000,1.000,1.000,0.904
[84 of 100],840000,0.000,1.000,1.000,0.904
[85 of 100],850000,0.000,1.000,1.000,0.904
[86 of 100],860000,0.000,1.000,1.000,0.904
[87 of 100],870000,0.000,1.000,1.000,0.904
[88 of 100],880000,0.000,1.000,1.000,0.904
[89 of 100],890000,0.000,1.000,1.000,0.904
[90 of 100],900000,0.000,1.000,1.000,0.904
[91 of 100],910000,0.000,1.000,1.000,0.904
[92 of 100],920000,0.000,1.000,1.000,0.904
[93 of 100],930000,0.000,1.000,1.000,0.904
[94 of 100],940000,0.000,1.000,1.000,0.906
[95 of 100],950000,0.000,1.000,1.000,0.906
[96 of 100],960000,0.000,1.000,1.000,0.906
[97 of 100],970000,0.000,1.000,1.000,0.906
[98 of 100],980000,0.000,1.000,1.000,0.906
[99 of 100],990000,0.000,1.000,1.000,0.906
[100 of 100],1000000,0.000,1.000,1.000,0.906

[worker 7] Run 8/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 257, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.297,0.880,0.957,0.886
[2 of 100],20000,0.062,0.980,0.995,0.900
[3 of 100],30000,0.040,0.988,0.993,0.858
[4 of 100],40000,0.009,0.998,1.000,0.627
[5 of 100],50000,0.018,0.995,1.000,0.623
[6 of 100],60000,0.000,1.000,1.000,0.541
[7 of 100],70000,0.000,1.000,1.000,0.549
[8 of 100],80000,0.000,1.000,1.000,0.552
[9 of 100],90000,0.050,0.982,0.995,0.852
[10 of 100],100000,0.008,0.998,1.000,0.372
[11 of 100],110000,0.015,0.996,1.000,0.481
[12 of 100],120000,0.014,0.997,0.984,0.756
[13 of 100],130000,0.004,0.999,1.000,0.852
[14 of 100],140000,0.004,0.999,1.000,0.901
[15 of 100],150000,0.000,1.000,1.000,0.906
[16 of 100],160000,0.005,0.999,1.000,0.251
[17 of 100],170000,0.040,0.986,0.999,0.479
[18 of 100],180000,0.001,1.000,1.000,0.673
[19 of 100],190000,0.018,0.995,1.000,0.813
[20 of 100],200000,0.001,1.000,1.000,0.800
[21 of 100],210000,0.000,1.000,1.000,0.814
[22 of 100],220000,0.000,1.000,1.000,0.815
[23 of 100],230000,0.000,1.000,1.000,0.816
[24 of 100],240000,0.000,1.000,1.000,0.819
[25 of 100],250000,0.037,0.989,1.000,0.897
[26 of 100],260000,0.000,1.000,1.000,0.889
[27 of 100],270000,0.006,0.998,1.000,0.866
[28 of 100],280000,0.000,1.000,1.000,0.860
[29 of 100],290000,0.000,1.000,1.000,0.859
[30 of 100],300000,0.000,1.000,1.000,0.861
[31 of 100],310000,0.015,0.997,1.000,0.788
[32 of 100],320000,0.000,1.000,1.000,0.810
[33 of 100],330000,0.000,1.000,1.000,0.821
[34 of 100],340000,0.000,1.000,1.000,0.846
[35 of 100],350000,0.000,1.000,1.000,0.847
[36 of 100],360000,0.000,1.000,1.000,0.855
[37 of 100],370000,0.000,1.000,1.000,0.860
[38 of 100],380000,0.000,1.000,1.000,0.861
[39 of 100],390000,0.000,1.000,1.000,0.865
[40 of 100],400000,0.000,1.000,1.000,0.865
[41 of 100],410000,0.000,1.000,1.000,0.873
[42 of 100],420000,0.000,1.000,1.000,0.872
[43 of 100],430000,0.000,1.000,1.000,0.876
[44 of 100],440000,0.000,1.000,1.000,0.877
[45 of 100],450000,0.000,1.000,1.000,0.877
[46 of 100],460000,0.000,1.000,1.000,0.884
[47 of 100],470000,0.000,1.000,1.000,0.889
[48 of 100],480000,0.032,0.994,1.000,0.843
[49 of 100],490000,0.000,1.000,1.000,0.855
[50 of 100],500000,0.000,1.000,1.000,0.888
[51 of 100],510000,0.000,1.000,1.000,0.892
[52 of 100],520000,0.006,0.999,1.000,0.539
[53 of 100],530000,0.000,1.000,1.000,0.377
[54 of 100],540000,0.000,1.000,1.000,0.301
[55 of 100],550000,0.000,1.000,1.000,0.269
[56 of 100],560000,0.000,1.000,1.000,0.265
[57 of 100],570000,0.000,1.000,1.000,0.330
[58 of 100],580000,0.000,1.000,1.000,0.231
[59 of 100],590000,0.000,1.000,1.000,0.434
[60 of 100],600000,0.000,1.000,1.000,0.472
[61 of 100],610000,0.020,0.998,1.000,0.692
[62 of 100],620000,0.000,1.000,1.000,0.487
[63 of 100],630000,0.000,1.000,1.000,0.479
[64 of 100],640000,0.000,1.000,1.000,0.551
[65 of 100],650000,0.000,1.000,1.000,0.564
[66 of 100],660000,0.000,1.000,1.000,0.557
[67 of 100],670000,0.000,1.000,1.000,0.683
[68 of 100],680000,0.000,1.000,1.000,0.744
[69 of 100],690000,0.000,1.000,1.000,0.758
[70 of 100],700000,0.000,1.000,1.000,0.746
[71 of 100],710000,0.000,1.000,1.000,0.706
[72 of 100],720000,0.000,1.000,1.000,0.606
[73 of 100],730000,0.000,1.000,1.000,0.702
[74 of 100],740000,0.000,1.000,1.000,0.523
[75 of 100],750000,0.000,1.000,1.000,0.668
[76 of 100],760000,0.000,1.000,1.000,0.669
[77 of 100],770000,0.000,1.000,1.000,0.638
[78 of 100],780000,0.000,1.000,1.000,0.647
[79 of 100],790000,0.000,1.000,1.000,0.612
[80 of 100],800000,0.000,1.000,1.000,0.614
[81 of 100],810000,0.000,1.000,1.000,0.610
[82 of 100],820000,0.000,1.000,1.000,0.609
[83 of 100],830000,0.000,1.000,1.000,0.606
[84 of 100],840000,0.000,1.000,1.000,0.602
[85 of 100],850000,0.000,1.000,1.000,0.602
[86 of 100],860000,0.000,1.000,1.000,0.597
[87 of 100],870000,0.000,1.000,1.000,0.600
[88 of 100],880000,0.000,1.000,1.000,0.602
[89 of 100],890000,0.000,1.000,1.000,0.596
[90 of 100],900000,0.000,1.000,1.000,0.594
[91 of 100],910000,0.000,1.000,1.000,0.614
[92 of 100],920000,0.000,1.000,1.000,0.611
[93 of 100],930000,0.000,1.000,1.000,0.629
[94 of 100],940000,0.000,1.000,1.000,0.605
[95 of 100],950000,0.000,1.000,1.000,0.598
[96 of 100],960000,0.000,1.000,1.000,0.603
[97 of 100],970000,0.000,1.000,1.000,0.600
[98 of 100],980000,0.000,1.000,1.000,0.601
[99 of 100],990000,0.000,1.000,1.000,0.600
[100 of 100],1000000,0.000,1.000,1.000,0.612

[worker 7] Run 9/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 421, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.324,0.851,0.935,0.750
[2 of 100],20000,0.094,0.966,1.000,0.944
[3 of 100],30000,0.037,0.990,0.982,0.912
[4 of 100],40000,0.038,0.989,0.976,0.940
[5 of 100],50000,0.042,0.987,0.906,0.846
[6 of 100],60000,0.024,0.994,1.000,0.663
[7 of 100],70000,0.000,1.000,1.000,0.816
[8 of 100],80000,0.000,1.000,1.000,0.830
[9 of 100],90000,0.000,1.000,1.000,0.833
[10 of 100],100000,0.000,1.000,1.000,0.842
[11 of 100],110000,0.000,1.000,1.000,0.841
[12 of 100],120000,0.000,1.000,1.000,0.843
[13 of 100],130000,0.054,0.980,1.000,0.709
[14 of 100],140000,0.033,0.991,1.000,0.837
[15 of 100],150000,0.000,1.000,1.000,0.832
[16 of 100],160000,0.000,1.000,1.000,0.833
[17 of 100],170000,0.017,0.995,0.994,0.877
[18 of 100],180000,0.018,0.995,1.000,0.885
[19 of 100],190000,0.000,1.000,1.000,0.862
[20 of 100],200000,0.000,1.000,1.000,0.888
[21 of 100],210000,0.008,0.998,1.000,0.795
[22 of 100],220000,0.000,1.000,1.000,0.807
[23 of 100],230000,0.000,1.000,1.000,0.811
[24 of 100],240000,0.000,1.000,1.000,0.812
[25 of 100],250000,0.002,0.999,1.000,0.852
[26 of 100],260000,0.016,0.996,1.000,0.908
[27 of 100],270000,0.004,0.999,1.000,0.163
[28 of 100],280000,0.000,1.000,1.000,0.628
[29 of 100],290000,0.000,1.000,1.000,0.444
[30 of 100],300000,0.000,1.000,1.000,0.407
[31 of 100],310000,0.008,0.998,0.986,0.844
[32 of 100],320000,0.010,0.997,1.000,0.916
[33 of 100],330000,0.000,1.000,1.000,0.872
[34 of 100],340000,0.000,1.000,1.000,0.857
[35 of 100],350000,0.013,0.998,1.000,0.039
[36 of 100],360000,0.007,0.999,1.000,0.000
[37 of 100],370000,0.000,1.000,1.000,0.000
[38 of 100],380000,0.000,1.000,1.000,0.000
[39 of 100],390000,0.000,1.000,1.000,0.000
[40 of 100],400000,0.000,1.000,1.000,0.000
[41 of 100],410000,0.000,1.000,1.000,0.000
[42 of 100],420000,0.000,1.000,1.000,0.000
[43 of 100],430000,0.000,1.000,1.000,0.000
[44 of 100],440000,0.000,1.000,1.000,0.000
[45 of 100],450000,0.000,1.000,1.000,0.000
[46 of 100],460000,0.000,1.000,1.000,0.000
[47 of 100],470000,0.000,1.000,1.000,0.000
[48 of 100],480000,0.000,1.000,1.000,0.000
[49 of 100],490000,0.052,0.992,1.000,0.854
[50 of 100],500000,0.000,1.000,1.000,0.879
[51 of 100],510000,0.008,0.998,1.000,0.903
[52 of 100],520000,0.000,1.000,1.000,0.927
[53 of 100],530000,0.000,1.000,1.000,0.916
[54 of 100],540000,0.000,1.000,1.000,0.916
[55 of 100],550000,0.000,1.000,1.000,0.916
[56 of 100],560000,0.000,1.000,1.000,0.916
[57 of 100],570000,0.000,1.000,1.000,0.916
[58 of 100],580000,0.000,1.000,1.000,0.919
[59 of 100],590000,0.000,1.000,1.000,0.927
[60 of 100],600000,0.000,1.000,1.000,0.928
[61 of 100],610000,0.000,1.000,1.000,0.933
[62 of 100],620000,0.012,0.998,1.000,0.685
[63 of 100],630000,0.000,1.000,1.000,0.692
[64 of 100],640000,0.000,1.000,1.000,0.692
[65 of 100],650000,0.000,1.000,1.000,0.691
[66 of 100],660000,0.000,1.000,1.000,0.690
[67 of 100],670000,0.000,1.000,1.000,0.690
[68 of 100],680000,0.000,1.000,1.000,0.690
[69 of 100],690000,0.000,1.000,1.000,0.688
[70 of 100],700000,0.000,1.000,1.000,0.688
[71 of 100],710000,0.000,1.000,1.000,0.685
[72 of 100],720000,0.000,1.000,1.000,0.682
[73 of 100],730000,0.000,1.000,1.000,0.681
[74 of 100],740000,0.000,1.000,1.000,0.680
[75 of 100],750000,0.000,1.000,1.000,0.680
[76 of 100],760000,0.000,1.000,1.000,0.681
[77 of 100],770000,0.000,1.000,1.000,0.681
[78 of 100],780000,0.000,1.000,1.000,0.680
[79 of 100],790000,0.000,1.000,1.000,0.679
[80 of 100],800000,0.000,1.000,1.000,0.676
[81 of 100],810000,0.000,1.000,1.000,0.676
[82 of 100],820000,0.000,1.000,1.000,0.676
[83 of 100],830000,0.000,1.000,1.000,0.675
[84 of 100],840000,0.000,1.000,1.000,0.671
[85 of 100],850000,0.000,1.000,1.000,0.671
[86 of 100],860000,0.000,1.000,1.000,0.671
[87 of 100],870000,0.000,1.000,1.000,0.671
[88 of 100],880000,0.000,1.000,1.000,0.672
[89 of 100],890000,0.000,1.000,1.000,0.671
[90 of 100],900000,0.000,1.000,1.000,0.672
[91 of 100],910000,0.000,1.000,1.000,0.672
[92 of 100],920000,0.000,1.000,1.000,0.672
[93 of 100],930000,0.000,1.000,1.000,0.672
[94 of 100],940000,0.000,1.000,1.000,0.670
[95 of 100],950000,0.000,1.000,1.000,0.670
[96 of 100],960000,0.000,1.000,1.000,0.671
[97 of 100],970000,0.000,1.000,1.000,0.671
[98 of 100],980000,0.000,1.000,1.000,0.671
[99 of 100],990000,0.000,1.000,1.000,0.671
[100 of 100],1000000,0.000,1.000,1.000,0.671

[worker 7] Run 10/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 607, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.271,0.892,0.976,0.798
[2 of 100],20000,0.078,0.974,0.932,0.549
[3 of 100],30000,0.033,0.990,1.000,0.621
[4 of 100],40000,0.003,0.999,1.000,0.577
[5 of 100],50000,0.038,0.990,1.000,0.538
[6 of 100],60000,0.000,1.000,1.000,0.538
[7 of 100],70000,0.000,1.000,1.000,0.541
[8 of 100],80000,0.000,1.000,1.000,0.545
[9 of 100],90000,0.000,1.000,1.000,0.544
[10 of 100],100000,0.000,1.000,1.000,0.540
[11 of 100],110000,0.000,1.000,1.000,0.534
[12 of 100],120000,0.000,1.000,1.000,0.538
[13 of 100],130000,0.000,1.000,1.000,0.538
[14 of 100],140000,0.000,1.000,1.000,0.535
[15 of 100],150000,0.000,1.000,1.000,0.535
[16 of 100],160000,0.000,1.000,1.000,0.535
[17 of 100],170000,0.000,1.000,1.000,0.535
[18 of 100],180000,0.000,1.000,1.000,0.533
[19 of 100],190000,0.000,1.000,1.000,0.535
[20 of 100],200000,0.000,1.000,1.000,0.534
[21 of 100],210000,0.000,1.000,1.000,0.534
[22 of 100],220000,0.000,1.000,1.000,0.534
[23 of 100],230000,0.000,1.000,1.000,0.534
[24 of 100],240000,0.000,1.000,1.000,0.534
[25 of 100],250000,0.000,1.000,1.000,0.535
[26 of 100],260000,0.000,1.000,1.000,0.535
[27 of 100],270000,0.000,1.000,1.000,0.535
[28 of 100],280000,0.000,1.000,1.000,0.535
[29 of 100],290000,0.000,1.000,1.000,0.535
[30 of 100],300000,0.000,1.000,1.000,0.535
[31 of 100],310000,0.000,1.000,1.000,0.535
[32 of 100],320000,0.000,1.000,1.000,0.535
[33 of 100],330000,0.000,1.000,1.000,0.535
[34 of 100],340000,0.000,1.000,1.000,0.535
[35 of 100],350000,0.000,1.000,1.000,0.535
[36 of 100],360000,0.270,0.884,0.903,0.880
[37 of 100],370000,0.148,0.944,0.999,0.802
[38 of 100],380000,0.007,0.998,1.000,0.569
[39 of 100],390000,0.086,0.967,0.902,0.963
[40 of 100],400000,0.088,0.971,0.998,0.823
[41 of 100],410000,0.006,0.998,1.000,0.830
[42 of 100],420000,0.008,0.998,0.997,0.762
[43 of 100],430000,0.006,0.998,1.000,0.478
[44 of 100],440000,0.022,0.993,1.000,0.847
[45 of 100],450000,0.000,1.000,1.000,0.860
[46 of 100],460000,0.000,1.000,1.000,0.837
[47 of 100],470000,0.000,1.000,1.000,0.850
[48 of 100],480000,0.000,1.000,1.000,0.851
[49 of 100],490000,0.034,0.991,1.000,0.746
[50 of 100],500000,0.000,1.000,1.000,0.755
[51 of 100],510000,0.000,1.000,1.000,0.726
[52 of 100],520000,0.000,1.000,1.000,0.747
[53 of 100],530000,0.000,1.000,1.000,0.684
[54 of 100],540000,0.000,1.000,1.000,0.729
[55 of 100],550000,0.000,1.000,1.000,0.695
[56 of 100],560000,0.000,1.000,1.000,0.664
[57 of 100],570000,0.000,1.000,1.000,0.677
[58 of 100],580000,0.000,1.000,1.000,0.660
[59 of 100],590000,0.059,0.984,0.997,0.803
[60 of 100],600000,0.001,1.000,1.000,0.806
[61 of 100],610000,0.000,1.000,1.000,0.815
[62 of 100],620000,0.000,1.000,1.000,0.814
[63 of 100],630000,0.000,1.000,1.000,0.814
[64 of 100],640000,0.000,1.000,1.000,0.812
[65 of 100],650000,0.000,1.000,1.000,0.813
[66 of 100],660000,0.000,1.000,1.000,0.812
[67 of 100],670000,0.000,1.000,1.000,0.811
[68 of 100],680000,0.027,0.991,1.000,0.907
[69 of 100],690000,0.000,1.000,1.000,0.901
[70 of 100],700000,0.034,0.991,1.000,0.924
[71 of 100],710000,0.011,0.997,1.000,0.851
[72 of 100],720000,0.001,1.000,1.000,0.839
[73 of 100],730000,0.032,0.990,1.000,0.706
[74 of 100],740000,0.004,0.999,1.000,0.204
[75 of 100],750000,0.003,0.999,1.000,0.475
[76 of 100],760000,0.000,1.000,1.000,0.403
[77 of 100],770000,0.000,1.000,1.000,0.368
[78 of 100],780000,0.000,1.000,1.000,0.368
[79 of 100],790000,0.000,1.000,1.000,0.374
[80 of 100],800000,0.000,1.000,1.000,0.725
[81 of 100],810000,0.000,1.000,1.000,0.714
[82 of 100],820000,0.000,1.000,1.000,0.712
[83 of 100],830000,0.000,1.000,1.000,0.709
[84 of 100],840000,0.000,1.000,1.000,0.711
[85 of 100],850000,0.000,1.000,1.000,0.724
[86 of 100],860000,0.000,1.000,1.000,0.731
[87 of 100],870000,0.000,1.000,1.000,0.716
[88 of 100],880000,0.000,1.000,1.000,0.722
[89 of 100],890000,0.000,1.000,1.000,0.727
[90 of 100],900000,0.000,1.000,1.000,0.732
[91 of 100],910000,0.000,1.000,1.000,0.739
[92 of 100],920000,0.000,1.000,1.000,0.740
