Loading datasets...
Datasets loaded to GPU.
Worker 2/8: sweep 0acb79e7, 25/200 runs

[worker 2] Run 1/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 37, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[72 of 100],720000,0.000,1.000,1.000,0.335
[73 of 100],730000,0.000,1.000,1.000,0.324
[74 of 100],740000,0.000,1.000,1.000,0.306
[75 of 100],750000,0.000,1.000,1.000,0.282
[76 of 100],760000,0.000,1.000,1.000,0.257
[77 of 100],770000,0.000,1.000,1.000,0.234
[78 of 100],780000,0.000,1.000,1.000,0.210
[79 of 100],790000,0.000,1.000,1.000,0.190
[80 of 100],800000,0.000,1.000,1.000,0.171
[81 of 100],810000,0.000,1.000,1.000,0.152
[82 of 100],820000,0.000,1.000,1.000,0.126
[83 of 100],830000,0.000,1.000,1.000,0.113
[84 of 100],840000,0.000,1.000,1.000,0.102
[85 of 100],850000,0.000,1.000,1.000,0.090
[86 of 100],860000,0.000,1.000,1.000,0.077
[87 of 100],870000,0.000,1.000,1.000,0.081
[88 of 100],880000,0.000,1.000,1.000,0.066
[89 of 100],890000,0.000,1.000,1.000,0.054
[90 of 100],900000,0.000,1.000,1.000,0.045
[91 of 100],910000,0.003,0.999,1.000,0.592
[92 of 100],920000,0.000,1.000,1.000,0.590
[93 of 100],930000,0.000,1.000,1.000,0.589
[94 of 100],940000,0.000,1.000,1.000,0.613
[95 of 100],950000,0.000,1.000,1.000,0.609
[96 of 100],960000,0.000,1.000,1.000,0.606
[97 of 100],970000,0.000,1.000,1.000,0.594
[98 of 100],980000,0.000,1.000,1.000,0.594
[99 of 100],990000,0.008,0.998,1.000,0.508
[100 of 100],1000000,0.001,1.000,1.000,0.511

[worker 2] Run 2/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 191, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.138,0.951,1.000,0.698
[2 of 100],20000,0.031,0.992,1.000,0.735
[3 of 100],30000,0.007,0.998,1.000,0.574
[4 of 100],40000,0.010,0.997,1.000,0.642
[5 of 100],50000,0.013,0.997,1.000,0.605
[6 of 100],60000,0.008,0.998,1.000,0.634
[7 of 100],70000,0.000,1.000,1.000,0.572
[8 of 100],80000,0.006,0.999,1.000,0.722
[9 of 100],90000,0.001,1.000,1.000,0.646
[10 of 100],100000,0.000,1.000,1.000,0.630
[11 of 100],110000,0.007,0.998,1.000,0.591
[12 of 100],120000,0.002,0.999,1.000,0.627
[13 of 100],130000,0.000,1.000,1.000,0.599
[14 of 100],140000,0.000,1.000,1.000,0.576
[15 of 100],150000,0.000,1.000,1.000,0.560
[16 of 100],160000,0.003,1.000,1.000,0.349
[17 of 100],170000,0.000,1.000,1.000,0.545
[18 of 100],180000,0.000,1.000,1.000,0.509
[19 of 100],190000,0.000,1.000,1.000,0.497
[20 of 100],200000,0.000,1.000,1.000,0.491
[21 of 100],210000,0.000,1.000,1.000,0.480
[22 of 100],220000,0.000,1.000,1.000,0.476
[23 of 100],230000,0.000,1.000,1.000,0.465
[24 of 100],240000,0.000,1.000,1.000,0.454
[25 of 100],250000,0.000,1.000,1.000,0.453
[26 of 100],260000,0.000,1.000,1.000,0.446
[27 of 100],270000,0.000,1.000,1.000,0.447
[28 of 100],280000,0.000,1.000,1.000,0.442
[29 of 100],290000,0.000,1.000,1.000,0.438
[30 of 100],300000,0.000,1.000,1.000,0.437
[31 of 100],310000,0.000,1.000,1.000,0.437
[32 of 100],320000,0.000,1.000,1.000,0.437
[33 of 100],330000,0.000,1.000,1.000,0.436
[34 of 100],340000,0.011,0.998,0.996,0.704
[35 of 100],350000,0.004,0.999,0.999,0.616
[36 of 100],360000,0.000,1.000,1.000,0.564
[37 of 100],370000,0.000,1.000,1.000,0.500
[38 of 100],380000,0.000,1.000,1.000,0.455
[39 of 100],390000,0.000,1.000,1.000,0.425
[40 of 100],400000,0.000,1.000,1.000,0.403
[41 of 100],410000,0.000,1.000,1.000,0.392
[42 of 100],420000,0.000,1.000,1.000,0.004
[43 of 100],430000,0.000,1.000,1.000,0.002
[44 of 100],440000,0.000,1.000,1.000,0.002
[45 of 100],450000,0.000,1.000,1.000,0.001
[46 of 100],460000,0.000,1.000,1.000,0.001
[47 of 100],470000,0.000,1.000,1.000,0.001
[48 of 100],480000,0.000,1.000,1.000,0.001
[49 of 100],490000,0.000,1.000,1.000,0.000
[50 of 100],500000,0.000,1.000,1.000,0.001
[51 of 100],510000,0.000,1.000,1.000,0.001
[52 of 100],520000,0.000,1.000,1.000,0.001
[53 of 100],530000,0.000,1.000,1.000,0.001
[54 of 100],540000,0.000,1.000,1.000,0.001
[55 of 100],550000,0.000,1.000,1.000,0.001
[56 of 100],560000,0.000,1.000,1.000,0.001
[57 of 100],570000,0.000,1.000,1.000,0.003
[58 of 100],580000,0.000,1.000,1.000,0.002
[59 of 100],590000,0.000,1.000,1.000,0.002
[60 of 100],600000,0.000,1.000,1.000,0.001
[61 of 100],610000,0.000,1.000,1.000,0.001
[62 of 100],620000,0.000,1.000,1.000,0.001
[63 of 100],630000,0.000,1.000,1.000,0.001
[64 of 100],640000,0.000,1.000,1.000,0.001
[65 of 100],650000,0.000,1.000,1.000,0.001
[66 of 100],660000,0.000,1.000,1.000,0.001
[67 of 100],670000,0.000,1.000,1.000,0.001
[68 of 100],680000,0.000,1.000,1.000,0.001
[69 of 100],690000,0.000,1.000,1.000,0.001
[70 of 100],700000,0.000,1.000,1.000,0.001
[71 of 100],710000,0.000,1.000,1.000,0.002
[72 of 100],720000,0.000,1.000,1.000,0.002
[73 of 100],730000,0.000,1.000,1.000,0.002
[74 of 100],740000,0.000,1.000,1.000,0.002
[75 of 100],750000,0.000,1.000,1.000,0.002
[76 of 100],760000,0.000,1.000,1.000,0.002
[77 of 100],770000,0.000,1.000,1.000,0.002
[78 of 100],780000,0.000,1.000,1.000,0.002
[79 of 100],790000,0.000,1.000,1.000,0.002
[80 of 100],800000,0.000,1.000,1.000,0.002
[81 of 100],810000,0.000,1.000,1.000,0.002
[82 of 100],820000,0.000,1.000,1.000,0.002
[83 of 100],830000,0.000,1.000,1.000,0.003
[84 of 100],840000,0.000,1.000,1.000,0.002
[85 of 100],850000,0.000,1.000,1.000,0.003
[86 of 100],860000,0.000,1.000,1.000,0.003
[87 of 100],870000,0.000,1.000,1.000,0.002
[88 of 100],880000,0.000,1.000,1.000,0.002
[89 of 100],890000,0.000,1.000,1.000,0.002
[90 of 100],900000,0.000,1.000,1.000,0.003
[91 of 100],910000,0.000,1.000,1.000,0.003
[92 of 100],920000,0.000,1.000,1.000,0.003
[93 of 100],930000,0.000,1.000,1.000,0.003
[94 of 100],940000,0.000,1.000,1.000,0.003
[95 of 100],950000,0.000,1.000,1.000,0.003
[96 of 100],960000,0.000,1.000,1.000,0.003
[97 of 100],970000,0.000,1.000,1.000,0.003
[98 of 100],980000,0.000,1.000,1.000,0.003
[99 of 100],990000,0.000,1.000,1.000,0.003
[100 of 100],1000000,0.000,1.000,1.000,0.003

[worker 2] Run 3/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 359, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.134,0.954,1.000,0.837
[2 of 100],20000,0.014,0.998,1.000,0.820
[3 of 100],30000,0.022,0.995,0.998,0.887
[4 of 100],40000,0.011,0.997,1.000,0.716
[5 of 100],50000,0.009,0.997,1.000,0.734
[6 of 100],60000,0.006,0.998,0.996,0.510
[7 of 100],70000,0.008,0.998,1.000,0.728
[8 of 100],80000,0.001,1.000,1.000,0.722
[9 of 100],90000,0.000,1.000,1.000,0.674
[10 of 100],100000,0.000,1.000,1.000,0.698
[11 of 100],110000,0.000,1.000,1.000,0.700
[12 of 100],120000,0.000,1.000,1.000,0.704
[13 of 100],130000,0.000,1.000,1.000,0.703
[14 of 100],140000,0.000,1.000,1.000,0.701
[15 of 100],150000,0.000,1.000,1.000,0.628
[16 of 100],160000,0.021,0.995,1.000,0.698
[17 of 100],170000,0.000,1.000,1.000,0.674
[18 of 100],180000,0.000,1.000,1.000,0.670
[19 of 100],190000,0.000,1.000,1.000,0.676
[20 of 100],200000,0.000,1.000,1.000,0.686
[21 of 100],210000,0.000,1.000,1.000,0.688
[22 of 100],220000,0.000,1.000,1.000,0.683
[23 of 100],230000,0.000,1.000,1.000,0.681
[24 of 100],240000,0.000,1.000,1.000,0.678
[25 of 100],250000,0.012,0.998,1.000,0.791
[26 of 100],260000,0.006,0.998,1.000,0.780
[27 of 100],270000,0.001,0.999,1.000,0.660
[28 of 100],280000,0.000,1.000,1.000,0.655
[29 of 100],290000,0.000,1.000,1.000,0.643
[30 of 100],300000,0.000,1.000,1.000,0.637
[31 of 100],310000,0.000,1.000,1.000,0.631
[32 of 100],320000,0.000,1.000,1.000,0.622
[33 of 100],330000,0.012,0.998,1.000,0.634
[34 of 100],340000,0.001,1.000,1.000,0.610
[35 of 100],350000,0.000,1.000,1.000,0.619
[36 of 100],360000,0.000,1.000,1.000,0.616
[37 of 100],370000,0.000,1.000,1.000,0.610
[38 of 100],380000,0.000,1.000,1.000,0.614
[39 of 100],390000,0.000,1.000,1.000,0.614
[40 of 100],400000,0.000,1.000,1.000,0.613
[41 of 100],410000,0.000,1.000,1.000,0.623
[42 of 100],420000,0.000,1.000,1.000,0.622
[43 of 100],430000,0.000,1.000,1.000,0.616
[44 of 100],440000,0.000,1.000,1.000,0.616
[45 of 100],450000,0.000,1.000,1.000,0.615
[46 of 100],460000,0.000,1.000,1.000,0.614
[47 of 100],470000,0.000,1.000,1.000,0.613
[48 of 100],480000,0.000,1.000,1.000,0.615
[49 of 100],490000,0.008,0.999,1.000,0.668
[50 of 100],500000,0.002,0.999,1.000,0.700
[51 of 100],510000,0.000,1.000,1.000,0.723
[52 of 100],520000,0.000,1.000,1.000,0.740
[53 of 100],530000,0.000,1.000,1.000,0.718
[54 of 100],540000,0.000,1.000,1.000,0.750
[55 of 100],550000,0.000,1.000,1.000,0.756
[56 of 100],560000,0.000,1.000,1.000,0.739
[57 of 100],570000,0.000,1.000,1.000,0.757
[58 of 100],580000,0.000,1.000,1.000,0.768
[59 of 100],590000,0.000,1.000,1.000,0.774
[60 of 100],600000,0.000,1.000,1.000,0.769
[61 of 100],610000,0.000,1.000,1.000,0.727
[62 of 100],620000,0.000,1.000,1.000,0.737
[63 of 100],630000,0.000,1.000,1.000,0.739
[64 of 100],640000,0.000,1.000,1.000,0.740
[65 of 100],650000,0.000,1.000,1.000,0.730
[66 of 100],660000,0.000,1.000,1.000,0.733
[67 of 100],670000,0.000,1.000,1.000,0.733
[68 of 100],680000,0.000,1.000,1.000,0.731
[69 of 100],690000,0.000,1.000,1.000,0.728
[70 of 100],700000,0.000,1.000,1.000,0.729
[71 of 100],710000,0.000,1.000,1.000,0.723
[72 of 100],720000,0.000,1.000,1.000,0.731
[73 of 100],730000,0.000,1.000,1.000,0.724
[74 of 100],740000,0.000,1.000,1.000,0.718
[75 of 100],750000,0.000,1.000,1.000,0.715
[76 of 100],760000,0.009,0.999,1.000,0.716
[77 of 100],770000,0.000,1.000,1.000,0.709
[78 of 100],780000,0.003,0.999,1.000,0.746
[79 of 100],790000,0.000,1.000,1.000,0.733
[80 of 100],800000,0.000,1.000,1.000,0.720
[81 of 100],810000,0.000,1.000,1.000,0.707
[82 of 100],820000,0.000,1.000,1.000,0.712
[83 of 100],830000,0.000,1.000,1.000,0.707
[84 of 100],840000,0.000,1.000,1.000,0.705
[85 of 100],850000,0.000,1.000,1.000,0.705
[86 of 100],860000,0.000,1.000,1.000,0.708
[87 of 100],870000,0.000,1.000,1.000,0.698
[88 of 100],880000,0.000,1.000,1.000,0.699
[89 of 100],890000,0.000,1.000,1.000,0.703
[90 of 100],900000,0.000,1.000,1.000,0.704
[91 of 100],910000,0.000,1.000,1.000,0.706
[92 of 100],920000,0.000,1.000,1.000,0.691
[93 of 100],930000,0.000,1.000,1.000,0.702
[94 of 100],940000,0.006,0.999,1.000,0.753
[95 of 100],950000,0.000,1.000,1.000,0.694
[96 of 100],960000,0.000,1.000,1.000,0.688
[97 of 100],970000,0.003,0.999,1.000,0.894
[98 of 100],980000,0.000,1.000,1.000,0.920
[99 of 100],990000,0.001,1.000,1.000,0.871
[100 of 100],1000000,0.000,1.000,1.000,0.867

[worker 2] Run 4/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 541, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.114,0.960,1.000,0.728
[2 of 100],20000,0.003,1.000,1.000,0.741
[3 of 100],30000,0.037,0.990,1.000,0.752
[4 of 100],40000,0.010,0.998,0.999,0.813
[5 of 100],50000,0.007,0.998,1.000,0.853
[6 of 100],60000,0.003,0.999,0.999,0.565
[7 of 100],70000,0.001,1.000,1.000,0.709
[8 of 100],80000,0.001,1.000,1.000,0.706
[9 of 100],90000,0.000,1.000,1.000,0.714
[10 of 100],100000,0.000,1.000,1.000,0.722
[11 of 100],110000,0.000,1.000,1.000,0.725
[12 of 100],120000,0.000,1.000,1.000,0.820
[13 of 100],130000,0.000,1.000,1.000,0.807
[14 of 100],140000,0.000,1.000,1.000,0.806
[15 of 100],150000,0.000,1.000,1.000,0.792
[16 of 100],160000,0.012,0.997,1.000,0.834
[17 of 100],170000,0.003,0.999,1.000,0.552
[18 of 100],180000,0.000,1.000,1.000,0.553
[19 of 100],190000,0.000,1.000,1.000,0.556
[20 of 100],200000,0.000,1.000,1.000,0.562
[21 of 100],210000,0.000,1.000,1.000,0.569
[22 of 100],220000,0.000,1.000,1.000,0.580
[23 of 100],230000,0.000,1.000,1.000,0.588
[24 of 100],240000,0.000,1.000,1.000,0.590
[25 of 100],250000,0.017,0.996,1.000,0.828
[26 of 100],260000,0.000,1.000,1.000,0.829
[27 of 100],270000,0.000,1.000,1.000,0.818
[28 of 100],280000,0.000,1.000,1.000,0.817
[29 of 100],290000,0.009,0.998,1.000,0.772
[30 of 100],300000,0.000,1.000,1.000,0.718
[31 of 100],310000,0.001,1.000,1.000,0.512
[32 of 100],320000,0.000,1.000,1.000,0.503
[33 of 100],330000,0.002,0.999,1.000,0.589
[34 of 100],340000,0.001,1.000,1.000,0.238
[35 of 100],350000,0.000,1.000,1.000,0.182
[36 of 100],360000,0.000,1.000,1.000,0.159
[37 of 100],370000,0.000,1.000,1.000,0.157
[38 of 100],380000,0.000,1.000,1.000,0.157
[39 of 100],390000,0.000,1.000,1.000,0.164
[40 of 100],400000,0.000,1.000,1.000,0.169
[41 of 100],410000,0.000,1.000,1.000,0.180
[42 of 100],420000,0.006,0.998,1.000,0.241
[43 of 100],430000,0.001,1.000,1.000,0.603
[44 of 100],440000,0.000,1.000,1.000,0.376
[45 of 100],450000,0.000,1.000,1.000,0.361
[46 of 100],460000,0.002,0.999,1.000,0.535
[47 of 100],470000,0.000,1.000,1.000,0.479
[48 of 100],480000,0.000,1.000,1.000,0.472
[49 of 100],490000,0.000,1.000,1.000,0.420
[50 of 100],500000,0.000,1.000,1.000,0.417
[51 of 100],510000,0.000,1.000,1.000,0.408
[52 of 100],520000,0.000,1.000,1.000,0.403
[53 of 100],530000,0.000,1.000,1.000,0.407
[54 of 100],540000,0.000,1.000,1.000,0.404
[55 of 100],550000,0.000,1.000,1.000,0.407
[56 of 100],560000,0.000,1.000,1.000,0.397
[57 of 100],570000,0.000,1.000,1.000,0.395
[58 of 100],580000,0.000,1.000,1.000,0.403
[59 of 100],590000,0.000,1.000,1.000,0.403
[60 of 100],600000,0.000,1.000,1.000,0.411
[61 of 100],610000,0.000,1.000,1.000,0.403
[62 of 100],620000,0.000,1.000,1.000,0.410
[63 of 100],630000,0.000,1.000,1.000,0.413
[64 of 100],640000,0.000,1.000,1.000,0.415
[65 of 100],650000,0.000,1.000,1.000,0.002
[66 of 100],660000,0.012,0.999,1.000,0.203
[67 of 100],670000,0.000,1.000,1.000,0.203
[68 of 100],680000,0.000,1.000,1.000,0.203
[69 of 100],690000,0.000,1.000,1.000,0.203
[70 of 100],700000,0.000,1.000,1.000,0.203
[71 of 100],710000,0.000,1.000,1.000,0.203
[72 of 100],720000,0.000,1.000,1.000,0.202
[73 of 100],730000,0.000,1.000,1.000,0.202
[74 of 100],740000,0.000,1.000,1.000,0.202
[75 of 100],750000,0.000,1.000,1.000,0.201
[76 of 100],760000,0.004,0.999,1.000,0.305
[77 of 100],770000,0.000,1.000,1.000,0.234
[78 of 100],780000,0.000,1.000,1.000,0.202
[79 of 100],790000,0.000,1.000,1.000,0.184
[80 of 100],800000,0.000,1.000,1.000,0.163
[81 of 100],810000,0.000,1.000,1.000,0.148
[82 of 100],820000,0.000,1.000,1.000,0.135
[83 of 100],830000,0.000,1.000,1.000,0.126
[84 of 100],840000,0.000,1.000,1.000,0.122
[85 of 100],850000,0.000,1.000,1.000,0.120
[86 of 100],860000,0.000,1.000,1.000,0.125
[87 of 100],870000,0.000,1.000,1.000,0.116
[88 of 100],880000,0.000,1.000,1.000,0.121
[89 of 100],890000,0.000,1.000,1.000,0.128
[90 of 100],900000,0.000,1.000,1.000,0.136
[91 of 100],910000,0.000,1.000,1.000,0.140
[92 of 100],920000,0.000,1.000,1.000,0.139
[93 of 100],930000,0.000,1.000,1.000,0.136
[94 of 100],940000,0.000,1.000,1.000,0.136
[95 of 100],950000,0.000,1.000,1.000,0.136
[96 of 100],960000,0.000,1.000,1.000,0.141
[97 of 100],970000,0.000,1.000,1.000,0.142
[98 of 100],980000,0.000,1.000,1.000,0.146
[99 of 100],990000,0.000,1.000,1.000,0.147
[100 of 100],1000000,0.000,1.000,1.000,0.146

[worker 2] Run 5/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 727, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.105,0.965,0.993,0.831
[2 of 100],20000,0.009,0.998,0.950,0.880
[3 of 100],30000,0.006,0.998,1.000,0.840
[4 of 100],40000,0.001,1.000,1.000,0.866
[5 of 100],50000,0.000,1.000,1.000,0.900
[6 of 100],60000,0.000,1.000,1.000,0.874
[7 of 100],70000,0.000,1.000,1.000,0.862
[8 of 100],80000,0.000,1.000,1.000,0.845
[9 of 100],90000,0.000,1.000,1.000,0.840
[10 of 100],100000,0.000,1.000,1.000,0.836
[11 of 100],110000,0.000,1.000,1.000,0.832
[12 of 100],120000,0.000,1.000,1.000,0.829
[13 of 100],130000,0.000,1.000,1.000,0.831
[14 of 100],140000,0.000,1.000,1.000,0.829
[15 of 100],150000,0.000,1.000,1.000,0.829
[16 of 100],160000,0.013,0.998,1.000,0.785
[17 of 100],170000,0.000,1.000,1.000,0.814
[18 of 100],180000,0.000,1.000,1.000,0.831
[19 of 100],190000,0.003,0.999,1.000,0.873
[20 of 100],200000,0.000,1.000,1.000,0.890
[21 of 100],210000,0.000,1.000,1.000,0.901
[22 of 100],220000,0.000,1.000,1.000,0.907
[23 of 100],230000,0.000,1.000,1.000,0.841
[24 of 100],240000,0.000,1.000,1.000,0.852
[25 of 100],250000,0.004,0.999,1.000,0.872
[26 of 100],260000,0.000,1.000,1.000,0.885
[27 of 100],270000,0.000,1.000,1.000,0.892
[28 of 100],280000,0.000,1.000,1.000,0.890
[29 of 100],290000,0.004,0.999,1.000,0.540
[30 of 100],300000,0.000,1.000,1.000,0.549
[31 of 100],310000,0.000,1.000,1.000,0.567
[32 of 100],320000,0.000,1.000,1.000,0.573
[33 of 100],330000,0.000,1.000,1.000,0.584
[34 of 100],340000,0.002,0.999,1.000,0.634
[35 of 100],350000,0.000,1.000,1.000,0.690
[36 of 100],360000,0.000,1.000,1.000,0.695
[37 of 100],370000,0.000,1.000,1.000,0.702
[38 of 100],380000,0.000,1.000,1.000,0.709
[39 of 100],390000,0.000,1.000,1.000,0.723
[40 of 100],400000,0.000,1.000,1.000,0.747
[41 of 100],410000,0.000,1.000,1.000,0.763
[42 of 100],420000,0.009,0.998,1.000,0.812
[43 of 100],430000,0.000,1.000,1.000,0.811
[44 of 100],440000,0.000,1.000,1.000,0.821
[45 of 100],450000,0.000,1.000,1.000,0.837
[46 of 100],460000,0.000,1.000,1.000,0.839
[47 of 100],470000,0.000,1.000,1.000,0.848
[48 of 100],480000,0.000,1.000,1.000,0.848
[49 of 100],490000,0.000,1.000,1.000,0.753
[50 of 100],500000,0.000,1.000,1.000,0.795
[51 of 100],510000,0.000,1.000,1.000,0.811
[52 of 100],520000,0.000,1.000,1.000,0.826
[53 of 100],530000,0.000,1.000,1.000,0.814
[54 of 100],540000,0.000,1.000,1.000,0.821
[55 of 100],550000,0.000,1.000,1.000,0.808
[56 of 100],560000,0.000,1.000,1.000,0.817
[57 of 100],570000,0.000,1.000,1.000,0.825
[58 of 100],580000,0.000,1.000,1.000,0.823
[59 of 100],590000,0.000,1.000,1.000,0.829
[60 of 100],600000,0.000,1.000,1.000,0.827
[61 of 100],610000,0.000,1.000,1.000,0.828
[62 of 100],620000,0.000,1.000,1.000,0.825
[63 of 100],630000,0.000,1.000,1.000,0.825
[64 of 100],640000,0.000,1.000,1.000,0.828
[65 of 100],650000,0.000,1.000,1.000,0.829
[66 of 100],660000,0.000,1.000,1.000,0.823
[67 of 100],670000,0.000,1.000,1.000,0.827
[68 of 100],680000,0.000,1.000,1.000,0.830
[69 of 100],690000,0.000,1.000,1.000,0.821
[70 of 100],700000,0.000,1.000,1.000,0.822
[71 of 100],710000,0.000,1.000,1.000,0.822
[72 of 100],720000,0.000,1.000,1.000,0.822
[73 of 100],730000,0.000,1.000,1.000,0.821
[74 of 100],740000,0.000,1.000,1.000,0.820
[75 of 100],750000,0.000,1.000,1.000,0.820
[76 of 100],760000,0.000,1.000,1.000,0.820
[77 of 100],770000,0.000,1.000,1.000,0.817
[78 of 100],780000,0.000,1.000,1.000,0.820
[79 of 100],790000,0.000,1.000,1.000,0.820
[80 of 100],800000,0.000,1.000,1.000,0.820
[81 of 100],810000,0.000,1.000,1.000,0.820
[82 of 100],820000,0.000,1.000,1.000,0.821
[83 of 100],830000,0.000,1.000,1.000,0.821
[84 of 100],840000,0.000,1.000,1.000,0.821
[85 of 100],850000,0.000,1.000,1.000,0.821
[86 of 100],860000,0.000,1.000,1.000,0.821
[87 of 100],870000,0.000,1.000,1.000,0.820
[88 of 100],880000,0.000,1.000,1.000,0.820
[89 of 100],890000,0.000,1.000,1.000,0.821
[90 of 100],900000,0.000,1.000,1.000,0.821
[91 of 100],910000,0.000,1.000,1.000,0.821
[92 of 100],920000,0.000,1.000,1.000,0.821
[93 of 100],930000,0.000,1.000,1.000,0.822
[94 of 100],940000,0.000,1.000,1.000,0.821
[95 of 100],950000,0.000,1.000,1.000,0.821
