sweep_id,run_id,batch_size,opt,lr,wd,rdm_seed,n_layer,n_head,n_embd,embd_pdrop,resid_pdrop,attn_pdrop,datapoints_seen,train_acc,indist_acc,ood_acc
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,230000,1.0,1.0,0.6890000104904175
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,230000,1.0,1.0,0.8610000610351562
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,230000,1.0,1.0,0.984000027179718
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,310000,1.0,1.0,0.3110000193119049
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,230000,1.0,1.0,0.6650000214576721
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,250000,1.0,1.0,0.8330000638961792
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,320000,1.0,1.0,0.31700000166893
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,240000,1.0,1.0,0.8890000581741333
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,240000,1.0,1.0,0.8580000400543213
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,240000,1.0,1.0,0.6920000314712524
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,240000,1.0,1.0,0.8520000576972961
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,240000,1.0,1.0,0.9860000610351562
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,260000,1.0,1.0,0.8330000638961792
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,330000,1.0,1.0,0.3180000185966491
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,240000,1.0,1.0,0.6650000214576721
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,250000,0.998199999332428,1.0,0.8970000147819519
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,250000,1.0,1.0,0.8660000562667847
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,250000,0.9967999458312988,1.0,0.6340000033378601
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,250000,1.0,1.0,0.8410000205039978
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,340000,1.0,1.0,0.31700000166893
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,270000,1.0,1.0,0.8330000638961792
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,250000,1.0,1.0,0.990000069141388
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,250000,1.0,1.0,0.6630000472068787
0acb79e7,8e1c81e8,8,adam,0.0001,0,53,3,4,64,0,0,0,260000,1.0,1.0,0.8970000147819519
0acb79e7,26bef1f1,8,adam,0.0001,0,19,3,4,64,0,0,0,260000,1.0,1.0,0.8680000305175781
0acb79e7,84b7f2a7,8,adam,0.0001,0,37,3,4,64,0,0,0,260000,1.0,1.0,0.6480000019073486
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,350000,1.0,1.0,0.3130000233650207
0acb79e7,e19a7227,8,adam,0.0001,0,131,3,4,64,0,0,0,260000,1.0,1.0,0.8350000381469727
0acb79e7,7ef20fd6,8,adam,0.0001,0,97,3,4,64,0,0,0,280000,1.0,1.0,0.8330000638961792
0acb79e7,74f334e4,8,adam,0.0001,0,113,3,4,64,0,0,0,260000,1.0,1.0,0.9940000176429749
0acb79e7,c6962a2b,8,adam,0.0001,0,71,3,4,64,0,0,0,260000,1.0,1.0,0.6670000553131104
0acb79e7,6dc71cae,8,adam,0.0001,0,7,3,4,64,0,0,0,360000,1.0,1.0,0.3110000193119049
