Loading datasets...
Datasets loaded to GPU.
Worker 5/8: sweep 0acb79e7, 25/200 runs

[worker 5] Run 1/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 97, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[96 of 100],960000,0.000,1.000,1.000,0.736
[97 of 100],970000,0.000,1.000,1.000,0.683
[98 of 100],980000,0.001,1.000,1.000,0.762
[99 of 100],990000,0.001,1.000,1.000,0.584
[100 of 100],1000000,0.000,1.000,1.000,0.541

[worker 5] Run 6/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.0001, 'wd': 0, 'rdm_seed': 977, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.121,0.959,1.000,0.821
[2 of 100],20000,0.016,0.995,1.000,0.861
[3 of 100],30000,0.017,0.995,1.000,0.685
[4 of 100],40000,0.004,0.999,1.000,0.818
[5 of 100],50000,0.000,1.000,1.000,0.811
[6 of 100],60000,0.016,0.996,1.000,0.772
[7 of 100],70000,0.006,0.999,1.000,0.846
[8 of 100],80000,0.001,1.000,1.000,0.840
[9 of 100],90000,0.000,1.000,1.000,0.774
[10 of 100],100000,0.000,1.000,1.000,0.851
[11 of 100],110000,0.000,1.000,1.000,0.836
[12 of 100],120000,0.000,1.000,1.000,0.831
[13 of 100],130000,0.000,1.000,1.000,0.814
[14 of 100],140000,0.000,1.000,1.000,0.805
[15 of 100],150000,0.000,1.000,1.000,0.805
[16 of 100],160000,0.032,0.993,1.000,0.949
[17 of 100],170000,0.001,0.999,0.999,0.916
[18 of 100],180000,0.006,0.999,1.000,0.838
[19 of 100],190000,0.002,1.000,1.000,0.794
[20 of 100],200000,0.005,0.999,1.000,0.643
[21 of 100],210000,0.000,1.000,1.000,0.702
[22 of 100],220000,0.000,1.000,1.000,0.725
[23 of 100],230000,0.000,1.000,1.000,0.700
[24 of 100],240000,0.000,1.000,1.000,0.743
[25 of 100],250000,0.009,0.998,1.000,0.826
[26 of 100],260000,0.000,1.000,1.000,0.827
[27 of 100],270000,0.000,1.000,1.000,0.826
[28 of 100],280000,0.000,1.000,1.000,0.840
[29 of 100],290000,0.005,0.999,1.000,0.843
[30 of 100],300000,0.000,1.000,1.000,0.853
[31 of 100],310000,0.000,1.000,1.000,0.903
[32 of 100],320000,0.000,1.000,1.000,0.901
[33 of 100],330000,0.000,1.000,1.000,0.898
[34 of 100],340000,0.002,0.999,0.975,0.611
[35 of 100],350000,0.002,0.999,1.000,0.727
[36 of 100],360000,0.000,1.000,1.000,0.728
[37 of 100],370000,0.002,0.999,1.000,0.641
[38 of 100],380000,0.000,1.000,1.000,0.678
[39 of 100],390000,0.000,1.000,1.000,0.698
[40 of 100],400000,0.000,1.000,1.000,0.721
[41 of 100],410000,0.000,1.000,1.000,0.736
[42 of 100],420000,0.006,0.999,1.000,0.189
[43 of 100],430000,0.000,1.000,1.000,0.196
[44 of 100],440000,0.000,1.000,1.000,0.195
[45 of 100],450000,0.000,1.000,1.000,0.195
[46 of 100],460000,0.000,1.000,1.000,0.181
[47 of 100],470000,0.000,1.000,1.000,0.176
[48 of 100],480000,0.000,1.000,1.000,0.180
[49 of 100],490000,0.000,1.000,1.000,0.184
[50 of 100],500000,0.000,1.000,1.000,0.184
[51 of 100],510000,0.000,1.000,1.000,0.183
[52 of 100],520000,0.000,1.000,1.000,0.181
[53 of 100],530000,0.000,1.000,1.000,0.178
[54 of 100],540000,0.000,1.000,1.000,0.176
[55 of 100],550000,0.000,1.000,1.000,0.169
[56 of 100],560000,0.000,1.000,1.000,0.166
[57 of 100],570000,0.000,1.000,1.000,0.161
[58 of 100],580000,0.000,1.000,1.000,0.156
[59 of 100],590000,0.000,1.000,1.000,0.157
[60 of 100],600000,0.000,1.000,1.000,0.157
[61 of 100],610000,0.000,1.000,1.000,0.155
[62 of 100],620000,0.000,1.000,1.000,0.154
[63 of 100],630000,0.000,1.000,1.000,0.155
[64 of 100],640000,0.000,1.000,1.000,0.155
[65 of 100],650000,0.000,1.000,1.000,0.156
[66 of 100],660000,0.000,1.000,1.000,0.155
[67 of 100],670000,0.000,1.000,1.000,0.154
[68 of 100],680000,0.000,1.000,1.000,0.153
[69 of 100],690000,0.000,1.000,1.000,0.152
[70 of 100],700000,0.000,1.000,1.000,0.153
[71 of 100],710000,0.000,1.000,1.000,0.153
[72 of 100],720000,0.000,1.000,1.000,0.154
[73 of 100],730000,0.000,1.000,1.000,0.154
[74 of 100],740000,0.000,1.000,1.000,0.154
[75 of 100],750000,0.000,1.000,1.000,0.155
[76 of 100],760000,0.000,1.000,1.000,0.155
[77 of 100],770000,0.000,1.000,1.000,0.156
[78 of 100],780000,0.000,1.000,1.000,0.155
[79 of 100],790000,0.000,1.000,1.000,0.155
[80 of 100],800000,0.000,1.000,1.000,0.157
[81 of 100],810000,0.000,1.000,1.000,0.156
[82 of 100],820000,0.000,1.000,1.000,0.156
[83 of 100],830000,0.000,1.000,1.000,0.156
[84 of 100],840000,0.000,1.000,1.000,0.156
[85 of 100],850000,0.000,1.000,1.000,0.155
[86 of 100],860000,0.000,1.000,1.000,0.155
[87 of 100],870000,0.000,1.000,1.000,0.158
[88 of 100],880000,0.000,1.000,1.000,0.157
[89 of 100],890000,0.000,1.000,1.000,0.157
[90 of 100],900000,0.000,1.000,1.000,0.157
[91 of 100],910000,0.000,1.000,1.000,0.156
[92 of 100],920000,0.000,1.000,1.000,0.156
[93 of 100],930000,0.000,1.000,1.000,0.156
[94 of 100],940000,0.000,1.000,1.000,0.158
[95 of 100],950000,0.000,1.000,1.000,0.158
[96 of 100],960000,0.000,1.000,1.000,0.157
[97 of 100],970000,0.000,1.000,1.000,0.157
[98 of 100],980000,0.000,1.000,1.000,0.156
[99 of 100],990000,0.000,1.000,1.000,0.157
[100 of 100],1000000,0.000,1.000,1.000,0.157

[worker 5] Run 7/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 53, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.372,0.843,0.923,0.778
[2 of 100],20000,0.201,0.917,0.993,0.857
[3 of 100],30000,0.061,0.982,1.000,0.911
[4 of 100],40000,0.004,0.999,1.000,0.891
[5 of 100],50000,0.076,0.976,1.000,0.802
[6 of 100],60000,0.002,1.000,1.000,0.667
[7 of 100],70000,0.055,0.985,0.999,0.962
[8 of 100],80000,0.027,0.993,1.000,0.940
[9 of 100],90000,0.004,0.999,0.929,0.873
[10 of 100],100000,0.030,0.991,0.997,0.907
[11 of 100],110000,0.007,0.998,0.990,0.953
[12 of 100],120000,0.006,0.998,1.000,0.921
[13 of 100],130000,0.000,1.000,1.000,0.903
[14 of 100],140000,0.010,0.998,1.000,0.893
[15 of 100],150000,0.000,1.000,1.000,0.887
[16 of 100],160000,0.001,1.000,1.000,0.908
[17 of 100],170000,0.006,0.998,1.000,0.922
[18 of 100],180000,0.001,1.000,1.000,0.925
[19 of 100],190000,0.002,1.000,1.000,0.944
[20 of 100],200000,0.004,0.999,1.000,0.936
[21 of 100],210000,0.010,0.998,1.000,0.004
[22 of 100],220000,0.000,1.000,1.000,0.001
[23 of 100],230000,0.000,1.000,1.000,0.001
[24 of 100],240000,0.000,1.000,1.000,0.001
[25 of 100],250000,0.012,0.997,1.000,0.605
[26 of 100],260000,0.001,1.000,1.000,0.621
[27 of 100],270000,0.000,1.000,1.000,0.612
[28 of 100],280000,0.000,1.000,1.000,0.611
[29 of 100],290000,0.000,1.000,1.000,0.602
[30 of 100],300000,0.000,1.000,1.000,0.596
[31 of 100],310000,0.000,1.000,1.000,0.593
[32 of 100],320000,0.000,1.000,1.000,0.593
[33 of 100],330000,0.000,1.000,1.000,0.594
[34 of 100],340000,0.000,1.000,1.000,0.585
[35 of 100],350000,0.000,1.000,1.000,0.579
[36 of 100],360000,0.000,1.000,1.000,0.581
[37 of 100],370000,0.000,1.000,1.000,0.535
[38 of 100],380000,0.022,0.995,1.000,0.845
[39 of 100],390000,0.009,0.997,0.995,0.633
[40 of 100],400000,0.001,1.000,1.000,0.658
[41 of 100],410000,0.000,1.000,1.000,0.687
[42 of 100],420000,0.000,1.000,1.000,0.734
[43 of 100],430000,0.000,1.000,1.000,0.741
[44 of 100],440000,0.000,1.000,1.000,0.735
[45 of 100],450000,0.000,1.000,1.000,0.737
[46 of 100],460000,0.000,1.000,1.000,0.737
[47 of 100],470000,0.000,1.000,1.000,0.738
[48 of 100],480000,0.000,1.000,1.000,0.738
[49 of 100],490000,0.005,0.999,1.000,0.872
[50 of 100],500000,0.000,1.000,1.000,0.868
[51 of 100],510000,0.006,0.998,1.000,0.411
[52 of 100],520000,0.000,1.000,1.000,0.445
[53 of 100],530000,0.000,1.000,1.000,0.352
[54 of 100],540000,0.000,1.000,1.000,0.357
[55 of 100],550000,0.000,1.000,1.000,0.371
[56 of 100],560000,0.000,1.000,1.000,0.376
[57 of 100],570000,0.005,0.998,1.000,0.184
[58 of 100],580000,0.000,1.000,1.000,0.223
[59 of 100],590000,0.003,0.999,0.973,0.073
[60 of 100],600000,0.001,1.000,1.000,0.325
[61 of 100],610000,0.000,1.000,1.000,0.362
[62 of 100],620000,0.000,1.000,1.000,0.332
[63 of 100],630000,0.000,1.000,1.000,0.335
[64 of 100],640000,0.000,1.000,1.000,0.366
[65 of 100],650000,0.000,1.000,1.000,0.363
[66 of 100],660000,0.000,1.000,1.000,0.363
[67 of 100],670000,0.000,1.000,1.000,0.373
[68 of 100],680000,0.000,1.000,1.000,0.376
[69 of 100],690000,0.004,0.999,1.000,0.000
[70 of 100],700000,0.000,1.000,1.000,0.000
[71 of 100],710000,0.007,0.998,1.000,0.017
[72 of 100],720000,0.000,1.000,1.000,0.029
[73 of 100],730000,0.000,1.000,1.000,0.006
[74 of 100],740000,0.000,1.000,1.000,0.005
[75 of 100],750000,0.000,1.000,1.000,0.005
[76 of 100],760000,0.000,1.000,1.000,0.006
[77 of 100],770000,0.000,1.000,1.000,0.007
[78 of 100],780000,0.000,1.000,1.000,0.006
[79 of 100],790000,0.000,1.000,1.000,0.062
[80 of 100],800000,0.000,1.000,1.000,0.000
[81 of 100],810000,0.010,0.999,1.000,0.424
[82 of 100],820000,0.000,1.000,1.000,0.393
[83 of 100],830000,0.000,1.000,1.000,0.346
[84 of 100],840000,0.000,1.000,1.000,0.552
[85 of 100],850000,0.000,1.000,1.000,0.527
[86 of 100],860000,0.000,1.000,1.000,0.390
[87 of 100],870000,0.000,1.000,1.000,0.396
[88 of 100],880000,0.000,1.000,1.000,0.403
[89 of 100],890000,0.000,1.000,1.000,0.405
[90 of 100],900000,0.000,1.000,1.000,0.401
[91 of 100],910000,0.000,1.000,1.000,0.396
[92 of 100],920000,0.000,1.000,1.000,0.399
[93 of 100],930000,0.000,1.000,1.000,0.401
[94 of 100],940000,0.000,1.000,1.000,0.400
[95 of 100],950000,0.000,1.000,1.000,0.400
[96 of 100],960000,0.000,1.000,1.000,0.400
[97 of 100],970000,0.000,1.000,1.000,0.398
[98 of 100],980000,0.000,1.000,1.000,0.390
[99 of 100],990000,0.008,0.999,0.999,0.747
[100 of 100],1000000,0.003,0.999,1.000,0.341

[worker 5] Run 8/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 211, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.645,0.587,0.813,0.689
[2 of 100],20000,0.274,0.894,0.937,0.874
[3 of 100],30000,0.147,0.948,0.981,0.950
[4 of 100],40000,0.085,0.974,0.993,0.966
[5 of 100],50000,0.015,0.996,0.999,0.942
[6 of 100],60000,0.064,0.983,0.984,0.942
[7 of 100],70000,0.060,0.979,0.983,0.866
[8 of 100],80000,0.017,0.995,1.000,0.917
[9 of 100],90000,0.000,1.000,1.000,0.919
[10 of 100],100000,0.000,1.000,1.000,0.924
[11 of 100],110000,0.000,1.000,1.000,0.924
[12 of 100],120000,0.000,1.000,1.000,0.924
[13 of 100],130000,0.000,1.000,1.000,0.924
[14 of 100],140000,0.000,1.000,1.000,0.923
[15 of 100],150000,0.000,1.000,1.000,0.923
[16 of 100],160000,0.000,1.000,1.000,0.923
[17 of 100],170000,0.000,1.000,1.000,0.923
[18 of 100],180000,0.044,0.989,0.967,0.826
[19 of 100],190000,0.016,0.995,1.000,0.920
[20 of 100],200000,0.000,1.000,1.000,0.931
[21 of 100],210000,0.000,1.000,1.000,0.925
[22 of 100],220000,0.000,1.000,1.000,0.930
[23 of 100],230000,0.043,0.987,1.000,0.753
[24 of 100],240000,0.000,1.000,1.000,0.836
[25 of 100],250000,0.037,0.989,0.999,0.479
[26 of 100],260000,0.003,0.999,1.000,0.412
[27 of 100],270000,0.000,1.000,1.000,0.472
[28 of 100],280000,0.010,0.997,1.000,0.793
[29 of 100],290000,0.009,0.998,1.000,0.867
[30 of 100],300000,0.000,1.000,1.000,0.909
[31 of 100],310000,0.000,1.000,1.000,0.899
[32 of 100],320000,0.018,0.997,0.983,0.889
[33 of 100],330000,0.004,0.999,1.000,0.699
[34 of 100],340000,0.006,0.998,0.994,0.890
[35 of 100],350000,0.001,1.000,1.000,0.827
[36 of 100],360000,0.000,1.000,1.000,0.826
[37 of 100],370000,0.000,1.000,1.000,0.830
[38 of 100],380000,0.000,1.000,1.000,0.830
[39 of 100],390000,0.000,1.000,1.000,0.830
[40 of 100],400000,0.000,1.000,1.000,0.830
[41 of 100],410000,0.000,1.000,1.000,0.830
[42 of 100],420000,0.000,1.000,1.000,0.830
[43 of 100],430000,0.000,1.000,1.000,0.830
[44 of 100],440000,0.000,1.000,1.000,0.830
[45 of 100],450000,0.000,1.000,1.000,0.830
[46 of 100],460000,0.000,1.000,1.000,0.830
[47 of 100],470000,0.000,1.000,1.000,0.830
[48 of 100],480000,0.000,1.000,1.000,0.830
[49 of 100],490000,0.017,0.997,0.999,0.906
[50 of 100],500000,0.003,0.999,1.000,0.551
[51 of 100],510000,0.000,1.000,1.000,0.561
[52 of 100],520000,0.000,1.000,1.000,0.368
[53 of 100],530000,0.000,1.000,1.000,0.323
[54 of 100],540000,0.000,1.000,1.000,0.446
[55 of 100],550000,0.000,1.000,1.000,0.421
[56 of 100],560000,0.000,1.000,1.000,0.390
[57 of 100],570000,0.000,1.000,1.000,0.414
[58 of 100],580000,0.000,1.000,1.000,0.384
[59 of 100],590000,0.017,0.997,0.976,0.882
[60 of 100],600000,0.009,0.998,1.000,0.928
[61 of 100],610000,0.012,0.998,1.000,0.717
[62 of 100],620000,0.001,1.000,1.000,0.244
[63 of 100],630000,0.000,1.000,1.000,0.277
[64 of 100],640000,0.000,1.000,1.000,0.294
[65 of 100],650000,0.000,1.000,1.000,0.286
[66 of 100],660000,0.000,1.000,1.000,0.289
[67 of 100],670000,0.000,1.000,1.000,0.299
[68 of 100],680000,0.000,1.000,1.000,0.307
[69 of 100],690000,0.000,1.000,1.000,0.235
[70 of 100],700000,0.000,1.000,1.000,0.257
[71 of 100],710000,0.000,1.000,1.000,0.266
[72 of 100],720000,0.000,1.000,1.000,0.247
[73 of 100],730000,0.000,1.000,1.000,0.256
[74 of 100],740000,0.000,1.000,1.000,0.258
[75 of 100],750000,0.000,1.000,1.000,0.262
[76 of 100],760000,0.000,1.000,1.000,0.290
[77 of 100],770000,0.000,1.000,1.000,0.290
[78 of 100],780000,0.000,1.000,1.000,0.288
[79 of 100],790000,0.000,1.000,1.000,0.284
[80 of 100],800000,0.000,1.000,1.000,0.322
[81 of 100],810000,0.000,1.000,1.000,0.319
[82 of 100],820000,0.000,1.000,1.000,0.313
[83 of 100],830000,0.000,1.000,1.000,0.312
[84 of 100],840000,0.000,1.000,1.000,0.306
[85 of 100],850000,0.000,1.000,1.000,0.303
[86 of 100],860000,0.000,1.000,1.000,0.299
[87 of 100],870000,0.000,1.000,1.000,0.300
[88 of 100],880000,0.000,1.000,1.000,0.301
[89 of 100],890000,0.000,1.000,1.000,0.300
[90 of 100],900000,0.000,1.000,1.000,0.301
[91 of 100],910000,0.033,0.996,1.000,0.651
[92 of 100],920000,0.000,1.000,1.000,0.655
[93 of 100],930000,0.011,0.998,1.000,0.888
[94 of 100],940000,0.040,0.990,1.000,0.050
[95 of 100],950000,0.000,1.000,1.000,0.053
[96 of 100],960000,0.000,1.000,1.000,0.056
[97 of 100],970000,0.000,1.000,1.000,0.043
[98 of 100],980000,0.000,1.000,1.000,0.042
[99 of 100],990000,0.000,1.000,1.000,0.043
[100 of 100],1000000,0.000,1.000,1.000,0.044

[worker 5] Run 9/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 383, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.241,0.905,0.999,0.990
[2 of 100],20000,0.086,0.974,0.994,0.971
[3 of 100],30000,0.065,0.981,0.996,0.745
[4 of 100],40000,0.024,0.993,0.997,0.740
[5 of 100],50000,0.004,0.999,0.999,0.944
[6 of 100],60000,0.032,0.991,1.000,0.897
[7 of 100],70000,0.021,0.994,1.000,0.905
[8 of 100],80000,0.000,1.000,1.000,0.870
[9 of 100],90000,0.000,1.000,1.000,0.833
[10 of 100],100000,0.000,1.000,1.000,0.783
[11 of 100],110000,0.000,1.000,1.000,0.750
[12 of 100],120000,0.000,1.000,1.000,0.707
[13 of 100],130000,0.000,1.000,1.000,0.671
[14 of 100],140000,0.000,1.000,1.000,0.622
[15 of 100],150000,0.000,1.000,1.000,0.587
[16 of 100],160000,0.021,0.995,1.000,0.900
[17 of 100],170000,0.000,1.000,1.000,0.888
[18 of 100],180000,0.000,1.000,1.000,0.876
[19 of 100],190000,0.000,1.000,1.000,0.869
[20 of 100],200000,0.000,1.000,1.000,0.861
[21 of 100],210000,0.062,0.980,0.994,0.792
[22 of 100],220000,0.010,0.997,1.000,0.771
[23 of 100],230000,0.011,0.997,1.000,0.904
[24 of 100],240000,0.000,1.000,1.000,0.926
[25 of 100],250000,0.000,1.000,1.000,0.924
[26 of 100],260000,0.000,1.000,1.000,0.924
[27 of 100],270000,0.014,0.997,1.000,0.878
[28 of 100],280000,0.008,0.998,1.000,0.889
[29 of 100],290000,0.000,1.000,1.000,0.914
[30 of 100],300000,0.000,1.000,1.000,0.921
[31 of 100],310000,0.000,1.000,1.000,0.946
[32 of 100],320000,0.416,0.788,0.981,0.541
[33 of 100],330000,0.021,0.994,1.000,0.128
[34 of 100],340000,0.011,0.997,0.997,0.000
[35 of 100],350000,0.050,0.986,0.997,0.163
[36 of 100],360000,0.044,0.986,1.000,0.913
[37 of 100],370000,0.007,0.998,1.000,0.749
[38 of 100],380000,0.000,1.000,1.000,0.749
[39 of 100],390000,0.003,0.999,1.000,0.716
[40 of 100],400000,0.000,1.000,1.000,0.822
[41 of 100],410000,0.000,1.000,1.000,0.834
[42 of 100],420000,0.000,1.000,1.000,0.838
[43 of 100],430000,0.000,1.000,1.000,0.846
[44 of 100],440000,0.000,1.000,1.000,0.848
[45 of 100],450000,0.000,1.000,1.000,0.857
[46 of 100],460000,0.000,1.000,1.000,0.857
[47 of 100],470000,0.000,1.000,1.000,0.858
[48 of 100],480000,0.000,1.000,1.000,0.860
[49 of 100],490000,0.018,0.994,1.000,0.912
[50 of 100],500000,0.001,1.000,1.000,0.913
[51 of 100],510000,0.000,1.000,1.000,0.926
[52 of 100],520000,0.000,1.000,1.000,0.921
[53 of 100],530000,0.000,1.000,1.000,0.925
[54 of 100],540000,0.000,1.000,1.000,0.925
[55 of 100],550000,0.000,1.000,1.000,0.926
[56 of 100],560000,0.009,0.998,0.999,0.978
[57 of 100],570000,0.002,0.999,1.000,0.937
[58 of 100],580000,0.000,1.000,1.000,0.932
[59 of 100],590000,0.000,1.000,1.000,0.932
[60 of 100],600000,0.000,1.000,1.000,0.932
[61 of 100],610000,0.000,1.000,1.000,0.932
[62 of 100],620000,0.000,1.000,1.000,0.932
[63 of 100],630000,0.014,0.997,1.000,0.932
[64 of 100],640000,0.000,1.000,1.000,0.943
[65 of 100],650000,0.000,1.000,1.000,0.946
[66 of 100],660000,0.000,1.000,1.000,0.948
[67 of 100],670000,0.000,1.000,1.000,0.948
[68 of 100],680000,0.000,1.000,1.000,0.947
[69 of 100],690000,0.000,1.000,1.000,0.950
[70 of 100],700000,0.000,1.000,1.000,0.950
[71 of 100],710000,0.000,1.000,1.000,0.960
[72 of 100],720000,0.000,1.000,1.000,0.954
[73 of 100],730000,0.000,1.000,1.000,0.954
[74 of 100],740000,0.000,1.000,1.000,0.954
[75 of 100],750000,0.000,1.000,1.000,0.954
[76 of 100],760000,0.007,0.999,1.000,0.946
[77 of 100],770000,0.000,1.000,1.000,0.937
[78 of 100],780000,0.000,1.000,1.000,0.946
[79 of 100],790000,0.000,1.000,1.000,0.945
[80 of 100],800000,0.000,1.000,1.000,0.943
[81 of 100],810000,0.000,1.000,1.000,0.943
[82 of 100],820000,0.000,1.000,1.000,0.943
[83 of 100],830000,0.080,0.985,1.000,0.056
[84 of 100],840000,0.000,1.000,1.000,0.108
[85 of 100],850000,0.010,0.998,1.000,0.814
[86 of 100],860000,0.000,1.000,1.000,0.820
[87 of 100],870000,0.004,0.999,1.000,0.818
[88 of 100],880000,0.000,1.000,1.000,0.841
[89 of 100],890000,0.000,1.000,1.000,0.844
[90 of 100],900000,0.000,1.000,1.000,0.854
[91 of 100],910000,0.000,1.000,1.000,0.857
[92 of 100],920000,0.000,1.000,1.000,0.858
[93 of 100],930000,0.000,1.000,1.000,0.863
[94 of 100],940000,0.000,1.000,1.000,0.868
[95 of 100],950000,0.000,1.000,1.000,0.864
[96 of 100],960000,0.000,1.000,1.000,0.868
[97 of 100],970000,0.000,1.000,1.000,0.868
[98 of 100],980000,0.000,1.000,1.000,0.812
[99 of 100],990000,0.011,0.998,1.000,0.826
[100 of 100],1000000,0.001,1.000,1.000,0.869

[worker 5] Run 10/25 | config: {'batch_size': 8, 'opt': 'adam', 'lr': 0.001, 'wd': 0, 'rdm_seed': 563, 'n_layer': 3, 'n_head': 4, 'n_embd': 64, 'embd_pdrop': 0, 'resid_pdrop': 0, 'attn_pdrop': 0}
progress,datapoints_seen,train_loss,train_acc,indist_acc,ood_acc
[1 of 100],10000,0.147,0.947,0.975,0.878
[2 of 100],20000,0.017,0.995,1.000,0.474
[3 of 100],30000,0.000,1.000,1.000,0.456
[4 of 100],40000,0.000,1.000,1.000,0.456
[5 of 100],50000,0.000,1.000,1.000,0.445
[6 of 100],60000,0.228,0.888,0.994,0.906
[7 of 100],70000,0.033,0.990,1.000,0.724
[8 of 100],80000,0.028,0.992,1.000,0.917
[9 of 100],90000,0.013,0.997,1.000,0.888
[10 of 100],100000,0.000,1.000,1.000,0.923
[11 of 100],110000,0.000,1.000,1.000,0.928
[12 of 100],120000,0.000,1.000,1.000,0.916
[13 of 100],130000,0.000,1.000,1.000,0.925
[14 of 100],140000,0.000,1.000,1.000,0.921
[15 of 100],150000,0.000,1.000,1.000,0.914
[16 of 100],160000,0.000,1.000,1.000,0.911
[17 of 100],170000,0.000,1.000,1.000,0.919
[18 of 100],180000,0.000,1.000,1.000,0.898
[19 of 100],190000,0.081,0.971,0.984,0.912
[20 of 100],200000,0.050,0.981,1.000,0.901
[21 of 100],210000,0.000,1.000,1.000,0.912
[22 of 100],220000,0.000,1.000,1.000,0.914
[23 of 100],230000,0.027,0.992,0.983,0.923
[24 of 100],240000,0.025,0.992,1.000,0.968
[25 of 100],250000,0.000,1.000,1.000,0.978
[26 of 100],260000,0.000,1.000,1.000,0.981
[27 of 100],270000,0.000,1.000,1.000,0.981
[28 of 100],280000,0.000,1.000,1.000,0.967
[29 of 100],290000,0.037,0.988,0.999,0.943
[30 of 100],300000,0.000,1.000,1.000,0.935
[31 of 100],310000,0.010,0.997,1.000,0.902
[32 of 100],320000,0.000,1.000,1.000,0.894
[33 of 100],330000,0.000,1.000,1.000,0.898
[34 of 100],340000,0.000,1.000,1.000,0.898
[35 of 100],350000,0.000,1.000,1.000,0.895
[36 of 100],360000,0.000,1.000,1.000,0.896
[37 of 100],370000,0.000,1.000,1.000,0.897
[38 of 100],380000,0.000,1.000,1.000,0.898
[39 of 100],390000,0.000,1.000,1.000,0.900
[40 of 100],400000,0.000,1.000,1.000,0.910
[41 of 100],410000,0.000,1.000,1.000,0.905
[42 of 100],420000,0.000,1.000,1.000,0.905
[43 of 100],430000,0.000,1.000,1.000,0.895
[44 of 100],440000,0.000,1.000,1.000,0.896
[45 of 100],450000,0.076,0.980,1.000,0.920
[46 of 100],460000,0.001,1.000,1.000,0.890
[47 of 100],470000,0.021,0.995,1.000,0.947
[48 of 100],480000,0.000,1.000,1.000,0.950
[49 of 100],490000,0.012,0.997,1.000,0.932
[50 of 100],500000,0.000,1.000,1.000,0.955
[51 of 100],510000,0.000,1.000,1.000,0.965
[52 of 100],520000,0.000,1.000,1.000,0.960
[53 of 100],530000,0.000,1.000,1.000,0.965
[54 of 100],540000,0.000,1.000,1.000,0.975
[55 of 100],550000,0.000,1.000,1.000,0.986
[56 of 100],560000,0.000,1.000,1.000,0.987
[57 of 100],570000,0.000,1.000,1.000,0.988
[58 of 100],580000,0.008,0.998,1.000,0.906
[59 of 100],590000,0.000,1.000,1.000,0.920
[60 of 100],600000,0.000,1.000,1.000,0.925
[61 of 100],610000,0.000,1.000,1.000,0.943
[62 of 100],620000,0.000,1.000,1.000,0.937
[63 of 100],630000,0.006,0.998,1.000,0.927
[64 of 100],640000,0.000,1.000,1.000,0.918
[65 of 100],650000,0.004,0.999,1.000,0.881
[66 of 100],660000,0.000,1.000,1.000,0.880
[67 of 100],670000,0.000,1.000,1.000,0.883
[68 of 100],680000,0.000,1.000,1.000,0.886
[69 of 100],690000,0.000,1.000,1.000,0.886
[70 of 100],700000,0.000,1.000,1.000,0.885
[71 of 100],710000,0.006,0.998,1.000,0.915
[72 of 100],720000,0.000,1.000,1.000,0.917
[73 of 100],730000,0.001,1.000,1.000,0.944
[74 of 100],740000,0.000,1.000,1.000,0.961
[75 of 100],750000,0.000,1.000,1.000,0.958
[76 of 100],760000,0.000,1.000,1.000,0.967
[77 of 100],770000,0.000,1.000,1.000,0.975
[78 of 100],780000,0.000,1.000,1.000,0.975
[79 of 100],790000,0.000,1.000,1.000,0.976
[80 of 100],800000,0.000,1.000,1.000,0.976
[81 of 100],810000,0.000,1.000,1.000,0.979
[82 of 100],820000,0.000,1.000,1.000,0.979
[83 of 100],830000,0.000,1.000,1.000,0.978
[84 of 100],840000,0.000,1.000,1.000,0.978
[85 of 100],850000,0.000,1.000,1.000,0.978
[86 of 100],860000,0.000,1.000,1.000,0.978
[87 of 100],870000,0.000,1.000,1.000,0.978
[88 of 100],880000,0.000,1.000,1.000,0.977
[89 of 100],890000,0.000,1.000,1.000,0.979
[90 of 100],900000,0.005,0.999,1.000,0.958
[91 of 100],910000,0.097,0.984,1.000,0.002
[92 of 100],920000,0.000,1.000,1.000,0.014
